"instanceType","isEnabled","uuid:ID","id","label","name","datatype","isRequired"
"BiomedicalConceptProperty","True","b7d749eb-c62a-433c-983f-aac2edf52a16","BiomedicalConceptProperty_10","AERELNST","AERELNST","text","True"
"BiomedicalConceptProperty","True","87867eff-8aa8-4065-8bb9-e3ac1b19a92f","BiomedicalConceptProperty_11","AEPATT","AEPATT","text","True"
"BiomedicalConceptProperty","True","e1a9fa17-27b0-4eeb-bdda-11c73c0b3202","BiomedicalConceptProperty_12","AEOUT","AEOUT","text","True"
"BiomedicalConceptProperty","True","1503df2a-c5fc-4282-b889-40ec35555a11","BiomedicalConceptProperty_13","AESCAN","AESCAN","text","True"
"BiomedicalConceptProperty","True","3ec3ccd7-4d1f-49da-9c60-59cf3f63f413","BiomedicalConceptProperty_14","AESCONG","AESCONG","text","True"
"BiomedicalConceptProperty","True","6f56e745-988e-44c1-a225-c6d1f6d59911","BiomedicalConceptProperty_15","AESDISAB","AESDISAB","text","True"
"BiomedicalConceptProperty","True","e6c295ce-ea71-48a9-be91-325cf05dcd4e","BiomedicalConceptProperty_16","AESDTH","AESDTH","text","True"
"BiomedicalConceptProperty","True","9aa621af-3b4d-4c4c-ac88-6f2fb69708df","BiomedicalConceptProperty_17","AESHOSP","AESHOSP","text","True"
"BiomedicalConceptProperty","True","f1c82ca8-b2c4-446a-9e44-ad2df68c5d75","BiomedicalConceptProperty_18","AESLIFE","AESLIFE","text","True"
"BiomedicalConceptProperty","True","b115f187-d25d-4f56-8353-cd39e3bfd799","BiomedicalConceptProperty_19","AESOD","AESOD","text","True"
"BiomedicalConceptProperty","True","8742c891-0e8a-4e35-8c3f-c3daa68546e0","BiomedicalConceptProperty_20","AESMIE","AESMIE","text","True"
"BiomedicalConceptProperty","True","dac61637-0337-4278-bd86-cc14c646643b","BiomedicalConceptProperty_21","AECONTRT","AECONTRT","text","True"
"BiomedicalConceptProperty","True","4fcbafc6-90d9-41b2-a5af-24a59898e2cf","BiomedicalConceptProperty_22","AESTDTC","AESTDTC","datetime","True"
"BiomedicalConceptProperty","True","8764892e-1646-4117-a4ac-b78d4b601d68","BiomedicalConceptProperty_23","AEENDTC","AEENDTC","datetime","True"
"BiomedicalConceptProperty","True","f2d92061-d518-4c57-96cc-28e58cb6205f","BiomedicalConceptProperty_24","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","a05d13c3-9c3a-4dc9-8300-f6773f0c02a7","BiomedicalConceptProperty_25","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","b84f1e35-951d-4d16-bcfd-c82b7d1c454a","BiomedicalConceptProperty_26","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","349adf3e-fab0-4aca-b7ff-0ce9929505aa","BiomedicalConceptProperty_27","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","be059423-ff91-473b-9970-015546652611","BiomedicalConceptProperty_28","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","30e8adae-a6b0-4069-a748-0ec5b0833bdc","BiomedicalConceptProperty_29","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","b30a45be-7789-4a13-8946-183cc7ac29a7","BiomedicalConceptProperty_30","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","55f1c4ce-ebe4-4199-9eac-a5a3500d9395","BiomedicalConceptProperty_31","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","0205bb24-6c9a-45f9-a3c8-feb5cff744a4","BiomedicalConceptProperty_32","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","aa4099ed-7091-45c7-bda5-00a40027e7f6","BiomedicalConceptProperty_33","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","5324b1f9-90ba-4456-a17a-90727550c7c3","BiomedicalConceptProperty_34","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","fca517a6-1751-4045-88d3-dfec1a7924dc","BiomedicalConceptProperty_35","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","f00ed4f4-539f-49d6-ade4-6a3f5b7f3dec","BiomedicalConceptProperty_36","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","fd956c57-2dea-4a7e-9c7c-607c8bd57fba","BiomedicalConceptProperty_37","VSORRES","VSORRES","float","True"
"BiomedicalConceptProperty","True","82c9044d-b00b-4398-83fd-67283f8de33d","BiomedicalConceptProperty_38","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","69903c52-09ec-4972-8d1c-d33013f63b82","BiomedicalConceptProperty_39","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","78ecf20b-c5e0-4a97-bf2d-1b555ebe6920","BiomedicalConceptProperty_40","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","0ad8799a-3eb4-4abd-b8a9-7e8b031d3ae7","BiomedicalConceptProperty_41","VSORRES","VSORRES","float","True"
"BiomedicalConceptProperty","True","cdd28afd-125c-4781-91a7-111c6ee6e07c","BiomedicalConceptProperty_42","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","49cb1fef-ba8f-48d5-9237-1f96983374a3","BiomedicalConceptProperty_43","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","c12f73b9-57a4-4c12-98b8-1158178b56cf","BiomedicalConceptProperty_44","VSORRES","VSORRES","float","True"
"BiomedicalConceptProperty","True","10cc3f7b-042b-4a76-8fa7-f4f403945096","BiomedicalConceptProperty_45","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","7bd5e30a-7c39-4dad-a6fe-ff7c32fcb3eb","BiomedicalConceptProperty_46","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","6170b921-8cf2-45a1-ad50-13509e947fdd","BiomedicalConceptProperty_47","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","9f38f7d7-1903-40b7-bbef-bc7018bd6607","BiomedicalConceptProperty_48","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","31c74d2e-d5dd-4e40-a992-cc07e62faadc","BiomedicalConceptProperty_49","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","f32af263-5669-4e33-9769-1b6940a487d2","BiomedicalConceptProperty_50","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","9a357285-b20a-4e3a-82d8-f1de365097af","BiomedicalConceptProperty_51","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","9df6d8f3-101f-402a-aab0-ebf3427a7f3d","BiomedicalConceptProperty_52","LBORRES","LBORRES","text","True"
"BiomedicalConceptProperty","True","5dca0b72-71f8-4a18-8218-71875e79d933","BiomedicalConceptProperty_53","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","0dc97101-20b6-4dea-a513-956770bc9355","BiomedicalConceptProperty_54","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","db7871bb-26f0-49da-80cb-fd10c7533c87","BiomedicalConceptProperty_55","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","67e4cf76-5a19-46d7-a9e8-4d5ccdb92b78","BiomedicalConceptProperty_56","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","8ba99ba9-4244-47df-8eca-0ec690272980","BiomedicalConceptProperty_57","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","4cde4d58-30d3-4fb5-b03a-60233a37dc71","BiomedicalConceptProperty_58","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","a2ebb52b-2ec4-4d5f-ba30-b8b1c505425d","BiomedicalConceptProperty_59","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","f1dc9811-a4ac-4813-9987-af8967eb422b","BiomedicalConceptProperty_60","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","55711215-e0ed-4aa7-bacb-da2f6c2950b5","BiomedicalConceptProperty_61","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","830c70f1-496c-4495-89b9-3acf5e5ac51a","BiomedicalConceptProperty_62","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","e680d561-5d17-498c-9046-af7017b60b8c","BiomedicalConceptProperty_63","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","b5b97d6f-7fb4-4328-8933-d3bc2d6aa984","BiomedicalConceptProperty_64","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","67777174-6800-4752-94d4-3ae854cd88c9","BiomedicalConceptProperty_65","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","74a413b0-b92e-4e61-ae71-836fa9dd42cf","BiomedicalConceptProperty_66","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","6a5e8816-e6d8-4880-80ec-b340898f5912","BiomedicalConceptProperty_67","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","d5ff2dbc-d674-4c00-83ca-26c299117c52","BiomedicalConceptProperty_68","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","3bffe414-4a11-42e2-9d5c-9f3e2e37c03b","BiomedicalConceptProperty_69","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","4c2511a1-9095-483b-aa7c-51e93e179abb","BiomedicalConceptProperty_70","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","5ec032f6-5354-40ee-acf7-e3049b1c37d4","BiomedicalConceptProperty_71","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","baf347bf-16e5-46b5-9ee1-be423118b519","BiomedicalConceptProperty_72","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","6980b89f-28c4-4941-b40b-40b042f38194","BiomedicalConceptProperty_73","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","817402dd-4b8a-4b4c-8ab6-e693e56705ec","BiomedicalConceptProperty_74","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","ac69d352-b222-477a-b91e-b3aecf326d9f","BiomedicalConceptProperty_75","LBTESTCD","LBTESTCD","","True"
"BiomedicalConceptProperty","True","6443ae3c-3966-4abe-8060-7494406b70b4","BiomedicalConceptProperty_76","LBORRES","LBORRES","float","True"
"BiomedicalConceptProperty","True","8426dfbe-523a-4c64-bb27-34c521585f7e","BiomedicalConceptProperty_77","LBORRESU","LBORRESU","","True"
"BiomedicalConceptProperty","True","659c05e6-281e-48b7-a0ee-27b7cc691476","BiomedicalConceptProperty_78","LBSPEC","LBSPEC","","True"
"BiomedicalConceptProperty","True","8d3db1b8-2ce5-4c2f-a709-b4e8477fb22b","BiomedicalConceptProperty_79","LBFAST","LBFAST","","True"
"BiomedicalConceptProperty","True","38178fda-262b-4946-98b6-46c2d823dd4b","BiomedicalConceptProperty_80","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","9f4ba0f3-4230-46ad-a171-77e672d13232","BiomedicalConceptProperty_81","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","e0d23b38-9c00-4ea2-9acc-356d6c156524","BiomedicalConceptProperty_82","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","cdabbf6a-c48a-43c1-8ec0-03ccc2c5281e","BiomedicalConceptProperty_83","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","53156f86-446b-4407-8d80-213a98d214a6","BiomedicalConceptProperty_84","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","ad3bf89a-2165-43af-b6f5-9544abc98541","BiomedicalConceptProperty_85","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","1bdf4a51-727c-4e7e-a238-39d532f47b3d","BiomedicalConceptProperty_86","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","f189a285-5cd7-41f9-87d1-af57d72dafb3","BiomedicalConceptProperty_87","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","b31171d5-1fae-4bb2-9992-b3e90383be29","BiomedicalConceptProperty_88","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","f4e66d9c-16a2-4ba7-bc31-de51bf246fa4","BiomedicalConceptProperty_89","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","940d264b-942f-48d1-9c03-e8cf6e926fc4","BiomedicalConceptProperty_90","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","4b9992f4-2e97-44b3-9eba-1fbfb832dbfd","BiomedicalConceptProperty_91","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","c4e20bdf-73a3-4e03-ba52-bae0229af413","BiomedicalConceptProperty_92","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","dd849216-4735-449f-8c17-75fefd8f759c","BiomedicalConceptProperty_93","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","47135b92-ac1e-43a4-960f-bcb3fbf10ecc","BiomedicalConceptProperty_94","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","f2ddcac0-8b6f-42a6-8daa-d92148667871","BiomedicalConceptProperty_95","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","a9271f57-9f25-464b-8300-e747cc2a4ba8","BiomedicalConceptProperty_96","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","ee0e3b61-3420-43c7-9153-3d190fb5dd31","BiomedicalConceptProperty_97","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","f581c5a3-6ed5-4596-8f0c-866a6ddf2a12","BiomedicalConceptProperty_98","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","068fbf2d-01e1-47b2-ae31-5abad66a7538","BiomedicalConceptProperty_99","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","d5f43aaa-f026-4ca8-ae01-af26ffb2ccbb","BiomedicalConceptProperty_100","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","43a0ab81-c48c-4e2d-ac79-8651dfc9224d","BiomedicalConceptProperty_101","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","e473ecc0-c354-4120-afcb-187c49fc48c6","BiomedicalConceptProperty_102","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","2dd3b0c8-7025-4b55-90a3-ac91ec7d18e1","BiomedicalConceptProperty_103","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","48303dd7-5e74-42cd-ad6a-7ec5e3a4e27f","BiomedicalConceptProperty_104","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","43fddbbc-f1e0-47d3-b1a0-8e64e2a3839c","BiomedicalConceptProperty_105","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","81468c0a-75cb-4526-8ecf-816d568aa911","BiomedicalConceptProperty_106","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","34ff82d1-8f8b-4c80-a22d-f35c0006fc80","BiomedicalConceptProperty_107","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","a905b237-fd13-4182-8604-28ca3ca17015","BiomedicalConceptProperty_108","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","dcfa22bb-4d96-429a-a2e3-31b4c396e58e","BiomedicalConceptProperty_109","VSLAT","VSLAT","","True"
"BiomedicalConceptProperty","True","63b31aa8-1590-4ae6-b4ce-88d28a133640","BiomedicalConceptProperty_110","VSTESTCD","VSTESTCD","","True"
"BiomedicalConceptProperty","True","b3c67dca-c056-4ddc-ac20-3e8bbb150cdf","BiomedicalConceptProperty_111","VSORRES","VSORRES","integer","True"
"BiomedicalConceptProperty","True","fc7e6857-2e6d-4498-9f9a-1cdf26a0c609","BiomedicalConceptProperty_112","VSORRESU","VSORRESU","","True"
"BiomedicalConceptProperty","True","a2a687d7-2306-4690-9be6-b31c151106cf","BiomedicalConceptProperty_113","VSPOS","VSPOS","","True"
"BiomedicalConceptProperty","True","9f0d0f7e-c8af-42e7-bc0a-f78b192bfe85","BiomedicalConceptProperty_114","VSLOC","VSLOC","","True"
"BiomedicalConceptProperty","True","217fed57-bf7b-4193-a132-df31cf0644f4","BiomedicalConceptProperty_115","VSLAT","VSLAT","","True"
