"id","standardCodeAliases","uuid:ID"
"AliasCode_42","[]","4b68db33-ba8f-4677-9622-6b40f6e329b0"
"AliasCode_46","[]","f07574d3-6696-4717-aafd-a9deef3cf744"
"AliasCode_47","[]","f029e70d-cce0-40d4-8393-b02aa03397d7"
"AliasCode_48","[]","d7dbb724-7eb6-4e02-9445-92d15a537052"
"AliasCode_49","[]","931e29e1-4ff6-49ce-aa9b-c1b5242f121f"
"AliasCode_45","[]","436ff372-8e6a-4d5b-a178-00f1fa3c2c0f"
"AliasCode_51","[]","54f280ec-cced-44e8-9e8f-f49405dea49b"
"AliasCode_52","[]","e4cc8813-865a-4ebc-9493-3c2c0ecb2382"
"AliasCode_53","[]","64041ef3-bae0-4b8b-812c-18831459751a"
"AliasCode_54","[]","9d731138-dacf-4d0b-a1e8-48cf5dce3587"
"AliasCode_50","[]","d4aab9a8-8754-4925-a631-40ffbcb0f103"
"AliasCode_56","[]","95e5e3d2-5668-4bb1-97a3-4ceb2a4c47b7"
"AliasCode_57","[]","9185257f-e3be-438f-b460-b05b842094d8"
"AliasCode_58","[]","44a5e00c-d91a-4aad-96e9-cc7c18265553"
"AliasCode_59","[]","c613f562-7c4f-4559-82ee-91492d3f9ce1"
"AliasCode_55","[]","0c33869f-c1db-4562-9663-430fffdf87eb"
"AliasCode_61","[]","74b334ae-1e95-4bc7-96da-3b8684396638"
"AliasCode_62","[]","4086c1dd-2879-4981-b000-2e188e9ece36"
"AliasCode_63","[]","303362e1-ee50-410b-8e4e-e3e1fc02dfaa"
"AliasCode_64","[]","2542f0f9-d330-40eb-91c4-e78719e644cc"
"AliasCode_60","[]","a7f94b11-fa0b-474e-a8fa-3116489ad724"
"AliasCode_66","[]","b1cd4898-512f-4b9e-b3af-3387da348f4c"
"AliasCode_67","[]","b93062e4-69eb-4bb2-ad52-87aa6c85243e"
"AliasCode_68","[]","2dba9b12-81f7-47b4-8248-93e7a12300fa"
"AliasCode_69","[]","51e426ae-b494-4d32-bccb-e1d16cffefc2"
"AliasCode_65","[]","df7c45b6-4019-4cc8-9670-0285944dcb81"
"AliasCode_71","[]","1eed7dd1-8ebb-4d8c-b80d-faf413bcf191"
"AliasCode_72","[]","d1dee51c-d024-4ec0-92ed-090ee52b14c9"
"AliasCode_73","[]","89e7a317-1330-456d-b895-212d648f0aa0"
"AliasCode_74","[]","868828f8-bb13-44ba-900f-90b15f0d67d0"
"AliasCode_70","[]","9ccf1dfd-e718-46f2-b4d3-41535d017e03"
"AliasCode_76","[]","3bd9b6db-8db4-4fb1-8e6d-f3b529c71f2c"
"AliasCode_77","[]","d9ff9749-ed6f-4feb-a4d1-cd6a79570140"
"AliasCode_78","[]","46a5f99a-2fa2-4b19-84be-0ef9cde4c669"
"AliasCode_79","[]","2fd12b13-c48d-47d0-9c7d-04b14aa445ba"
"AliasCode_75","[]","286b817a-3f00-438d-a236-87a80b763ed0"
"AliasCode_81","[]","cfa2897e-eb96-4d18-bf60-ca01af39d918"
"AliasCode_82","[]","40dcfefb-bb6d-4ff9-8576-c04df89ef77b"
"AliasCode_83","[]","7a0ccbb0-3d98-485b-b902-32edcfdb17f8"
"AliasCode_84","[]","995cb5ae-1ed2-4cb1-a5af-e39d1af99988"
"AliasCode_85","[]","161ae380-8283-4820-8d1d-500a26ed2e66"
"AliasCode_86","[]","1837594d-3150-4f58-8124-1f4359fb1cd6"
"AliasCode_80","[]","58459c4b-a4e9-4018-ad93-fe934afb295f"
"AliasCode_88","[]","5ec4a7cf-c1eb-47db-9b1a-148d62da3beb"
"AliasCode_89","[]","7f3cd814-ef79-4f07-b20d-4932396dd862"
"AliasCode_90","[]","b8ec1870-e62a-4030-8584-fc4375615ac3"
"AliasCode_91","[]","eeaeeb56-f72d-4e17-ab9e-c63b4f4aa35e"
"AliasCode_92","[]","06a74a79-1f0c-4f00-9b73-0104a1239ed5"
"AliasCode_93","[]","4f511980-67db-4792-b821-0abddcec9730"
"AliasCode_87","[]","e7d15f5b-792c-44ab-bc2b-0918ce7aee58"
"AliasCode_95","[]","6751ca1c-c0e3-4a52-b463-dd0f2dbf55db"
"AliasCode_96","[]","a777db1d-ae8f-4b61-b89a-169a15569f00"
"AliasCode_97","[]","c6a68efe-3ed8-4837-981c-ca7f5e4d5824"
"AliasCode_98","[]","56dc1c63-49d3-4f2e-ad17-948f4bc13f5c"
"AliasCode_99","[]","a6f98b67-f89e-4302-9b75-b5e7a73039e9"
"AliasCode_100","[]","0668d0b4-ee58-4d6f-b31a-81143ced4ab8"
"AliasCode_94","[]","4cfd1e97-71dd-4573-b553-8c33063cc37b"
"AliasCode_102","[]","9db8feec-c21a-453b-8b9d-87c75a83dd22"
"AliasCode_103","[]","82f391ba-5fb8-4623-9680-468126b1e25b"
"AliasCode_104","[]","505eec2b-0b83-42d1-a926-756babfc7cc6"
"AliasCode_105","[]","9a7a40f9-2a04-4770-9bd4-0d3872776520"
"AliasCode_106","[]","e6266fbd-cb74-432e-991a-167362b17f7e"
"AliasCode_107","[]","b4482271-dd9d-4103-9abd-050f694bc9c5"
"AliasCode_101","[]","5c6827b6-dad9-4673-8374-e71a717990fd"
"AliasCode_5","[]","5d657bcf-8a6c-42f0-b1fa-2e2255dd4062"
"AliasCode_2","[]","21a69fe5-c7c8-44e5-a274-f7b497a1bb69"
