"id:ID","standardCodeAliases","uuid","id"
"375","[]","d7d5fd7a-7545-4e07-8b35-76c9955cfe1f","AliasCode_20"
"376","[]","8e77970a-51e5-4fb0-93bf-4e6cb71e52f4","AliasCode_6"
"377","[]","7178799c-f00d-4c8e-a788-3ab0d2acf9ac","AliasCode_22"
"378","[]","718e58e2-3f96-44e8-b848-a2950efdd70f","AliasCode_23"
"379","[]","d542ffe0-2c33-4642-ae2c-59d40d65edba","AliasCode_24"
"380","[]","4e0dc19f-4e07-485f-93a2-8c3af1d76735","AliasCode_25"
"381","[]","0aaa6f80-25ca-45b8-9cf5-08604bcf46d1","AliasCode_26"
"382","[]","4eb553b6-1c26-40ec-bc50-de6782f769cd","AliasCode_27"
"383","[]","2b292166-fcd5-49e6-8b7a-9294d703ad3b","AliasCode_21"
"384","[]","e719217c-27a0-4777-a18f-bd8e394f788a","AliasCode_29"
"385","[]","b5ca790a-968f-4d07-b6df-ae4a83320095","AliasCode_30"
"386","[]","e4b190b7-f9a4-414a-b9b4-4348bbd10d14","AliasCode_31"
"387","[]","d98f382c-5907-4200-ae4e-1a829332b16d","AliasCode_32"
"388","[]","8c4323d3-d4ec-4ce6-acb9-e3ce472ca67c","AliasCode_33"
"389","[]","7d6ef71e-1eee-4c38-8f8a-fa98ebdbea78","AliasCode_34"
"390","[]","74018b52-81af-4200-8749-f9d5924c836b","AliasCode_28"
"391","[]","6cbd4958-81d1-42d8-9138-00cadd98220c","AliasCode_36"
"392","[]","fc0bf6e6-51cb-4e32-a310-f1088b4201c8","AliasCode_37"
"393","[]","38de320c-ef50-4c07-bcbd-5ce024206d46","AliasCode_38"
"394","[]","01b1ecf5-fd01-4dcc-95d2-490c6e99d766","AliasCode_35"
"395","[]","2877d5b7-0edc-4492-bf0f-e7bc2d3e659f","AliasCode_40"
"396","[]","d85ddd87-07e2-4cd5-bd5d-2b33113219d1","AliasCode_41"
"397","[]","902ea5a5-61fe-4b09-8204-6138816b8ce7","AliasCode_39"
"398","[]","add4e951-b69e-4bdd-a534-6f1840ecf1ca","AliasCode_43"
"399","[]","644a9bc3-94b8-4f70-b082-c7b4b9b22107","AliasCode_44"
"400","[]","f32810af-c558-406e-b295-9655da8e70ea","AliasCode_42"
"401","[]","f6e03a47-2424-4e00-9ea4-7449c0279400","AliasCode_46"
"402","[]","9e1a2af1-1e86-411d-b16b-5bb06e6eb1dc","AliasCode_47"
"403","[]","3e24850c-6eec-4025-be5e-c6a602bb2519","AliasCode_48"
"404","[]","8a12cff7-8ffd-49a1-91ba-001a23462f57","AliasCode_49"
"405","[]","82009d4c-e61c-47d8-8069-201f09a34e18","AliasCode_45"
"406","[]","b39c4a52-8eb1-40d4-b75b-730e21970d41","AliasCode_51"
"407","[]","21dedebd-3f4b-4763-bd48-2c8669404782","AliasCode_52"
"408","[]","f592e11e-724e-4a15-89d2-75e4643aba63","AliasCode_53"
"409","[]","0121982f-3b1f-4387-a6c6-a70c7878ee8c","AliasCode_54"
"410","[]","696a2d55-7fb2-4d87-8a48-f288af73a332","AliasCode_50"
"411","[]","cef2b251-a4a1-4ccc-b477-6fb51e4b3d51","AliasCode_56"
"412","[]","473f1c8e-ee81-4aae-9d4a-f0a7e74f0d98","AliasCode_57"
"413","[]","6746b869-31e8-4508-8fd4-d6620b32ed11","AliasCode_58"
"414","[]","e2406802-2922-4e26-bed4-57c935e6c590","AliasCode_59"
"415","[]","039215fd-79ed-4339-a875-a56b26364ce5","AliasCode_55"
"416","[]","3e2c7a49-9c5c-410f-b360-d67f839a0ed5","AliasCode_61"
"417","[]","9105c346-ddf6-43da-89ec-950174824508","AliasCode_62"
"418","[]","c08229b0-deac-4b73-a664-c1b4974c00b8","AliasCode_63"
"419","[]","43ba9b72-aadf-4eae-ab13-4ee810ae69da","AliasCode_64"
"420","[]","e19af53f-9242-4794-b35f-a96a9dd960cb","AliasCode_60"
"421","[]","68c2983e-2523-4c24-8a84-0c625b8d908d","AliasCode_66"
"422","[]","86440c48-71f9-4347-b758-8bb2626b0bee","AliasCode_67"
"423","[]","082e5d04-9368-4c3b-98a3-a8c37e38e628","AliasCode_68"
"424","[]","89cb22a8-0073-437c-8ea2-08d4938c9fd6","AliasCode_69"
"425","[]","dbc652f4-4cfe-4b6c-992d-3c00eca3c0a9","AliasCode_65"
"426","[]","5dcba0da-1457-4198-a993-7719fab86c24","AliasCode_71"
"427","[]","45ae0cc3-0520-4f93-9a79-107b1c8ecdb4","AliasCode_72"
"428","[]","c1cbecb1-9dd5-4362-ab83-d6debbca8fa0","AliasCode_73"
"429","[]","665758cf-ac59-437c-8d50-210a1b8617c6","AliasCode_74"
"430","[]","70c554df-0d58-443d-8611-397deb61e4ae","AliasCode_70"
"431","[]","0e9d9113-232a-4921-ac54-fe1d8b8d5cea","AliasCode_76"
"432","[]","9acf89b4-e56b-48c4-86ad-b851e7cc3a38","AliasCode_77"
"433","[]","239c4397-5481-4182-8ab9-e383f4c4df89","AliasCode_78"
"434","[]","fde1adbf-6933-4bd0-be63-8f37ffe70be6","AliasCode_79"
"435","[]","008de6d1-d091-4b7c-8354-95dc52f8718c","AliasCode_75"
"436","[]","5b45970b-736f-4c43-b74a-e31944ec4cdb","AliasCode_81"
"437","[]","3c27da51-4c67-44e2-a751-f3acca1c51b7","AliasCode_82"
"438","[]","339f117d-1dc3-4c42-a191-8573a55ff29c","AliasCode_83"
"439","[]","eecd34dc-d7ab-4b4b-91fb-c0e12f732e8c","AliasCode_84"
"440","[]","ef81d50a-0263-4609-bd19-1ed3cf87e0f2","AliasCode_85"
"441","[]","ef05d98d-b4c6-44a9-bbfd-ec6e6b34f2f1","AliasCode_86"
"442","[]","1501241a-f559-4897-a47a-64af840cfa1a","AliasCode_80"
"443","[]","473b1145-e477-4075-be7c-04f7e0290c95","AliasCode_88"
"444","[]","b667b9dd-6b20-4df0-84f6-4964e9e6ab70","AliasCode_89"
"445","[]","70f73e33-e3f6-446b-a72e-aa17cb58ebd6","AliasCode_90"
"446","[]","aefc811f-b4da-4fd1-b777-e43f22c78451","AliasCode_91"
"447","[]","c4f5b322-b774-4be8-b309-a058f103b5b8","AliasCode_92"
"448","[]","3fe99b19-6aeb-4e7d-999d-aef9c7a38a5f","AliasCode_93"
"449","[]","efcba593-d2e3-49ee-a360-21caf5b6948a","AliasCode_87"
"450","[]","6fc22f6e-cd3b-4cdc-8060-f2b7621f178d","AliasCode_95"
"451","[]","484fbec0-0a57-4a60-83d5-9719921be7c8","AliasCode_96"
"452","[]","4e6caa39-a5c8-4820-b292-69f8e1d22cc0","AliasCode_97"
"453","[]","296bde1d-3263-43f6-9fe8-2d0e601efe56","AliasCode_98"
"454","[]","1daec71c-3de1-4d95-a61c-3b8588ac8f7f","AliasCode_99"
"455","[]","b09a8b7f-706d-442e-9994-de2c7837dbc2","AliasCode_100"
"456","[]","8572bfb1-6548-4a12-95c3-6adac5dd4b22","AliasCode_94"
"457","[]","987062ed-5887-4f74-b3f0-2a181188d0fc","AliasCode_102"
"458","[]","74ac170a-e071-4f67-8252-1171edeea6f8","AliasCode_103"
"459","[]","b95ded62-5682-4c70-b5fb-90d2c6bbe08e","AliasCode_104"
"460","[]","a043ed4a-72c5-43e5-8f8d-ff06e54d237b","AliasCode_105"
"461","[]","b53d8d16-cf4c-4bc7-bd4d-57ed457fcbbd","AliasCode_106"
"462","[]","931b85de-4b64-4559-a0cf-b799e94efcc0","AliasCode_107"
"463","[]","9fca1b6b-80b7-41d9-8080-3c17152690b7","AliasCode_101"
"464","[]","9202e0b0-6bdf-41b3-bdf7-2915fc039fb4","AliasCode_5"
"465","[]","48dc22ab-64fe-483e-a97f-9e5513fe546c","AliasCode_2"
