"isEnabled","datatype","name","label","id","isRequired","uuid:ID","instanceType"
"True","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_75","True","044e8374-7996-4c46-af10-887ff7f41e41","BiomedicalConceptProperty"
"True","float","LBORRES","LBORRES","BiomedicalConceptProperty_76","True","42ed7835-7ba8-4ea0-9a45-c71eaa9c2d3d","BiomedicalConceptProperty"
"True","","LBORRESU","LBORRESU","BiomedicalConceptProperty_77","True","b7c24b92-de9a-40a7-a52c-61ac460c4c1c","BiomedicalConceptProperty"
"True","","LBSPEC","LBSPEC","BiomedicalConceptProperty_78","True","9dacfb5c-88a3-44e5-bef4-6f596e1ef52b","BiomedicalConceptProperty"
"True","","LBFAST","LBFAST","BiomedicalConceptProperty_79","True","2cfc5d7e-30ab-47ea-8a07-b0f1f49c0b0d","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_80","True","edcea72a-2d04-4004-b405-ee59f51c1dd2","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_81","True","4e78af43-f094-4836-9adb-6ad19d17bdee","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_82","True","2ff2f143-2444-4a6c-b04d-d808afcf8661","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_83","True","064e7741-c7c1-4a71-b286-0a4af413c1d1","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_84","True","841c89fc-8a18-4c9d-844a-e6e34e06779e","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_85","True","9945231b-57cd-4212-845d-2c5a18e7e1a3","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_86","True","571b0198-a043-473b-8905-e73dd181b996","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_87","True","34148fa9-d200-4e6e-954a-a2fdf01a206f","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_88","True","f738d643-7ba9-4276-bad9-99aff83d461a","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_89","True","54c3b3de-e8e8-4c2f-b54c-a2f7ab34db83","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_90","True","d209458e-1ee6-4c6e-85d6-8632dbaab863","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_91","True","2713f9f1-b862-46d5-9ac0-cdc1436e96c5","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_92","True","99e8d961-758f-4cfe-ba7d-f53f1969d72b","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_93","True","c9d6fb27-7e40-49f0-a2d8-2a2c97f63553","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_94","True","4ac4b836-40a1-420d-ba2a-fb7da3e37c83","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_95","True","9a009dd0-bdb7-4d06-9bfd-edcbb7fef3ff","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_96","True","f86993b6-da34-4f99-8dd8-fb175ad6f31c","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_97","True","1191569d-bed1-44a8-9936-fe7cd0bb9374","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_98","True","c06b88b9-b32a-478b-a6b9-4b71d70437eb","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_99","True","b0368145-2382-4683-8dc7-612e70477723","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_100","True","89783790-d82e-43f8-8877-51ee658068a3","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_101","True","42f551f7-4a5f-4ce7-8aa6-871808c8955b","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_102","True","993a1575-628c-4ad7-b281-db47cea543e0","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_103","True","8d848933-4bd6-47ff-81e0-488536a40567","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_104","True","48a0ac9c-cbf5-4a4d-8c34-cdf076a2feac","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_105","True","38891aea-cc66-461b-845f-31fc664e8b55","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_106","True","d82237a7-12ca-42af-9436-ab221519a262","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_107","True","763b1462-f76f-4d14-8456-c91c449be1d2","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_108","True","912a4c59-2456-480f-a58b-540e221630fc","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_109","True","34d44e45-9160-4564-b8c3-6434d2485e84","BiomedicalConceptProperty"
"True","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_110","True","de1b12a9-430a-4184-8baa-a22a080d2ee5","BiomedicalConceptProperty"
"True","integer","VSORRES","VSORRES","BiomedicalConceptProperty_111","True","28694f33-04b4-4317-9756-2bd9879440a8","BiomedicalConceptProperty"
"True","","VSORRESU","VSORRESU","BiomedicalConceptProperty_112","True","67c27f23-487c-43be-ac77-6a6241ff69f1","BiomedicalConceptProperty"
"True","","VSPOS","VSPOS","BiomedicalConceptProperty_113","True","f6822253-6b8c-42ed-a6e2-1a80fd395ea2","BiomedicalConceptProperty"
"True","","VSLOC","VSLOC","BiomedicalConceptProperty_114","True","a938168a-a935-412e-87d4-d6b5b3c010d8","BiomedicalConceptProperty"
"True","","VSLAT","VSLAT","BiomedicalConceptProperty_115","True","bf199bd1-cf60-4741-b836-df20714ca81a","BiomedicalConceptProperty"
