"instanceType","label","name","isRequired","isEnabled","uuid:ID","id","datatype"
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","ab7770b6-ad51-4b9d-bb96-d934ac8699b7","BiomedicalConceptProperty_143","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","ab5a0b39-730e-454e-8ca5-d99e4ece3fa7","BiomedicalConceptProperty_144",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","fdbc5302-0d4e-45b5-958c-3ac865d29b48","BiomedicalConceptProperty_145",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","2642fa1f-ecc3-4947-95af-64f6176e6206","BiomedicalConceptProperty_146",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","1b01d5ca-e390-477e-8688-52a9541c8e5c","BiomedicalConceptProperty_147",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","adbffbe2-d545-4529-ac04-7b94e9c27f53","BiomedicalConceptProperty_148","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","cc72932e-475b-43ef-9b77-c1b4e1586f41","BiomedicalConceptProperty_149",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","8081f4a3-7ad5-49be-8418-68a06d8c0753","BiomedicalConceptProperty_150",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","cde9a310-b60d-4447-ab79-16aa73b7f566","BiomedicalConceptProperty_151",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","aad7acea-20ee-4286-a7c8-8034ca897ffd","BiomedicalConceptProperty_152",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","29b081ca-f329-4a25-8b33-fcbbdc0fc5da","BiomedicalConceptProperty_153","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","7f93d0bb-9795-444f-92b5-e0447f15afce","BiomedicalConceptProperty_154",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","9b584f56-a05f-4bd2-ba96-0f6d673c9bf5","BiomedicalConceptProperty_155",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","bc291047-1d7c-4c3c-adf6-7c5449a73d6f","BiomedicalConceptProperty_156",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","811d68ab-7df9-41f0-aa11-ea7ccdc50268","BiomedicalConceptProperty_157",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","a30c6af3-8e93-47a9-a40d-d457b5d7ac73","BiomedicalConceptProperty_158","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","48c9380c-12b5-4673-86eb-aafd15f9b73e","BiomedicalConceptProperty_159",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","19071057-9270-4d21-832c-d80d57381dd8","BiomedicalConceptProperty_160",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","f1d790d1-4cff-40d0-9d10-044023e06869","BiomedicalConceptProperty_161",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","9423e4b0-a013-4291-a461-eff83b000ad2","BiomedicalConceptProperty_162",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","9755ce00-9a9e-4bf0-b8ba-cc8c91a116af","BiomedicalConceptProperty_163","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","d71569c9-246e-4a82-b446-2491890d56a7","BiomedicalConceptProperty_164",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","d0b3cc4f-ea24-48ad-bdd3-10cb49fe41ac","BiomedicalConceptProperty_165",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","064eb90f-003a-40b0-a1d2-bda8a60fc194","BiomedicalConceptProperty_166",""
"BiomedicalConceptProperty","AETERM","AETERM","True","True","01c77d8c-265f-4cc4-a112-a7e38157173b","BiomedicalConceptProperty_1","text"
"BiomedicalConceptProperty","AEDECOD","AEDECOD","True","True","26aaf3d7-e7d5-4fc0-a8f0-7a4acd8f9e3d","BiomedicalConceptProperty_2","text"
"BiomedicalConceptProperty","AEPRESP","AEPRESP","True","True","b278eece-7c75-4cde-8494-f468c4ad8504","BiomedicalConceptProperty_3","text"
"BiomedicalConceptProperty","AELOC","AELOC","True","True","57adfc67-e654-4c1a-b1fa-824c646899b0","BiomedicalConceptProperty_4","text"
"BiomedicalConceptProperty","AESEV","AESEV","True","True","e2da0fee-909a-4b97-8bfa-5bd3e91c722c","BiomedicalConceptProperty_5","text"
"BiomedicalConceptProperty","AESER","AESER","True","True","13e49b54-bda1-4c7a-b712-c1ee618e92b4","BiomedicalConceptProperty_6","text"
"BiomedicalConceptProperty","AEACN","AEACN","True","True","cec9fcb0-acc7-4bb8-9af2-f9313f3381ad","BiomedicalConceptProperty_7","text"
"BiomedicalConceptProperty","AEACNOTH","AEACNOTH","True","True","afaa1079-04cb-4668-a661-2f18021d461b","BiomedicalConceptProperty_8","text"
"BiomedicalConceptProperty","AEREL","AEREL","True","True","fdf58dc6-fa32-4bfa-8a23-709f096ece96","BiomedicalConceptProperty_9","text"
"BiomedicalConceptProperty","AERELNST","AERELNST","True","True","172970b1-fd40-46ed-8f40-3968948783fe","BiomedicalConceptProperty_10","text"
"BiomedicalConceptProperty","AEPATT","AEPATT","True","True","b75f4b12-0758-44ea-bf44-f8f14940da8b","BiomedicalConceptProperty_11","text"
"BiomedicalConceptProperty","AEOUT","AEOUT","True","True","5e314d44-f4e2-4b87-9689-f4b2cdaff688","BiomedicalConceptProperty_12","text"
"BiomedicalConceptProperty","AESCAN","AESCAN","True","True","f51667d0-6e44-4aa2-b1f4-fd0ee733f05b","BiomedicalConceptProperty_13","text"
"BiomedicalConceptProperty","AESCONG","AESCONG","True","True","a796b4b2-3a3f-4317-a50c-ce1f68dd7320","BiomedicalConceptProperty_14","text"
"BiomedicalConceptProperty","AESDISAB","AESDISAB","True","True","936a7893-5f40-4529-b872-35d0bd1e0506","BiomedicalConceptProperty_15","text"
"BiomedicalConceptProperty","AESDTH","AESDTH","True","True","cda30ebe-4a3c-4a12-b6d4-049890ebd977","BiomedicalConceptProperty_16","text"
"BiomedicalConceptProperty","AESHOSP","AESHOSP","True","True","44820fee-32e3-4961-aa85-283b3a42ee13","BiomedicalConceptProperty_17","text"
"BiomedicalConceptProperty","AESLIFE","AESLIFE","True","True","ad079e05-bcb8-4c74-84c4-bc1ea406c59c","BiomedicalConceptProperty_18","text"
"BiomedicalConceptProperty","AESOD","AESOD","True","True","b132dcd2-f08f-4ff8-97f2-e39f80e35292","BiomedicalConceptProperty_19","text"
"BiomedicalConceptProperty","AESMIE","AESMIE","True","True","508c7b47-e63b-4511-9d07-209b2d6cfda8","BiomedicalConceptProperty_20","text"
"BiomedicalConceptProperty","AECONTRT","AECONTRT","True","True","d381d343-fbb2-41d5-81c8-eb4fc4e88c93","BiomedicalConceptProperty_21","text"
"BiomedicalConceptProperty","AESTDTC","AESTDTC","True","True","6faec334-d62a-4721-845a-3b6ad98b1241","BiomedicalConceptProperty_22","datetime"
"BiomedicalConceptProperty","AEENDTC","AEENDTC","True","True","3139da92-2e2f-4429-af5a-a30e9c445d4f","BiomedicalConceptProperty_23","datetime"
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","e6b0df9a-b676-4fc4-aaf2-4a2c2248bca8","BiomedicalConceptProperty_24",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","1ea7e620-82d7-40b9-819d-3d568ffe84e5","BiomedicalConceptProperty_25","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","77a0992d-8370-409e-8b15-69ef9510fcbd","BiomedicalConceptProperty_26",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","1536a53b-9a28-482f-9028-e45de33962e1","BiomedicalConceptProperty_27",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","4155b75b-00c1-46e1-b95a-c93f749bf177","BiomedicalConceptProperty_28",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","7d406a21-680a-4548-93ac-98d6775e37ca","BiomedicalConceptProperty_29",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","b056a9eb-4b50-46cf-b1ba-c26bc5eb5b43","BiomedicalConceptProperty_30",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","4862a885-3811-4dff-b937-8b57c3630a67","BiomedicalConceptProperty_31","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","ec65b4eb-9b12-4dbb-bb5c-108ad4f68fd1","BiomedicalConceptProperty_32",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","d8e1cae9-afac-41e3-a293-cded05a7a1fe","BiomedicalConceptProperty_33",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","bf786be2-e641-4f98-961b-f174b2c9c19b","BiomedicalConceptProperty_34",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","3a83b6f2-4bf8-473f-b3fb-855a357c5d3b","BiomedicalConceptProperty_35",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","81acaa80-07eb-4225-8412-53a4b29113ce","BiomedicalConceptProperty_36",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","61286a14-fd2e-4024-8d53-80e668798117","BiomedicalConceptProperty_37","float"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","b0192346-1fe0-4169-a10e-cc53fec1cafb","BiomedicalConceptProperty_38",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","458066c5-89ff-4124-96ca-e47caffd6ab0","BiomedicalConceptProperty_39",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","21abbebc-a071-4f8d-90ee-6f75c454426a","BiomedicalConceptProperty_40",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","772cad3e-21ee-4749-b884-dcac757f5a15","BiomedicalConceptProperty_41","float"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","d38fa3dd-581b-4802-b061-244a8c228b72","BiomedicalConceptProperty_42",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","1e6367ea-ca57-45bc-8207-c965f25f3941","BiomedicalConceptProperty_43",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","fa50f0e7-c3f2-4127-bb81-180c1094175b","BiomedicalConceptProperty_44","float"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","a0cbd86d-65ba-4daf-bf56-631291fb84f8","BiomedicalConceptProperty_45",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","c24afec7-74de-4c2b-b6e3-3cf5921249f1","BiomedicalConceptProperty_46",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","e4d681ec-af99-42ad-9052-64a54bc25774","BiomedicalConceptProperty_47","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","0cc8a30e-ed7e-4848-9511-48ef2209d5ae","BiomedicalConceptProperty_48",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","0b27344c-0265-4e47-ab1c-9f9df61bf071","BiomedicalConceptProperty_49",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","8d9bb2fe-3aca-42dc-8f87-ffc51d75da7a","BiomedicalConceptProperty_50",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","74955288-c50b-4b20-a891-b58e34c82d96","BiomedicalConceptProperty_51",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","23f7d1ed-12cc-4781-b600-c665de714b84","BiomedicalConceptProperty_52","text"
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","ec773516-3288-4d60-8c7b-087ad399eee0","BiomedicalConceptProperty_53",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","be14faf1-799a-4ab0-b862-933483fbe271","BiomedicalConceptProperty_54",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","cdd47505-c5db-4dd3-b916-27cbbd9153cc","BiomedicalConceptProperty_55",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","70dc1eaf-9cde-4728-b451-1b58b59c46eb","BiomedicalConceptProperty_56","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","2c3270cf-3e50-4b21-9688-8925a7ac9013","BiomedicalConceptProperty_57",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","61df8f99-93b6-436a-acf1-fa9033d5a5da","BiomedicalConceptProperty_58",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","9bf62aaf-5776-4788-b027-5bdb1446b4cc","BiomedicalConceptProperty_59",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","f61f5103-1f54-44f7-b2ba-711d1e875a72","BiomedicalConceptProperty_60",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","853e7c06-2066-4b74-bd43-b05f2a5a5a03","BiomedicalConceptProperty_61","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","4cf362f5-997a-476c-9990-9c7b9a78809e","BiomedicalConceptProperty_62",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","c1b323b0-41b2-4a70-84ba-2d1b287db567","BiomedicalConceptProperty_63",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","0b69c13b-5410-4ac4-accb-6e5fd82a9807","BiomedicalConceptProperty_64",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","3c223cf9-518c-426c-a76d-ba751355d603","BiomedicalConceptProperty_65",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","6bf96b76-4665-41ec-a03d-7d565bbffb5f","BiomedicalConceptProperty_66","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","5e41529b-b75c-4011-9f66-e5f14c0ee087","BiomedicalConceptProperty_67",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","0e17dad1-790a-49a8-83fc-66e867fcbae7","BiomedicalConceptProperty_68",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","a30eba26-9eae-4e34-9927-2b95c8824393","BiomedicalConceptProperty_69",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","73995c3f-e410-4cad-b03c-ceeef5dd8ad5","BiomedicalConceptProperty_70",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","61d73930-76f8-4780-9a15-5af4d0ad19d3","BiomedicalConceptProperty_71","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","7de4e289-57bc-454e-a6ed-6e7ff24a9427","BiomedicalConceptProperty_72",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","91472ab3-42d9-4876-b337-fc0a329767ec","BiomedicalConceptProperty_73",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","410fb975-b48e-4279-9d13-2a3d851e93f7","BiomedicalConceptProperty_74",""
"BiomedicalConceptProperty","LBTESTCD","LBTESTCD","True","True","a036b72f-7f3e-46af-94e0-3c94680f1fe0","BiomedicalConceptProperty_75",""
"BiomedicalConceptProperty","LBORRES","LBORRES","True","True","d1178ae1-c7b7-423f-b170-6a5ebea1039c","BiomedicalConceptProperty_76","float"
"BiomedicalConceptProperty","LBORRESU","LBORRESU","True","True","52fc6f5b-352d-44ba-9371-fd55911c2393","BiomedicalConceptProperty_77",""
"BiomedicalConceptProperty","LBSPEC","LBSPEC","True","True","8ecb84c1-87ae-47e2-87e3-db443f5d6e16","BiomedicalConceptProperty_78",""
"BiomedicalConceptProperty","LBFAST","LBFAST","True","True","8e120e2f-f9de-442e-87e1-c2a91b683654","BiomedicalConceptProperty_79",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","ba146acc-0845-41b7-ab42-8740e20b2265","BiomedicalConceptProperty_80",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","1b3c8800-c09b-44d4-8cc3-c67d04b45d8b","BiomedicalConceptProperty_81","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","2df1502c-b870-4eec-8fae-9901735bc08c","BiomedicalConceptProperty_82",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","43d1ae1a-b752-4aae-b4e7-59f159c408db","BiomedicalConceptProperty_83",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","dac0e8b9-82eb-4c91-b84c-967b9a9a13b4","BiomedicalConceptProperty_84",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","894f173e-4c57-4b72-a2ed-e80799a2ceb8","BiomedicalConceptProperty_85",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","fd456bc9-6e33-46be-b5fa-973598ccdc46","BiomedicalConceptProperty_86",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","bf2f90ec-5980-4b53-9fdb-44178d461eb4","BiomedicalConceptProperty_87","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","20f3d204-8bec-4548-a85b-b96df59be939","BiomedicalConceptProperty_88",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","ac54f740-b5de-4919-9f71-024c8b4b9b7c","BiomedicalConceptProperty_89",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","1e08e350-8fdd-43d4-a2c6-d5ad288961f0","BiomedicalConceptProperty_90",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","11b9590d-fe63-40e4-b7cc-d3390e4d0306","BiomedicalConceptProperty_91",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","828ad828-84b9-4012-a60e-ea5cc90c380a","BiomedicalConceptProperty_92",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","4436234a-e9f7-4741-8903-3ab329797dcb","BiomedicalConceptProperty_93","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","c92e23d7-09dd-47f0-aa4a-b8d0f242312e","BiomedicalConceptProperty_94",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","f2caf346-ccf6-40b6-9ea6-61bc4e9eff3b","BiomedicalConceptProperty_95",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","3432622b-aad6-4b05-8ba5-9d0fe346400e","BiomedicalConceptProperty_96",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","c9f2291e-098a-4a2d-a7ae-b0366d10aebe","BiomedicalConceptProperty_97",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","4e28eda6-55d5-44c7-8941-0c7217c8e8b5","BiomedicalConceptProperty_98",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","d199940a-a490-4f41-8b30-382e801d8bf0","BiomedicalConceptProperty_99","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","6b5f73bf-59a7-4846-9d7a-2cdc02ec83bb","BiomedicalConceptProperty_100",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","bc57e140-e2cd-4b7e-8171-4452257a16b8","BiomedicalConceptProperty_101",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","e0342920-d7f9-4453-a2ab-bd5986345c1c","BiomedicalConceptProperty_102",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","dd01d6cb-8f51-424f-84e3-df99a2856f8a","BiomedicalConceptProperty_103",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","e7dfb674-d17a-48d7-a4b0-d7606f793712","BiomedicalConceptProperty_104",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","70f08d1c-4e92-4ed2-b01f-22dbf3b079b2","BiomedicalConceptProperty_105","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","8ecc521a-c100-428f-a824-ffaf8d374f99","BiomedicalConceptProperty_106",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","2cdb2afe-5a53-4f5d-a4f1-ba60325dbcb8","BiomedicalConceptProperty_107",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","2ef45dca-e3fc-4d30-8d82-e9274d3d74d3","BiomedicalConceptProperty_108",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","b040fde9-ec33-4193-9aac-87fb98e35b9b","BiomedicalConceptProperty_109",""
"BiomedicalConceptProperty","VSTESTCD","VSTESTCD","True","True","826d78ca-57bd-4149-95bd-eb350fe32c5d","BiomedicalConceptProperty_110",""
"BiomedicalConceptProperty","VSORRES","VSORRES","True","True","7579abb4-bb15-4a45-978f-fb208b8c667e","BiomedicalConceptProperty_111","integer"
"BiomedicalConceptProperty","VSORRESU","VSORRESU","True","True","94ab71f0-fb04-450d-8055-3e4d8da9d88e","BiomedicalConceptProperty_112",""
"BiomedicalConceptProperty","VSPOS","VSPOS","True","True","b4802976-37d5-4077-b5d9-8e4882277c7d","BiomedicalConceptProperty_113",""
"BiomedicalConceptProperty","VSLOC","VSLOC","True","True","80a0d400-27c4-4559-a269-81fd18d60e32","BiomedicalConceptProperty_114",""
"BiomedicalConceptProperty","VSLAT","VSLAT","True","True","3eb17c2a-3af1-4011-961b-73dc0dd3098d","BiomedicalConceptProperty_115",""
