"id","isEnabled","name","label","uuid:ID","isRequired","instanceType","datatype"
"BiomedicalConceptProperty_45","True","VSORRESU","VSORRESU","2bd6a670-f8b0-4087-9806-c4ef2a908c5b","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_46","True","LBTESTCD","LBTESTCD","8eb11d9c-c5c9-4add-a5a5-de0866c3c206","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_47","True","LBORRES","LBORRES","c66702b4-1003-484c-83a3-3935a52a8ac2","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_48","True","LBORRESU","LBORRESU","aa4fc2d7-61c3-4db8-8ca4-49fbb2a5bb11","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_49","True","LBSPEC","LBSPEC","8b8132ea-09af-438d-9b22-8cea6787ad78","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_50","True","LBFAST","LBFAST","bffd3a9a-d3aa-4ef4-b4b0-9a6955293e5c","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_51","True","LBTESTCD","LBTESTCD","5849a643-0f8c-4a9b-8c71-d9dfb7da8da5","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_52","True","LBORRES","LBORRES","e01d33ef-23a1-4857-95ad-e5c69847a664","True","BiomedicalConceptProperty","text"
"BiomedicalConceptProperty_53","True","LBSPEC","LBSPEC","f9f72484-8fa7-4bc9-8f72-07d2b089d0b3","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_54","True","LBFAST","LBFAST","1811fa92-2f94-4c07-8d56-39413f1627c9","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_55","True","LBTESTCD","LBTESTCD","25d89a8c-d8fe-49b2-ad7b-3ec26fd5aedf","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_56","True","LBORRES","LBORRES","1443ed34-3329-4ca5-b853-02bd9c46a502","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_57","True","LBORRESU","LBORRESU","8c73a3f6-8b86-41d0-831b-29d348b6157d","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_58","True","LBSPEC","LBSPEC","0e2d6e09-e04c-414f-823c-89b7de631007","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_59","True","LBFAST","LBFAST","546d00b9-85a7-4fa6-a41d-7c4dcc5e24f2","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_60","True","LBTESTCD","LBTESTCD","79a60ff7-ccfd-4151-8380-154f28371209","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_61","True","LBORRES","LBORRES","64f217a3-a30c-4370-bf14-8dbbdba08a0c","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_62","True","LBORRESU","LBORRESU","739f626a-509b-47ae-81b8-f62ad2991449","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_63","True","LBSPEC","LBSPEC","85ffb8b2-4e5d-4fb6-b05a-6d3a03deafe4","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_64","True","LBFAST","LBFAST","87680a87-5a10-473a-8993-86fccdaed61d","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_65","True","LBTESTCD","LBTESTCD","cfa1da87-b4c3-43d2-99ae-0749e9935813","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_66","True","LBORRES","LBORRES","9f185df3-00bd-4691-b7b1-b3d6188bbbd9","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_67","True","LBORRESU","LBORRESU","1adeaeeb-d9ec-4e6d-adde-885351d90be8","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_68","True","LBSPEC","LBSPEC","3012bf01-90fa-42b8-a74a-2fd7c355db65","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_69","True","LBFAST","LBFAST","e89a1595-f80b-42f7-9567-ed4d7be2b3d0","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_70","True","LBTESTCD","LBTESTCD","cfa865ab-2e3f-4035-b7f9-abe493ad8958","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_71","True","LBORRES","LBORRES","19e4fcda-4280-47ce-b3c1-9d37ab89ff4a","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_72","True","LBORRESU","LBORRESU","a7703db4-4dfe-415b-8071-0f340afdc56f","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_73","True","LBSPEC","LBSPEC","fe5593db-f003-4a85-9ccb-6b370e532033","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_74","True","LBFAST","LBFAST","be02d72d-7de5-4050-b3c6-bdfcc0a0d6eb","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_75","True","LBTESTCD","LBTESTCD","3abf416f-4fbf-416e-bebf-33183b5aaad4","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_76","True","LBORRES","LBORRES","d3ea8a68-8e07-487e-9cc4-c67fbc651493","True","BiomedicalConceptProperty","float"
"BiomedicalConceptProperty_77","True","LBORRESU","LBORRESU","0c685d06-f73c-40fb-8512-9d92d75fa808","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_78","True","LBSPEC","LBSPEC","dd4fe2cf-1cb2-494e-b1f8-175ec1d0194e","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_79","True","LBFAST","LBFAST","1adba9f0-1938-47c8-b12e-a8cfeedf544a","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_80","True","VSTESTCD","VSTESTCD","3352ed7d-cd3b-4856-8687-5f8783fce2a7","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_81","True","VSORRES","VSORRES","fcc32869-5358-418e-a02f-b3406443c82e","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_82","True","VSORRESU","VSORRESU","b5b6f046-49ca-448b-81ca-0ac3bf360b88","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_83","True","VSPOS","VSPOS","1c073bd6-6f28-477b-a291-8f94ec8350c5","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_84","True","VSLOC","VSLOC","69f98f89-77b9-43f0-aa16-eb36d5475fdd","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_85","True","VSLAT","VSLAT","61432a02-65ff-4f32-9e76-a8cbf568c775","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_86","True","VSTESTCD","VSTESTCD","fc05c94a-6db0-45b4-92f2-0e04daf9e1e7","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_87","True","VSORRES","VSORRES","6d305133-dace-42cf-8910-d4f0256a1075","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_88","True","VSORRESU","VSORRESU","88f93d98-7026-48af-8ac8-0f962c00f6de","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_89","True","VSPOS","VSPOS","81a0f66f-7f2e-443d-a853-5ee7882fc458","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_90","True","VSLOC","VSLOC","f2ffedcd-5ab4-4f05-a05e-d5d528a5b77e","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_91","True","VSLAT","VSLAT","f8c43245-15d0-4e72-b677-56bf2cb87e8e","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_92","True","VSTESTCD","VSTESTCD","29319f95-bd72-4ac7-858d-6cef50197942","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_93","True","VSORRES","VSORRES","567ad612-7b93-41a2-af34-0852e9cac7bf","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_94","True","VSORRESU","VSORRESU","a3863c62-12f8-4183-999d-5a7400cf9609","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_95","True","VSPOS","VSPOS","36ab3753-491e-4d3a-901c-ae0278d04a50","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_96","True","VSLOC","VSLOC","31f9d0cf-5f59-427f-99fb-c6658967a561","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_97","True","VSLAT","VSLAT","fc5ccd40-7f95-4653-bca2-99f83138a697","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_98","True","VSTESTCD","VSTESTCD","a7b9489f-be4b-4b8b-b382-b347b7017848","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_99","True","VSORRES","VSORRES","7bafcd53-5bff-4203-b3df-aaed608d57cb","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_100","True","VSORRESU","VSORRESU","622f2b4c-7651-4cd9-88df-284426621a63","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_101","True","VSPOS","VSPOS","1d1b6dc3-c385-4ed8-84f0-d27d6768794d","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_102","True","VSLOC","VSLOC","5da01a12-b7ef-44b6-a45a-9381a3971ad7","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_103","True","VSLAT","VSLAT","7b39c93d-c77e-4578-bc14-33b0d2d4e257","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_104","True","VSTESTCD","VSTESTCD","622f3211-0572-41ec-8224-6e8c1235831f","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_105","True","VSORRES","VSORRES","55e3b3a7-d821-469a-93fb-bba9763fe9ec","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_106","True","VSORRESU","VSORRESU","7b92ea3a-2f3b-49bc-9b29-920b7a011e71","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_107","True","VSPOS","VSPOS","30f8156e-b34f-4d79-becd-5c23423a6d57","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_108","True","VSLOC","VSLOC","ba473b6f-6d02-49d4-8309-4978e2347678","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_109","True","VSLAT","VSLAT","d6ace266-9e18-4ceb-ad1a-eecf4c81d0be","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_110","True","VSTESTCD","VSTESTCD","6b23b16f-d802-413a-81d6-5e54755c7a83","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_111","True","VSORRES","VSORRES","a1cd5f56-ca00-41f5-a451-d950ed68126f","True","BiomedicalConceptProperty","integer"
"BiomedicalConceptProperty_112","True","VSORRESU","VSORRESU","2368d247-20bf-4d15-946d-eaabb4bdcb2a","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_113","True","VSPOS","VSPOS","b1d231c0-dbdc-4c5a-a3de-fdb696f88be2","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_114","True","VSLOC","VSLOC","5a46aa5e-caf7-4fc6-b73a-b3e3bcca1f0f","True","BiomedicalConceptProperty",""
"BiomedicalConceptProperty_115","True","VSLAT","VSLAT","1a67113c-bb06-48c7-b41f-e6b423f5bbc6","True","BiomedicalConceptProperty",""
