"id","name","label","uuid:ID","isEnabled","datatype","instanceType","isRequired"
"BiomedicalConceptProperty_134","LBSPEC","LBSPEC","d6f2127d-e5f8-4eb6-b7af-6b45508ca96b","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_135","LBFAST","LBFAST","f19e1c53-66f8-4d7f-9aa6-cb608c087ef6","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_136","LBTESTCD","LBTESTCD","39532270-4198-488a-a001-1312fcdca26f","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_137","LBORRES","LBORRES","7875c01c-8b48-459f-ae66-4218b4da2867","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_138","LBSPEC","LBSPEC","21f98bf0-9e6f-49cb-9ee5-b91d79336953","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_139","LBFAST","LBFAST","2137286d-30d9-457a-a560-0e42aeacc64c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_140","LBTESTCD","LBTESTCD","e02de7ae-94e5-483a-9271-3bb5a0330503","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_141","LBORRES","LBORRES","533c30a3-1d10-40ce-9893-de001455f679","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_142","LBORRESU","LBORRESU","8d3222d9-f3ad-43e0-911e-8c21ef33894c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_143","LBSPEC","LBSPEC","849ffeea-3fd7-4dc4-b395-df077fea53ee","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_144","LBFAST","LBFAST","af7ad6fb-f98c-4db2-a306-8e9e78398e4a","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_145","LBTESTCD","LBTESTCD","7d50fa02-c08b-48d5-af74-5641acfe8ec4","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_146","LBORRES","LBORRES","c1954a56-da9b-4460-9d4f-1ac6e0bbee91","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_147","LBORRESU","LBORRESU","68486652-f8f4-4837-aae5-6307013a3499","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_148","LBSPEC","LBSPEC","c3f06bc8-a570-4765-ac9d-948142c2eb37","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_149","LBFAST","LBFAST","7b7b5016-6509-4777-8985-401fbabf1f2e","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_150","LBTESTCD","LBTESTCD","8e884ee5-fd65-4e4b-a7f3-986e5bf546c6","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_151","LBORRES","LBORRES","0b1a1772-32f4-43c4-96e6-edff0cd983f0","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_152","LBORRESU","LBORRESU","9d8b7b59-2ad8-46fc-9289-467cdd87178c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_153","LBSPEC","LBSPEC","9127a332-28e8-47d7-ad81-82d8d7d8d7df","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_154","LBFAST","LBFAST","f80bff8a-980f-45d1-ad70-4c597e0dad21","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_155","LBTESTCD","LBTESTCD","929ec630-6f87-4d02-a351-cd8d10fe3603","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_156","LBORRES","LBORRES","36d4bb59-8fb3-4a53-98a6-32044e170e4b","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_157","LBORRESU","LBORRESU","8d7a1312-1830-4911-860a-d12b91763b5b","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_158","LBSPEC","LBSPEC","4898b6c3-a37d-4047-b543-9b3902a03eb2","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_159","LBFAST","LBFAST","7a6897fc-0793-4b73-b0cb-abb20b2cb98c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_160","LBTESTCD","LBTESTCD","b9436375-166e-4c87-afd4-8746f1a852b2","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_161","LBORRES","LBORRES","2bcfa25f-8fe2-44f5-acf8-391c045dbce8","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_162","LBORRESU","LBORRESU","dfb8047f-259d-4fc6-a597-9ca22f1a7c1a","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_163","LBSPEC","LBSPEC","7ed28dd6-3bae-4955-915a-ce5cf1714bb3","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_164","LBFAST","LBFAST","f23da593-bdf8-4693-9e4f-aba4c158e058","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_165","LBTESTCD","LBTESTCD","1e11b04b-ad21-43b7-9a39-4cbf909fffb5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_166","LBORRES","LBORRES","3bae7fe1-d96b-41c9-9f13-8e7d2c219bb5","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_167","LBORRESU","LBORRESU","198f52bd-8eea-478a-958b-ae593e877017","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_168","LBSPEC","LBSPEC","e4510059-efd7-42ae-b0c7-8f7107a9146f","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_169","LBFAST","LBFAST","48c6e7b3-d34f-4164-8b9c-4d574f354237","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_1","AETERM","AETERM","12b19906-18e2-469b-8d2c-1d42f83ccc9a","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_2","AEDECOD","AEDECOD","a6031469-4377-4a06-a57a-b7ad341b42c2","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_3","AEPRESP","AEPRESP","6b160696-a0d5-4806-844e-6f2f776fe5f0","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_4","AELOC","AELOC","2be65794-107d-4239-bc09-f820ab0b9dd5","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_5","AESEV","AESEV","10f72be2-9e4f-4c5c-944a-da2f742ba045","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_6","AESER","AESER","b35a8f4f-6364-404e-adad-d994f954906e","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_7","AEACN","AEACN","99512ca6-94ea-473c-b3a2-a2309ee6fbde","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_8","AEACNOTH","AEACNOTH","6556af1a-088d-4fe2-a454-6d21f3c3d41c","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_9","AEREL","AEREL","8ac1e932-a4e3-479f-b96b-dbd9dca08cdc","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_10","AERELNST","AERELNST","7211bd0b-f897-4ea0-b28d-397fb6cea94c","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_11","AEPATT","AEPATT","95080e03-cef5-41f0-b836-b805766cee99","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_12","AEOUT","AEOUT","3e16315a-b510-4790-bbf0-ab1a585166b2","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_13","AESCAN","AESCAN","b1a50b80-2d8c-46c3-b9d1-c9f60dcefde8","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_14","AESCONG","AESCONG","ee1c966f-5fdf-4b5f-8f85-b6a0dabe7533","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_15","AESDISAB","AESDISAB","0cfe4784-f9d7-4312-86f9-ac98a70f364f","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_16","AESDTH","AESDTH","62894695-2b87-4ab8-9e33-8cbb242c433f","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_17","AESHOSP","AESHOSP","6bb167ee-ffb7-4463-9511-b68239ad503d","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_18","AESLIFE","AESLIFE","c764d768-8c0f-4f4d-b073-19927acdf2ef","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_19","AESOD","AESOD","99cc2a9a-407e-4169-949f-6d4ff45be88c","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_20","AESMIE","AESMIE","28ccbc3e-dac3-4985-8efa-3e37eb9919e0","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_21","AECONTRT","AECONTRT","62796c81-6559-40b2-8a18-fb6fda2b44ed","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_22","AESTDTC","AESTDTC","62d97431-f4e7-4f3a-97de-4f6980a0e83f","True","datetime","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_23","AEENDTC","AEENDTC","9ff41ece-47ff-4a5c-bc7f-75e7563a45bb","True","datetime","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_24","VSTESTCD","VSTESTCD","df0d1dcd-9c5e-4338-91e6-592383d02d1d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_25","VSORRES","VSORRES","ebb697cc-fd6c-4144-973f-874e624be822","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_26","VSORRESU","VSORRESU","795bcb4d-c9ff-4efe-91b7-7967369ecbdb","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_27","VSPOS","VSPOS","e529ca23-662e-48e5-9ddf-a0ac44b2a82a","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_28","VSLOC","VSLOC","b05b214f-fcbd-4e99-ab14-cdd913f2c617","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_29","VSLAT","VSLAT","d8805576-ae94-4812-8430-37cbe72f8022","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_30","VSTESTCD","VSTESTCD","131285a1-6ef0-4a31-890b-2b406c5d65a1","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_31","VSORRES","VSORRES","adc52789-eae0-4728-ac50-8bd2226d1f66","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_32","VSORRESU","VSORRESU","35a4035f-e9c2-4652-bbaa-63e5211e63c2","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_33","VSPOS","VSPOS","fa99d526-e04c-4b32-924f-b88d25ea76d9","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_34","VSLOC","VSLOC","25139d3e-acd5-4b02-b8e0-72360d792976","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_35","VSLAT","VSLAT","aa9bc2da-a20d-4a6e-9e2a-ef4d944ccbde","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_36","VSTESTCD","VSTESTCD","446c9190-7b4b-4e51-9011-ed5107760284","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_37","VSORRES","VSORRES","d8e5a8c1-795c-49f6-9e70-c54ee0e3c86e","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_38","VSORRESU","VSORRESU","7ceef64d-ba6c-489c-951f-1f64c573a9b1","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_39","VSLOC","VSLOC","0a8624bf-4f16-4e57-893f-d98b7564e115","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_40","VSTESTCD","VSTESTCD","d38a8b80-2a50-4cbd-974a-6c0ccd642dd0","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_41","VSORRES","VSORRES","3658a52e-859a-4774-9efb-39a361dd243a","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_42","VSORRESU","VSORRESU","d6e44e45-95b6-4c1a-9c93-7ca2b5d41829","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_43","VSTESTCD","VSTESTCD","8ddb01dd-7b7e-4bff-9a5d-1ffcd51bbbc5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_44","VSORRES","VSORRES","df048ed4-dd01-4260-83d8-097b98a6244e","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_45","VSORRESU","VSORRESU","22a8c361-a291-4e6b-9053-061656238701","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_46","LBTESTCD","LBTESTCD","62a32308-5302-4f1c-ac01-ad7a72b74f25","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_47","LBORRES","LBORRES","dc99f99d-d9e7-400d-b3e0-b5a626f36231","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_48","LBORRESU","LBORRESU","a6324dce-6037-473a-81e3-1a441bd9b0a3","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_49","LBSPEC","LBSPEC","86f48144-4547-4a5e-bfcf-37860de90b94","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_50","LBFAST","LBFAST","f3b6e9d4-b196-448c-81f4-5df158d33c3c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_51","LBTESTCD","LBTESTCD","20fc5343-5bb3-4bb3-bc0d-92ea9306c5e8","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_52","LBORRES","LBORRES","c3c5046b-52f7-4207-878a-17fb23cc9c7d","True","text","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_53","LBSPEC","LBSPEC","4986d59b-62b6-4ec6-b006-faae43a1f9ce","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_54","LBFAST","LBFAST","ee38ff85-19f3-4313-abb5-e1af08e97834","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_55","LBTESTCD","LBTESTCD","cbce9795-7505-49ab-b94e-9aea64ba20d5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_56","LBORRES","LBORRES","0b285f28-e649-41c0-8ee3-a70fdfba5c4f","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_57","LBORRESU","LBORRESU","5abc3a0d-92d8-4117-8b60-3a6544295df7","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_58","LBSPEC","LBSPEC","6e47fa36-598c-4722-bbbb-95dd2e92a1e7","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_59","LBFAST","LBFAST","a338e851-1014-4c82-affe-a4e6213642e7","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_60","LBTESTCD","LBTESTCD","a4fa844d-9cc2-4aac-8cd1-c00d7214523d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_61","LBORRES","LBORRES","8ac6f931-e254-4d16-92b0-49da35b75635","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_62","LBORRESU","LBORRESU","5e68177f-868b-4121-adb1-560c30d1eebb","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_63","LBSPEC","LBSPEC","4eb73eab-c502-4716-9c57-1fcac8fd612a","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_64","LBFAST","LBFAST","0358d8ef-7589-4c3f-b27c-22dcedbba42d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_65","LBTESTCD","LBTESTCD","1d3d18d6-ce35-4395-8948-55dfc3df3069","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_66","LBORRES","LBORRES","9dbc7a30-25c5-4f20-b057-15115d87a438","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_67","LBORRESU","LBORRESU","56f03bd4-230e-4db8-be7b-7fb44051bab5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_68","LBSPEC","LBSPEC","32338691-05c9-4c70-832f-7a239fdf5e18","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_69","LBFAST","LBFAST","621a536d-dc06-415f-b2cc-3b10e645c69c","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_70","LBTESTCD","LBTESTCD","6d31b65f-af82-43a5-aa72-8e46e8b0a75f","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_71","LBORRES","LBORRES","98f6d50b-f320-4e53-8990-66ee0e159742","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_72","LBORRESU","LBORRESU","6b75a3e3-c50e-4054-8acf-49712d601ecf","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_73","LBSPEC","LBSPEC","a0f922b9-7049-436a-961d-9355fa775221","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_74","LBFAST","LBFAST","ad6d1e2f-a0b9-466f-b001-3ed97f50db61","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_75","LBTESTCD","LBTESTCD","d1776e20-3830-48f4-afb5-986de6f30e78","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_76","LBORRES","LBORRES","54b8f353-2e2a-427e-8758-86311cdc8a1d","True","float","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_77","LBORRESU","LBORRESU","f43f3d94-7599-4361-a744-57b2e46b97f5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_78","LBSPEC","LBSPEC","b72a47bb-9f89-40f4-a3f6-7df3031fea93","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_79","LBFAST","LBFAST","58e62f8c-b7f0-491e-b215-8070a2eab958","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_80","VSTESTCD","VSTESTCD","e04363c5-4b29-4186-8684-963b04a76d5e","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_81","VSORRES","VSORRES","70cdee4d-df34-4382-be67-9e75d8bbbba3","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_82","VSORRESU","VSORRESU","7dcdca73-af5f-4710-b968-65c9fce5ba15","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_83","VSPOS","VSPOS","fd977ea3-3fe6-44c7-9f52-82158004899d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_84","VSLOC","VSLOC","635b3651-2e1d-4785-9950-e074b6f0871d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_85","VSLAT","VSLAT","66394888-b00b-4d30-91bd-e7c0830dd8c8","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_86","VSTESTCD","VSTESTCD","75bfe397-5bd6-4e81-acfe-fc7c97f65524","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_87","VSORRES","VSORRES","240b00c9-f735-46f5-93fd-46ad04c14b79","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_88","VSORRESU","VSORRESU","dffb742e-bc13-467d-b410-0902c9031f52","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_89","VSPOS","VSPOS","4feb0692-d1b9-43c3-8205-3d3d5d51e222","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_90","VSLOC","VSLOC","83d595eb-be1a-4726-b5ba-1bb809273b09","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_91","VSLAT","VSLAT","729bd554-207c-4c8f-abf6-d548756bcbfd","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_92","VSTESTCD","VSTESTCD","f0bb4db3-de39-4ba9-91da-8343026eb5ef","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_93","VSORRES","VSORRES","180d4663-aa18-44ae-a78a-b54ead292c5f","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_94","VSORRESU","VSORRESU","2882b6f2-b407-4816-b2e6-7a43bb6cffb5","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_95","VSPOS","VSPOS","bd870768-dd09-4cdd-a61c-c1a6ff2b915a","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_96","VSLOC","VSLOC","e337ea9b-ece8-401c-9828-86e4a4b29fff","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_97","VSLAT","VSLAT","177b4c96-2abd-4207-909b-27bf83170190","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_98","VSTESTCD","VSTESTCD","191880de-8bcc-41c3-90ae-cf460e41ebca","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_99","VSORRES","VSORRES","56b4b6ef-d77c-46da-89f7-68c22304a432","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_100","VSORRESU","VSORRESU","458c5a07-629f-4af6-b7db-7d30ff291047","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_101","VSPOS","VSPOS","6bdf43cd-fe59-4767-80cf-f9d5fe6600a3","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_102","VSLOC","VSLOC","be193653-b36f-4f76-9444-65fb50098c9f","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_103","VSLAT","VSLAT","afaff2d2-f8b6-4c71-93ea-6d577709663d","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_104","VSTESTCD","VSTESTCD","053858c8-baf6-4b60-9377-4f0ae805c754","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_105","VSORRES","VSORRES","b43c8be4-1a92-4ba6-b77a-69259a88295c","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_106","VSORRESU","VSORRESU","0f9568e3-2b0f-4a33-965c-f7540c557aef","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_107","VSPOS","VSPOS","6b1ca53a-65d2-4983-b90e-c2b67c163fab","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_108","VSLOC","VSLOC","cdc5067a-7f75-4dda-8d78-248c2110da83","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_109","VSLAT","VSLAT","1cdb0b6e-c88d-4b22-b39a-3226ca33cab6","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_110","VSTESTCD","VSTESTCD","97f1120b-010a-40e0-bb42-c2a4b365f0be","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_111","VSORRES","VSORRES","9a2cf5c6-68f5-49d9-8464-d7739eb02978","True","integer","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_112","VSORRESU","VSORRESU","adbb5823-f7d2-4956-9a5d-b733679b7ddb","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_113","VSPOS","VSPOS","b0f4a0a4-1633-4e16-b7ec-4618eb516969","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_114","VSLOC","VSLOC","4366718d-8970-4462-b2f6-525d67abf636","True","","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_115","VSLAT","VSLAT","aa1b9aea-5eb4-4db6-89bb-31f8c9a2a5fd","True","","BiomedicalConceptProperty","True"
