"name","uuid:ID","instanceType","isEnabled","isRequired","datatype","id","label"
"AESTDTC","4c879e75-8b28-42f3-968f-1a446243622b","BiomedicalConceptProperty","True","True","datetime","BiomedicalConceptProperty_22","AESTDTC"
"AEENDTC","307833ca-97fb-47cc-9100-d49bdac818a0","BiomedicalConceptProperty","True","True","datetime","BiomedicalConceptProperty_23","AEENDTC"
"VSTESTCD","c9ab8d74-76e6-4fc9-b359-05544f36b414","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_24","VSTESTCD"
"VSORRES","8656d7f1-40e0-4eda-bf47-c41fd1ea8218","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_25","VSORRES"
"VSORRESU","8c679755-7579-4aad-9e93-8a54d76c0eea","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_26","VSORRESU"
"VSPOS","5ada62e2-d294-4e71-a0bf-0ea967aadef1","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_27","VSPOS"
"VSLOC","bfe53853-2a11-4fc3-a718-b1fc8ab91f0b","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_28","VSLOC"
"VSLAT","8d84bef5-db58-4744-a566-06e6c186e014","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_29","VSLAT"
"VSTESTCD","e685a47f-d692-4183-b3f3-06a2bd4a8883","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_30","VSTESTCD"
"VSORRES","6495688c-a0d0-4ad1-b204-a93f6ae0dbaf","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_31","VSORRES"
"VSORRESU","59b16b2d-20d9-41bb-96ab-c1f1e9a48e67","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_32","VSORRESU"
"VSPOS","2a482a05-720a-41f4-b18a-ea7793d83529","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_33","VSPOS"
"VSLOC","f3cc5991-a9bd-4fe9-a4d8-723004216293","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_34","VSLOC"
"VSLAT","c3e10204-6ccb-49c6-8bd0-9cd13a30d756","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_35","VSLAT"
"VSTESTCD","82fbb5d7-65af-4d70-abc6-79ee14331b6f","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_36","VSTESTCD"
"VSORRES","b1ea1861-cb0f-4f8b-9a93-9a16e1cd191c","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_37","VSORRES"
"VSORRESU","27345a15-8142-4bb3-ac82-f6c96a7a8eb5","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_38","VSORRESU"
"VSLOC","74b8bae0-ef20-467e-ad21-1bdf9ef1a289","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_39","VSLOC"
"VSTESTCD","9afeb63d-f952-4857-bd23-8228b38e82e8","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_40","VSTESTCD"
"VSORRES","fb8233f1-b29b-46b8-88dd-e5efa12beec3","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_41","VSORRES"
"VSORRESU","6d6beb5d-0720-4c44-92e8-1eb0d9ed791f","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_42","VSORRESU"
"VSTESTCD","29d936e8-a4b7-4ccb-b5d7-2878a85d12d6","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_43","VSTESTCD"
"VSORRES","62d31ad0-c5f4-4144-9374-d708f4534cdb","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_44","VSORRES"
"VSORRESU","8af44ca3-5087-4a3a-902e-30af1767d391","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_45","VSORRESU"
"LBTESTCD","9e20efc8-e0c9-4fd7-8a08-d68a950ca8c8","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_46","LBTESTCD"
"LBORRES","20ee1758-3d26-41f8-a43d-466bc66fadc2","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_47","LBORRES"
"LBORRESU","5ec3d457-f6d6-4dbf-a9dd-e669ee082149","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_48","LBORRESU"
"LBSPEC","0c3801de-0f84-482b-a6e4-05956ced5940","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_49","LBSPEC"
"LBFAST","27544095-1c35-4d32-b1d4-301deede39bf","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_50","LBFAST"
"LBTESTCD","a0472c24-62a3-499d-b2f7-adcaeca71f4c","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_51","LBTESTCD"
"LBORRES","6a1f452f-d4b7-4b8e-9af4-7ff399b86683","BiomedicalConceptProperty","True","True","text","BiomedicalConceptProperty_52","LBORRES"
"LBSPEC","f0dd40e3-c652-485e-9ad4-82e4b739dc84","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_53","LBSPEC"
"LBFAST","c392540d-6191-4f78-8b0b-9660f1be69e9","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_54","LBFAST"
"LBTESTCD","de191516-d9be-4291-976f-ceb163fd537f","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_55","LBTESTCD"
"LBORRES","401ede41-620b-4e43-938a-187909206e02","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_56","LBORRES"
"LBORRESU","0a0c454c-b0b6-4c5d-8f1a-6869b1a43cd2","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_57","LBORRESU"
"LBSPEC","a35185c5-15c2-458c-8979-26b0fc262a50","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_58","LBSPEC"
"LBFAST","09c93b83-d649-4d4d-b056-f353b5b85313","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_59","LBFAST"
"LBTESTCD","d99b4888-8296-462e-80aa-c1f1bb851aef","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_60","LBTESTCD"
"LBORRES","000612e2-e9ef-41dd-b60f-52eb51d1ebdd","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_61","LBORRES"
"LBORRESU","97f6a77a-ca94-4f8b-8800-26f80f42411f","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_62","LBORRESU"
"LBSPEC","d1201d91-7cea-46ce-9142-66a2abcc10bd","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_63","LBSPEC"
"LBFAST","758a77b0-274c-4984-a951-1176a0dcc4a4","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_64","LBFAST"
"LBTESTCD","f7bbdc36-87b1-48a9-ac61-5e4c7e2e594a","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_65","LBTESTCD"
"LBORRES","b20c2fc1-3798-4e18-89c0-c1797f00eb96","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_66","LBORRES"
"LBORRESU","7ce4e99a-67e4-4f30-bb52-2e54bb40ceb9","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_67","LBORRESU"
"LBSPEC","0dc0db55-fc07-44f7-ad78-b408b25d0568","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_68","LBSPEC"
"LBFAST","550b2c99-f4fd-48e9-9546-e9b0862daff2","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_69","LBFAST"
"LBTESTCD","1851afd6-c4af-49f5-9130-30be6dcf81e7","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_70","LBTESTCD"
"LBORRES","5d2f3676-0e1d-44d7-9529-89599ca185f2","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_71","LBORRES"
"LBORRESU","d2581351-8c76-4b42-a2c8-16e556907fba","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_72","LBORRESU"
"LBSPEC","5060b4ef-67fb-41ce-acc0-7706ff770a05","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_73","LBSPEC"
"LBFAST","f5d219f2-d8d4-4e74-8b7c-6fb02a2641a2","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_74","LBFAST"
"LBTESTCD","b43cf8ef-1913-4603-a101-82d3f2a1b972","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_75","LBTESTCD"
"LBORRES","4f66c28a-a28a-4595-a344-8178d6525737","BiomedicalConceptProperty","True","True","float","BiomedicalConceptProperty_76","LBORRES"
"LBORRESU","934afcbd-3b5c-4c7d-9c4b-a7d1ce908ef2","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_77","LBORRESU"
"LBSPEC","d288e190-38b5-49a4-83b4-85f11ca2c57c","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_78","LBSPEC"
"LBFAST","cf9a603a-3c9f-4daa-bf9a-2b12ab051409","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_79","LBFAST"
"VSTESTCD","b7edb762-0d6d-4286-b09e-1d16c2051843","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_80","VSTESTCD"
"VSORRES","2b4d0d64-df71-4a8c-8726-47289608431f","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_81","VSORRES"
"VSORRESU","e3ad591a-f369-4edb-b219-8efed68257c5","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_82","VSORRESU"
"VSPOS","751a6914-dbed-4f57-9b03-a0c8440b9eed","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_83","VSPOS"
"VSLOC","10a6db1f-bdba-4b29-ad6b-9d97a403b385","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_84","VSLOC"
"VSLAT","9f4ac374-1b2f-47e2-9357-1e6c82eb7987","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_85","VSLAT"
"VSTESTCD","46191f33-41bb-4183-b4a2-9e625fff3d16","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_86","VSTESTCD"
"VSORRES","b92ef733-97ae-4e66-a2dd-335dd05e2713","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_87","VSORRES"
"VSORRESU","1f7efbd7-275a-4559-b5d2-204eef55c24e","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_88","VSORRESU"
"VSPOS","e9dc1291-74ea-4729-a51a-c7e320b42f53","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_89","VSPOS"
"VSLOC","5065e5d8-0324-4eb9-85a8-fecb9deb76c3","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_90","VSLOC"
"VSLAT","31afb280-98c8-4d7e-b8d2-cddbb7baed0b","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_91","VSLAT"
"VSTESTCD","1f76676d-a627-42ac-9305-ed66e40eb1df","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_92","VSTESTCD"
"VSORRES","81d4d119-db65-4de7-8b83-921a93809d1a","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_93","VSORRES"
"VSORRESU","09e19421-eecf-4a50-971b-fa72117dd61e","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_94","VSORRESU"
"VSPOS","c68fe458-baac-4a50-afb2-a92f65df90c2","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_95","VSPOS"
"VSLOC","15409825-57e8-47fb-a2b3-4dc2835e012a","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_96","VSLOC"
"VSLAT","637760ed-3e17-43ff-8d8b-57f9b758b0ec","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_97","VSLAT"
"VSTESTCD","2a3f462e-dcbb-41f4-b8b7-142a0ffdcde3","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_98","VSTESTCD"
"VSORRES","f2dc6f2f-4cef-4314-a126-c36090e2630f","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_99","VSORRES"
"VSORRESU","244904d1-6b91-4c93-82fb-56d0dd11022b","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_100","VSORRESU"
"VSPOS","c1fdfd61-1e11-489d-b728-45b85bd1fe01","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_101","VSPOS"
"VSLOC","6c772f86-0874-4f95-8a14-11a347157d7a","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_102","VSLOC"
"VSLAT","6657a295-28bb-4330-b6ba-db2a0cda7c57","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_103","VSLAT"
"VSTESTCD","b6b709bb-6e6b-4e94-9d4f-323d91cf30bc","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_104","VSTESTCD"
"VSORRES","c843869f-4c2c-4dfc-bef4-0a2115e9c418","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_105","VSORRES"
"VSORRESU","6831afb6-6833-4d24-b27e-48c3f7d80a00","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_106","VSORRESU"
"VSPOS","d5b3a59a-5189-45c2-a7f0-1e280851d51b","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_107","VSPOS"
"VSLOC","c41fd5ab-50ee-4ff8-a4b0-f3cb33833075","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_108","VSLOC"
"VSLAT","25f64957-f0b7-416d-9b1a-5a3d8cd98daf","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_109","VSLAT"
"VSTESTCD","e89e9522-632b-4985-8322-b66605157282","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_110","VSTESTCD"
"VSORRES","1efbf2a4-492a-4348-8554-7a584ff08a3e","BiomedicalConceptProperty","True","True","integer","BiomedicalConceptProperty_111","VSORRES"
"VSORRESU","4bd39aaa-aaf7-402d-bdff-28469cd10c80","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_112","VSORRESU"
"VSPOS","b351f6b0-35ee-4449-a7c5-7f72bfff30d1","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_113","VSPOS"
"VSLOC","b6758027-644e-4ece-9463-a350dfec7b22","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_114","VSLOC"
"VSLAT","30548fa3-559c-4dac-af9e-a4a77a1e8bc5","BiomedicalConceptProperty","True","True","","BiomedicalConceptProperty_115","VSLAT"
