"datatype","isRequired","instanceType","isEnabled","label","name","uuid:ID","id"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","cfa32df8-84ff-470a-aa16-27c353b9c68c","BiomedicalConceptProperty_24"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","b039fe9d-66d4-423d-8ec3-ff34c841e7f9","BiomedicalConceptProperty_25"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","002ff94d-f450-41e2-9a48-3f18db039829","BiomedicalConceptProperty_26"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","dd28ea66-c189-46d3-a8d8-742ec7089b7e","BiomedicalConceptProperty_27"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","e7a18beb-f052-4dfa-8154-48825a91b4cb","BiomedicalConceptProperty_28"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","8597174f-2c2d-43f6-8c11-4c6459a0c4ae","BiomedicalConceptProperty_29"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","68d4b5d5-c055-44be-8ae2-ecffe8d551e2","BiomedicalConceptProperty_30"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","0128cb0e-66c5-49f8-9c3f-24447b849e7f","BiomedicalConceptProperty_31"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","1c42d171-6781-47b3-a333-f5ccf3428dba","BiomedicalConceptProperty_32"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","c62fc765-1722-4891-8766-a8f2bb661a0d","BiomedicalConceptProperty_33"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","90c144ce-02a0-4496-a609-d5b86a2b42c0","BiomedicalConceptProperty_34"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","ea5b4ba3-b9de-44e3-8ee5-7cbfab61c80b","BiomedicalConceptProperty_35"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","c7740369-68f8-4239-bc90-80ae99c91b4e","BiomedicalConceptProperty_36"
"float","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","7eff156a-205c-4ac8-8a0f-ba073a9583a0","BiomedicalConceptProperty_37"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","aaa7c28f-09a2-4a4d-8672-8d0f9c3730ca","BiomedicalConceptProperty_38"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","2e452cb3-1a9a-425f-ad77-da74a9d95bf4","BiomedicalConceptProperty_39"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","fd5ba2d2-d6b9-499c-9e0e-4927375866d2","BiomedicalConceptProperty_40"
"float","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","38c0dad4-7cc3-4d11-bd36-0a47d652df90","BiomedicalConceptProperty_41"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","73115ab2-56a8-4abf-9d34-a9ded5907925","BiomedicalConceptProperty_42"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","8294e173-a583-4eed-95af-6ba740365116","BiomedicalConceptProperty_43"
"float","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","6491b8ba-1cd0-4cee-9756-b289f6e18a5a","BiomedicalConceptProperty_44"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","8689ba5c-4a2d-4147-bc18-a64662ecddde","BiomedicalConceptProperty_45"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","3a973ecd-0864-422c-a68f-2de3f465ab18","BiomedicalConceptProperty_46"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","212deb06-e7b0-4d6a-a407-cd20014c5e0e","BiomedicalConceptProperty_47"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","b8b8dfac-d862-4b13-92e1-bb8dfa7bf958","BiomedicalConceptProperty_48"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","be9b41fc-cf61-4581-8c98-b96a838d8d4c","BiomedicalConceptProperty_49"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","dca0b048-bfc5-47c3-8d3d-d13306e405de","BiomedicalConceptProperty_50"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","557d29d6-cdc5-4177-bd88-40ea6f2dfedc","BiomedicalConceptProperty_51"
"text","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","a7d845d0-afd0-4cad-9aff-ac5d86bf4e62","BiomedicalConceptProperty_52"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","b0d81bad-fc3f-44b5-89b9-c134f9d7953d","BiomedicalConceptProperty_53"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","c8dd809c-348e-4954-a795-2acf3908c02c","BiomedicalConceptProperty_54"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","6fc9594a-d509-41f7-898c-8e83a15b01ff","BiomedicalConceptProperty_55"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","2119f898-8338-44f0-933e-74e17a197b99","BiomedicalConceptProperty_56"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","05a4ddfb-5348-453d-aa27-18812c85d9f5","BiomedicalConceptProperty_57"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","b419fb70-9e4e-4731-a682-9a51cb7944df","BiomedicalConceptProperty_58"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","f143892e-3bc6-4aff-83f2-5d7ebd083f5c","BiomedicalConceptProperty_59"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","decbefa5-52ac-4bc0-bde3-2407e6571c3f","BiomedicalConceptProperty_60"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","c6487228-7bc0-49e8-af3d-d29f163b385d","BiomedicalConceptProperty_61"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","22d16e98-3dec-4f93-8132-c2a28cf1157a","BiomedicalConceptProperty_62"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","4af14f6d-f44f-4352-b6d5-470b9d32865d","BiomedicalConceptProperty_63"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","c6ccc38a-1054-411d-9c1a-17614ee83197","BiomedicalConceptProperty_64"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","ebfb6289-6880-43cf-9ed9-00a581d71fee","BiomedicalConceptProperty_65"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","ec7a2a3d-6c58-4751-9394-5e823e7ceef4","BiomedicalConceptProperty_66"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","75b97221-575b-4837-b850-41d9b4b815bb","BiomedicalConceptProperty_67"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","996eea1d-f7f9-4ceb-845e-a8ecb1031925","BiomedicalConceptProperty_68"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","a4618a98-ea03-4516-93ab-ccd41997df3c","BiomedicalConceptProperty_69"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","4e05e60a-359f-4efb-8222-217148e88b0e","BiomedicalConceptProperty_70"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","63253e20-84b3-49ef-8c95-445105495096","BiomedicalConceptProperty_71"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","9e72469e-113b-4d99-873c-a78d5d92a826","BiomedicalConceptProperty_72"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","d380ce0e-e974-445d-81ac-39b6570575ce","BiomedicalConceptProperty_73"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","c9f3651e-f8ca-4b29-abd1-abb3bc18b11e","BiomedicalConceptProperty_74"
"","True","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD","24c693b9-881d-4cf6-adac-c426020587e5","BiomedicalConceptProperty_75"
"float","True","BiomedicalConceptProperty","True","LBORRES","LBORRES","a596159b-cdfb-4c50-82d7-8e9b9085b38b","BiomedicalConceptProperty_76"
"","True","BiomedicalConceptProperty","True","LBORRESU","LBORRESU","747e6a13-e104-4312-a71d-7a2b357789c4","BiomedicalConceptProperty_77"
"","True","BiomedicalConceptProperty","True","LBSPEC","LBSPEC","b431e62a-63dd-43d8-a3e6-247d2c70265d","BiomedicalConceptProperty_78"
"","True","BiomedicalConceptProperty","True","LBFAST","LBFAST","2aee9561-3154-4364-9539-03fe485de5bc","BiomedicalConceptProperty_79"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","68e5870c-e36a-4179-b75c-78ad92646e6c","BiomedicalConceptProperty_80"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","c763c7d2-0eb3-4327-bc26-0eb42c9ebd17","BiomedicalConceptProperty_81"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","f2208c29-7fef-42e1-a95b-5f3d6184565d","BiomedicalConceptProperty_82"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","83622b38-7c77-4401-a275-6e22952e88a2","BiomedicalConceptProperty_83"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","26c6bf19-c880-4b18-bd75-cd7d709ca453","BiomedicalConceptProperty_84"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","e15cc3f6-622f-420d-95ad-ff75cf78c6fc","BiomedicalConceptProperty_85"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","642eb914-9605-4808-9c69-a4dd18038dcc","BiomedicalConceptProperty_86"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","b461ca37-9fe0-4086-bc6b-acfd5d79d7cd","BiomedicalConceptProperty_87"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","0d558dcc-a79d-4bc7-a4f6-9076aabde573","BiomedicalConceptProperty_88"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","fe34edd3-0d2e-4cac-b663-90a1d29acf76","BiomedicalConceptProperty_89"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","e9ed81d3-db55-4a82-9d3d-bb2660bb512f","BiomedicalConceptProperty_90"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","7153d731-6eae-4889-82f2-fe48b97c063e","BiomedicalConceptProperty_91"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","c9827f17-92aa-4f78-9a21-4783e33d5043","BiomedicalConceptProperty_92"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","7bb5e886-79dc-4d3c-a5ab-ac5d1b07e161","BiomedicalConceptProperty_93"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","9f897def-0099-4dba-b6f3-d17df04d85be","BiomedicalConceptProperty_94"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","21477fdd-160b-4ad2-a4bf-d90de5bdb893","BiomedicalConceptProperty_95"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","8e4865de-14e6-4824-b7db-5d05ff6c490c","BiomedicalConceptProperty_96"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","8a51a50e-9b27-4fa2-a2af-95099d99725b","BiomedicalConceptProperty_97"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","a6a92ec5-8670-4130-a60a-3c821cdf9b48","BiomedicalConceptProperty_98"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","de39b784-d5ba-40f2-9ba0-19ea4a4a62b9","BiomedicalConceptProperty_99"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","a7318ebe-dd6b-43b0-8144-7a8e88070468","BiomedicalConceptProperty_100"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","6c145748-ec25-4ea1-bd73-330168df98d1","BiomedicalConceptProperty_101"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","d8fe3a88-0201-48ac-8797-16b65eadbd94","BiomedicalConceptProperty_102"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","01ef0253-48ab-411d-8e46-4626a0e5128b","BiomedicalConceptProperty_103"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","c0885eaf-d43b-4534-98aa-bbf8b4be47ba","BiomedicalConceptProperty_104"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","732671cb-b1a8-4b96-bb46-f9079f75a1c9","BiomedicalConceptProperty_105"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","5a003888-8d53-4b02-baaa-f4e0137fdd6a","BiomedicalConceptProperty_106"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","7941efb5-7a24-4534-bd82-516ce966944c","BiomedicalConceptProperty_107"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","1ea4e233-3b1a-447e-847e-852b235bd381","BiomedicalConceptProperty_108"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","aa1cf0b2-4494-4dc8-9354-22f2b13670ee","BiomedicalConceptProperty_109"
"","True","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD","9dee5dcb-ab3d-42d1-bb17-bd625a707efe","BiomedicalConceptProperty_110"
"integer","True","BiomedicalConceptProperty","True","VSORRES","VSORRES","f4633c82-ec5f-40fd-a7a5-f2bfd8f43196","BiomedicalConceptProperty_111"
"","True","BiomedicalConceptProperty","True","VSORRESU","VSORRESU","9e3192e4-3645-4246-90ec-8fb7766c334f","BiomedicalConceptProperty_112"
"","True","BiomedicalConceptProperty","True","VSPOS","VSPOS","fc098ad5-b676-4db9-a880-71d0b15f5edb","BiomedicalConceptProperty_113"
"","True","BiomedicalConceptProperty","True","VSLOC","VSLOC","8887bd12-50c5-4c27-9caa-e1cd33f8c58a","BiomedicalConceptProperty_114"
"","True","BiomedicalConceptProperty","True","VSLAT","VSLAT","19f38c9f-993e-49c5-9159-645534580c7d","BiomedicalConceptProperty_115"
