"uuid:ID","datatype","isEnabled","isRequired","name","label","instanceType","id"
"4f94b88f-3bc2-4bda-ace0-b76829b77c82","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_131"
"78a5ad4e-b2ab-4097-8d85-2a2cd69b42fe","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_132"
"41a0f0fc-ddf0-419e-a0ac-2fcdc8fcbcc7","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_133"
"6287d241-ddf4-493f-be4c-4790ec686906","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_134"
"989cffdc-621c-4a96-95e1-3fd48fbbb9ce","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_135"
"a7ec4a38-9dc8-4119-8ed2-37ceb1634ec8","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_136"
"787b9cff-b3da-418d-ba62-e7addd8bba62","text","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_137"
"24a7715e-e305-42bb-abd8-b26b966d4a4b","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_138"
"142fa047-e032-49ea-9a8b-b626bbf076b7","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_139"
"256848f9-0d1c-4fd3-b8c0-2d4fa90e0739","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_140"
"2fce4e2b-d9a2-4ec1-ad2b-a10514508cb3","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_141"
"e22d4cdd-2c67-49cd-b252-e950af581501","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_142"
"12ae461a-b972-4b00-90df-4fc69846d628","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_143"
"e97348d8-5f84-436e-9a30-ec1b89436016","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_144"
"24ca63b9-f068-4e72-bd4b-636d9400c883","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_145"
"f43099ef-6f81-4278-a112-fb2952cab9f3","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_146"
"bc800676-56c2-46c1-9d65-af05c86a50db","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_147"
"d33a92e9-ecf6-45f4-a43a-b93e22529cf6","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_148"
"6692aee6-54cf-4b7c-a823-2e30824caa7d","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_149"
"8bfbc213-512f-4247-af1e-2c337fb9b674","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_150"
"406da54f-119f-4ad2-a179-ac1a59ae8f8b","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_151"
"37ad5c4b-e071-4091-b601-010956b5e83c","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_152"
"ac51d645-49fa-48d7-ab4b-3a8b2a92d743","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_153"
"93d67661-b2d4-43b4-bdf3-bf4b0ae717fc","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_154"
"8c1a4a6c-edc5-4281-b664-01c1d125bc4e","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_155"
"43d5c854-c912-4c2e-8c46-c5fae2489609","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_156"
"371ca92c-2211-43d5-962c-c6d5247becc2","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_157"
"c8b2902d-5832-437b-a727-b44a9fab31d9","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_158"
"4985ca91-fb33-4fd7-9344-c32a36ed72a1","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_159"
"a21f326e-936d-4e81-8461-67209c5652a1","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_160"
"9d9cd78f-5466-4e7e-8851-3b2f61b68a5c","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_161"
"c47cf9d8-fcce-4fef-ae21-7f0db8049f2b","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_162"
"ec83165f-f6fe-4900-ba3f-7e4bb00eb758","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_163"
"95549fec-7391-4911-b850-d22a3ac2110f","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_164"
"f0164eab-e905-4ea3-ab63-492a8f8d8572","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_165"
"b90902c5-c107-46c4-8ad6-c11a51ada32f","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_166"
"f5318e0d-ecc8-4ce2-abe0-3b98162d1ce9","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_167"
"04f6eef8-ad4e-4ad0-abae-5d2ff0fa5126","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_168"
"705ba33f-f0a9-4e86-ad24-9a8fafdce3dd","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_169"
"0d474608-f167-4231-ad02-c0823417def4","text","True","True","AETERM","AETERM","BiomedicalConceptProperty","BiomedicalConceptProperty_1"
"eeb89159-2f63-43a4-b37f-24c361a62312","text","True","True","AEDECOD","AEDECOD","BiomedicalConceptProperty","BiomedicalConceptProperty_2"
"521fa01f-10fe-43e6-89f4-1ccbbd600c56","text","True","True","AEPRESP","AEPRESP","BiomedicalConceptProperty","BiomedicalConceptProperty_3"
"321133ee-197f-47de-86c8-9a50012bf273","text","True","True","AELOC","AELOC","BiomedicalConceptProperty","BiomedicalConceptProperty_4"
"2091b567-23b1-4eac-b7b5-36f949ab3775","text","True","True","AESEV","AESEV","BiomedicalConceptProperty","BiomedicalConceptProperty_5"
"3f76e63a-ec75-46a4-83de-0f500eed4205","text","True","True","AESER","AESER","BiomedicalConceptProperty","BiomedicalConceptProperty_6"
"017e0028-6f10-4fd2-a4cb-b47d0d090aab","text","True","True","AEACN","AEACN","BiomedicalConceptProperty","BiomedicalConceptProperty_7"
"202fa532-b705-403e-9722-6749068b14d7","text","True","True","AEACNOTH","AEACNOTH","BiomedicalConceptProperty","BiomedicalConceptProperty_8"
"907caa01-b6f6-45e5-a119-901ee39e0644","text","True","True","AEREL","AEREL","BiomedicalConceptProperty","BiomedicalConceptProperty_9"
"bf88873d-a0f4-4c14-8849-478333bd1b83","text","True","True","AERELNST","AERELNST","BiomedicalConceptProperty","BiomedicalConceptProperty_10"
"8b31743f-6326-468b-a13d-0f42a71b1e9f","text","True","True","AEPATT","AEPATT","BiomedicalConceptProperty","BiomedicalConceptProperty_11"
"4bbe83d0-d738-4d3a-8aaa-3ec0f6bffec6","text","True","True","AEOUT","AEOUT","BiomedicalConceptProperty","BiomedicalConceptProperty_12"
"2a6df1fe-aa26-4e4a-8f2b-77e9a777074b","text","True","True","AESCAN","AESCAN","BiomedicalConceptProperty","BiomedicalConceptProperty_13"
"2bacff53-f8dc-456b-8544-ef343bea9267","text","True","True","AESCONG","AESCONG","BiomedicalConceptProperty","BiomedicalConceptProperty_14"
"bf76dfd9-58e3-46e8-b383-8762b9f9f9be","text","True","True","AESDISAB","AESDISAB","BiomedicalConceptProperty","BiomedicalConceptProperty_15"
"506c9867-8b7f-45fd-9fe3-f36455904238","text","True","True","AESDTH","AESDTH","BiomedicalConceptProperty","BiomedicalConceptProperty_16"
"80165fdc-bf78-43b9-a511-a3e6d053fff1","text","True","True","AESHOSP","AESHOSP","BiomedicalConceptProperty","BiomedicalConceptProperty_17"
"8d336db6-b78e-428d-b807-eca3ca14eb52","text","True","True","AESLIFE","AESLIFE","BiomedicalConceptProperty","BiomedicalConceptProperty_18"
"b8f0b76a-456d-4a6e-89d5-f9304114b5c9","text","True","True","AESOD","AESOD","BiomedicalConceptProperty","BiomedicalConceptProperty_19"
"9d27c745-9177-4597-8996-fcd80ea8e43b","text","True","True","AESMIE","AESMIE","BiomedicalConceptProperty","BiomedicalConceptProperty_20"
"77b3261e-0d4a-4965-b204-21f3287faf78","text","True","True","AECONTRT","AECONTRT","BiomedicalConceptProperty","BiomedicalConceptProperty_21"
"14b0691a-de14-4070-b1f9-629aa9b3cd19","datetime","True","True","AESTDTC","AESTDTC","BiomedicalConceptProperty","BiomedicalConceptProperty_22"
"ccda8e34-0d43-43ff-999c-a7ea2a831c6c","datetime","True","True","AEENDTC","AEENDTC","BiomedicalConceptProperty","BiomedicalConceptProperty_23"
"a6f312f6-e4d3-4d4b-b043-5b3156930bc0","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_24"
"43896a0a-2ce2-4200-b7ee-c90e3c782b8b","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_25"
"378c5145-703f-4756-8124-6364a7e28c8d","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_26"
"6548a7c5-3e5d-4fd6-a2fa-a039f96ff418","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_27"
"59a61c53-daa9-4655-ab74-7944582a49be","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_28"
"be0d52db-bf07-4edb-9276-3324c4f46664","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_29"
"0167aa33-e79a-45a6-93fe-20d5689f6717","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_30"
"0b4d5fee-c350-4cb4-8918-e6121b12708a","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_31"
"fe36c130-be74-43b0-ae8b-72f1c8c43f73","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_32"
"5c109700-6ffa-49be-b1de-f5fb8edaad8c","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_33"
"c0d21b25-3d52-4189-8a19-21653847a94c","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_34"
"c43b05d7-cad4-40dd-90c8-edf229ff60e8","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_35"
"a6e176ff-69f2-4ab8-aaaa-b2f8faa1e842","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_36"
"32aa43cb-e8a8-42e6-bed6-f145f6ab597f","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_37"
"50b75197-13bd-4179-b5d6-786a6cd66ee6","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_38"
"04644f6e-841c-46b2-a25b-2d929e6fc95b","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_39"
"06e57de1-d5a4-4fdd-a669-4fdad7fba940","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_40"
"8a29ecc8-0902-44b2-af0f-8e10ae17561c","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_41"
"8e542d51-61dd-4aca-9c11-b228983cc5f7","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_42"
"03712211-e398-4bfb-bdd6-d0846be77167","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_43"
"8c42f5b1-09c5-4b76-991f-1d9f81d596e2","float","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_44"
"fca44b8c-d9ea-413c-9d40-1a494ba03531","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_45"
"3d44f1b1-322b-4585-9cc8-9d7522d9cc08","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_46"
"7489cc6d-b645-4905-bfbc-b0ab0eb96b63","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_47"
"b75eabbb-24a4-4213-93a7-6ff189e634cd","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_48"
"7b907c91-b464-401a-b4c7-80f35f43da24","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_49"
"52d4c27d-83e9-4f7d-84c3-304ebe5efea7","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_50"
"2b8bbc13-ac86-4567-8894-14718fa32da2","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_51"
"653af3f2-58ce-474e-97c4-81e8e6e48b36","text","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_52"
"6e79bf30-2d5b-4785-8da6-b51eb4596e4c","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_53"
"b1816653-5a8d-48f0-9cea-3d750e431ebf","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_54"
"0bd92d78-8234-4b33-b8d1-e928427bc74b","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_55"
"629b6d15-bb41-4135-af6f-1066a45a6232","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_56"
"9a57ca14-b902-494c-8f41-ad959b5b40d6","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_57"
"ed7b4957-d6fd-4690-ac54-545df954b89d","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_58"
"12406358-1d1c-45ba-9007-e1f7f9a53432","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_59"
"967630ff-e2f2-42ef-a73b-a901e8118c3c","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_60"
"f98462c1-d32c-4e24-ae85-f2a52e568226","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_61"
"42242a5f-223c-43c7-8738-efc746298b3a","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_62"
"4804be84-aee7-48b3-9a85-812850d74bbc","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_63"
"bdb899b0-1790-4e6f-ac60-7b5702477094","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_64"
"305b7ad8-a61a-4641-b69b-791d748a5726","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_65"
"78e48431-91b7-4ac3-884b-10e38960b156","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_66"
"03d32d18-c2bc-4e82-ba67-042e9ce3c259","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_67"
"44a44036-6147-40ed-bfe1-13f83da62b8d","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_68"
"f181ff56-e103-4e92-aca9-c0a6413567ed","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_69"
"46487538-65a9-44e8-9996-ff41bd15baa9","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_70"
"bfd8ac59-d1a0-411c-a3d6-b031d67196fc","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_71"
"2b5be7c5-ae58-46f7-b343-0e9b9dca9a87","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_72"
"08baf18b-034e-48dd-8f41-42bab0f3ed83","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_73"
"f08ad664-9f21-458b-bd78-396cb0be947f","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_74"
"f61aaaf6-8500-4c69-be4e-137b80827d6d","","True","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_75"
"87a32533-0761-46ed-87ee-ad3f8c1b25a6","float","True","True","LBORRES","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_76"
"bb3164e8-3f3e-4cf4-a6aa-5f63c2c702f2","","True","True","LBORRESU","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_77"
"333e5e03-61fa-4127-bed7-01ac55577bb1","","True","True","LBSPEC","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_78"
"0437570b-577e-4e8f-b6eb-8ea1dd375e33","","True","True","LBFAST","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_79"
"87e9d057-e736-4f4d-b06d-0714a28a826b","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_80"
"80c661e6-638f-4c30-992d-c7bbcc14b26d","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_81"
"f3b9e2c3-eb65-4e38-a31c-8fa505f52ed5","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_82"
"25772f60-959a-4008-adfc-3b74d0e0cce3","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_83"
"ab0c9d6b-0dc3-4eb0-95c9-3527945bfedd","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_84"
"9a60bd9d-8639-46a2-92ad-7c2d5f49bf85","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_85"
"fb9dc72e-4eaf-4e46-a514-fee7a945f77d","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_86"
"26052550-7c98-4125-890e-5ac3acfd4fdc","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_87"
"55e03011-feb5-4362-b8c6-a34722aab491","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_88"
"80226867-7409-4c1d-8523-a4dff2afcd87","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_89"
"b5da0940-17a2-4e0c-abb8-9149f544dbdc","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_90"
"410a5053-2069-4de9-8783-178b72df5ff3","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_91"
"dd7ec77d-07a6-4771-85e6-242ac03814ea","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_92"
"7e6d1931-7a06-4992-9193-479173129639","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_93"
"a609e65d-02fa-494b-ac1f-9973549c46f1","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_94"
"b57bcb4b-a151-4796-9473-7dd74dd6cbde","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_95"
"c6f59a58-2813-4838-b9b9-944387a55fd5","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_96"
"9a064ec7-d795-4598-be46-9f0de2774752","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_97"
"d44ce08e-fed9-445c-93fa-d0ba30d721ba","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_98"
"c3ef0cdd-96f6-46e3-82e0-a0a22cddd026","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_99"
"bdc2a5d8-751e-4b7c-a82b-4ff68819185c","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_100"
"46ee1567-2ae7-4a92-b05b-82d87bbe1338","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_101"
"53058314-4b03-437a-8f45-3f126b7dd0fc","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_102"
"e8253c20-e860-4652-b16b-0cea5ba9fd00","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_103"
"7446ae64-0b8a-4d1e-b1e7-e336951b5114","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_104"
"e68b1261-1361-464f-a6bb-5142efd50f7c","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_105"
"b1792574-7d9b-4f03-b398-0700485d75c3","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_106"
"d6983b8b-0447-441d-80cf-a4ef72921a4f","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_107"
"8da06a8d-5463-4408-82fc-1bc9d5b128d6","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_108"
"21bc5b4a-76c8-46fe-99b0-8589cb80ca72","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_109"
"b0a0a45c-04c4-4177-817c-e973896aaadd","","True","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_110"
"49a4a012-b548-4de5-8812-0902e7a1ef0b","integer","True","True","VSORRES","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_111"
"5adc6f3c-e496-4d82-be1e-edf5d056e81b","","True","True","VSORRESU","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_112"
"7548ce52-ac4b-4b75-b57a-08fbc4170a8b","","True","True","VSPOS","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_113"
"85df8b4c-5490-4d8b-8388-c2f428334836","","True","True","VSLOC","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_114"
"028d6398-7698-4ddc-93b1-80a9f99d15b1","","True","True","VSLAT","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_115"
