"instanceType","label","isEnabled","uuid:ID","name","datatype","isRequired","id"
"BiomedicalConceptProperty","VSTESTCD","True","e2d3f1da-53d1-47f7-b414-b7408a8f1fb8","VSTESTCD","","True","BiomedicalConceptProperty_128"
"BiomedicalConceptProperty","VSORRES","True","e527348a-9d27-45b5-8a08-9f4ca7d72f1c","VSORRES","float","True","BiomedicalConceptProperty_129"
"BiomedicalConceptProperty","VSORRESU","True","1e97376b-e847-4cbb-92ae-d720c74ad0c1","VSORRESU","","True","BiomedicalConceptProperty_130"
"BiomedicalConceptProperty","LBTESTCD","True","bd81766a-7e3e-4c46-80d8-f4aa6f69f095","LBTESTCD","","True","BiomedicalConceptProperty_131"
"BiomedicalConceptProperty","LBORRES","True","a1cbce58-dcd2-4b84-8244-16ac312a10d8","LBORRES","float","True","BiomedicalConceptProperty_132"
"BiomedicalConceptProperty","LBORRESU","True","22eb68e1-7a57-48f7-9f1a-30e9502d09cb","LBORRESU","","True","BiomedicalConceptProperty_133"
"BiomedicalConceptProperty","LBSPEC","True","599083be-f5d2-4079-bacf-6876cc7d665d","LBSPEC","","True","BiomedicalConceptProperty_134"
"BiomedicalConceptProperty","LBFAST","True","094af264-c0c3-4ab7-9103-5d8c83a2fa13","LBFAST","","True","BiomedicalConceptProperty_135"
"BiomedicalConceptProperty","LBTESTCD","True","9966c63c-8197-49ca-a005-eed4d0b94404","LBTESTCD","","True","BiomedicalConceptProperty_136"
"BiomedicalConceptProperty","LBORRES","True","ca9e747f-ca03-4ca2-9d3d-3e6896a6ce87","LBORRES","text","True","BiomedicalConceptProperty_137"
"BiomedicalConceptProperty","LBSPEC","True","a7cc12d8-87b0-4ddb-a24d-2c3f79d38dee","LBSPEC","","True","BiomedicalConceptProperty_138"
"BiomedicalConceptProperty","LBFAST","True","8074e0b1-9bc1-4538-bf7e-0b3ccfcd5057","LBFAST","","True","BiomedicalConceptProperty_139"
"BiomedicalConceptProperty","LBTESTCD","True","8d643e22-e4a3-455e-8fe8-33c5413e595d","LBTESTCD","","True","BiomedicalConceptProperty_140"
"BiomedicalConceptProperty","LBORRES","True","08496f00-e261-480d-9d82-c77371b364a0","LBORRES","float","True","BiomedicalConceptProperty_141"
"BiomedicalConceptProperty","LBORRESU","True","e936d8b5-7a5e-45aa-8498-2b6e2adff1e1","LBORRESU","","True","BiomedicalConceptProperty_142"
"BiomedicalConceptProperty","LBSPEC","True","df5c3bb4-b16d-4252-9c45-69314b04c69e","LBSPEC","","True","BiomedicalConceptProperty_143"
"BiomedicalConceptProperty","LBFAST","True","5a8e2e4e-b38d-44b1-8a53-f86f0c63be1a","LBFAST","","True","BiomedicalConceptProperty_144"
"BiomedicalConceptProperty","LBTESTCD","True","530f2e61-aa67-4ccb-91d3-44e191ff2f0a","LBTESTCD","","True","BiomedicalConceptProperty_145"
"BiomedicalConceptProperty","LBORRES","True","07bab99a-f1ac-4bce-80a0-aa7d92c9d54d","LBORRES","float","True","BiomedicalConceptProperty_146"
"BiomedicalConceptProperty","LBORRESU","True","00f5bfc6-1651-46bd-8900-99fa468c3052","LBORRESU","","True","BiomedicalConceptProperty_147"
"BiomedicalConceptProperty","LBSPEC","True","f321c242-435e-49f1-8432-d2dea35bf7f7","LBSPEC","","True","BiomedicalConceptProperty_148"
"BiomedicalConceptProperty","LBFAST","True","aba9d44b-6de8-4214-b3dc-81a567f016f8","LBFAST","","True","BiomedicalConceptProperty_149"
"BiomedicalConceptProperty","LBTESTCD","True","48823b3d-a3e7-4301-b3df-be7dad1c9bde","LBTESTCD","","True","BiomedicalConceptProperty_150"
"BiomedicalConceptProperty","LBORRES","True","58dc83c5-10fc-4c28-8f7b-8358da7c7c49","LBORRES","float","True","BiomedicalConceptProperty_151"
"BiomedicalConceptProperty","LBORRESU","True","24c7ba25-e3ec-45c2-af05-7ecda79c6a09","LBORRESU","","True","BiomedicalConceptProperty_152"
"BiomedicalConceptProperty","LBSPEC","True","536625b6-78c4-4219-9e23-615daae79b8d","LBSPEC","","True","BiomedicalConceptProperty_153"
"BiomedicalConceptProperty","LBFAST","True","06d7272a-1866-44e8-881e-f8d7a5e254de","LBFAST","","True","BiomedicalConceptProperty_154"
"BiomedicalConceptProperty","LBTESTCD","True","3b3d4bbf-4502-42b2-b277-641a67f2f17e","LBTESTCD","","True","BiomedicalConceptProperty_155"
"BiomedicalConceptProperty","LBORRES","True","7d0753de-5ee2-4161-b299-c1c36ac95878","LBORRES","float","True","BiomedicalConceptProperty_156"
"BiomedicalConceptProperty","LBORRESU","True","8689dbf5-1d69-4069-a6fa-4043b514bb33","LBORRESU","","True","BiomedicalConceptProperty_157"
"BiomedicalConceptProperty","LBSPEC","True","bb14118a-e9e4-4582-9110-52c1e9773344","LBSPEC","","True","BiomedicalConceptProperty_158"
"BiomedicalConceptProperty","LBFAST","True","45bcefa2-dbab-466d-942b-26a43cf3218c","LBFAST","","True","BiomedicalConceptProperty_159"
"BiomedicalConceptProperty","LBTESTCD","True","e725adfe-c6f2-4d9b-920a-81ef8e3e36b9","LBTESTCD","","True","BiomedicalConceptProperty_160"
"BiomedicalConceptProperty","LBORRES","True","4c2c7576-acc7-417d-9af0-86c134e8f836","LBORRES","float","True","BiomedicalConceptProperty_161"
"BiomedicalConceptProperty","LBORRESU","True","08b1a507-4882-4690-b324-2e728e1faf12","LBORRESU","","True","BiomedicalConceptProperty_162"
"BiomedicalConceptProperty","LBSPEC","True","8aa11eed-d8b1-4249-b8a2-cc05815f3b9a","LBSPEC","","True","BiomedicalConceptProperty_163"
"BiomedicalConceptProperty","LBFAST","True","6b34aef1-1be6-4b66-9237-d45902c0e249","LBFAST","","True","BiomedicalConceptProperty_164"
"BiomedicalConceptProperty","LBTESTCD","True","0f0fd56d-3d45-4bfd-b6be-5f12d410892f","LBTESTCD","","True","BiomedicalConceptProperty_165"
"BiomedicalConceptProperty","LBORRES","True","734e120c-9228-4024-8260-df24d7df3908","LBORRES","float","True","BiomedicalConceptProperty_166"
"BiomedicalConceptProperty","LBORRESU","True","18baaefe-bcbd-458d-bc88-062b67631ba2","LBORRESU","","True","BiomedicalConceptProperty_167"
"BiomedicalConceptProperty","LBSPEC","True","507d8adf-7ede-43ef-94a4-208daf7a0643","LBSPEC","","True","BiomedicalConceptProperty_168"
"BiomedicalConceptProperty","LBFAST","True","c5552906-30ec-4666-833f-c0303a3a4507","LBFAST","","True","BiomedicalConceptProperty_169"
"BiomedicalConceptProperty","AETERM","True","793b315f-0690-4571-bcf5-a3d122326f94","AETERM","text","True","BiomedicalConceptProperty_1"
"BiomedicalConceptProperty","AEDECOD","True","5be4a5d4-6842-4139-90c3-5ef8bac3ab2f","AEDECOD","text","True","BiomedicalConceptProperty_2"
"BiomedicalConceptProperty","AEPRESP","True","390bbdaa-7eb8-4f0f-8678-15238a39f1d7","AEPRESP","text","True","BiomedicalConceptProperty_3"
"BiomedicalConceptProperty","AELOC","True","131c6c26-dfec-40b0-beb1-edf763d66647","AELOC","text","True","BiomedicalConceptProperty_4"
"BiomedicalConceptProperty","AESEV","True","b28c08b9-b73a-4310-ae44-7bddb8e1d185","AESEV","text","True","BiomedicalConceptProperty_5"
"BiomedicalConceptProperty","AESER","True","d599422d-1994-4a2a-8227-49f61775931a","AESER","text","True","BiomedicalConceptProperty_6"
"BiomedicalConceptProperty","AEACN","True","e25037de-af8e-412f-83c3-e7c227c856de","AEACN","text","True","BiomedicalConceptProperty_7"
"BiomedicalConceptProperty","AEACNOTH","True","1c8da1c6-6401-409d-9679-a0bf707ee092","AEACNOTH","text","True","BiomedicalConceptProperty_8"
"BiomedicalConceptProperty","AEREL","True","3cd5d172-c2e7-418d-b049-b82a036409a8","AEREL","text","True","BiomedicalConceptProperty_9"
"BiomedicalConceptProperty","AERELNST","True","8a783e54-b25b-497a-bc59-ca3f7a000e65","AERELNST","text","True","BiomedicalConceptProperty_10"
"BiomedicalConceptProperty","AEPATT","True","7c34ec38-4367-4a0c-9f47-c51f7a89cd6d","AEPATT","text","True","BiomedicalConceptProperty_11"
"BiomedicalConceptProperty","AEOUT","True","00ab4732-de1b-40b4-af5d-cf952bbad338","AEOUT","text","True","BiomedicalConceptProperty_12"
"BiomedicalConceptProperty","AESCAN","True","3edf7971-bdd0-4653-8bfe-170dbf204a96","AESCAN","text","True","BiomedicalConceptProperty_13"
"BiomedicalConceptProperty","AESCONG","True","19d12c3f-359b-425b-9737-20f3c113f2e3","AESCONG","text","True","BiomedicalConceptProperty_14"
"BiomedicalConceptProperty","AESDISAB","True","62da046b-a587-457c-a5d4-e7141a089f69","AESDISAB","text","True","BiomedicalConceptProperty_15"
"BiomedicalConceptProperty","AESDTH","True","371f846b-bf7b-41c2-8904-997b778f7eaf","AESDTH","text","True","BiomedicalConceptProperty_16"
"BiomedicalConceptProperty","AESHOSP","True","e5c655d1-d008-4435-a4af-5d6e0af6c0cd","AESHOSP","text","True","BiomedicalConceptProperty_17"
"BiomedicalConceptProperty","AESLIFE","True","69e998c6-acdd-4188-a047-c4788e70a24b","AESLIFE","text","True","BiomedicalConceptProperty_18"
"BiomedicalConceptProperty","AESOD","True","b65441e8-0d83-4073-9a11-3c57c4ea5e12","AESOD","text","True","BiomedicalConceptProperty_19"
"BiomedicalConceptProperty","AESMIE","True","fbd1a150-3c35-4ca1-8d5f-0738eed1808b","AESMIE","text","True","BiomedicalConceptProperty_20"
"BiomedicalConceptProperty","AECONTRT","True","e80a16f9-5bdd-471e-bdee-e1b63f990d84","AECONTRT","text","True","BiomedicalConceptProperty_21"
"BiomedicalConceptProperty","AESTDTC","True","b18a4923-1c72-4f92-9c47-2e151ef210d9","AESTDTC","datetime","True","BiomedicalConceptProperty_22"
"BiomedicalConceptProperty","AEENDTC","True","9be47e86-a0cd-4555-98db-8d58f0510638","AEENDTC","datetime","True","BiomedicalConceptProperty_23"
"BiomedicalConceptProperty","VSTESTCD","True","fb8befa1-5074-470b-92bc-df6de94a02f0","VSTESTCD","","True","BiomedicalConceptProperty_24"
"BiomedicalConceptProperty","VSORRES","True","53792731-caa2-4b1e-b00e-3b44222999dc","VSORRES","integer","True","BiomedicalConceptProperty_25"
"BiomedicalConceptProperty","VSORRESU","True","8f5ebc9f-4e16-4f8f-bc96-2570938d7534","VSORRESU","","True","BiomedicalConceptProperty_26"
"BiomedicalConceptProperty","VSPOS","True","3424a007-033d-4032-a956-40cfaf0cb124","VSPOS","","True","BiomedicalConceptProperty_27"
"BiomedicalConceptProperty","VSLOC","True","acdbb942-e855-4568-853b-ddc14ff6e4c6","VSLOC","","True","BiomedicalConceptProperty_28"
"BiomedicalConceptProperty","VSLAT","True","4fe7a563-01f1-4d54-aaf8-88d20da8425a","VSLAT","","True","BiomedicalConceptProperty_29"
"BiomedicalConceptProperty","VSTESTCD","True","c30127a3-8624-482f-bf04-33201d998ca1","VSTESTCD","","True","BiomedicalConceptProperty_30"
"BiomedicalConceptProperty","VSORRES","True","abc4a399-36a5-4f59-b273-05931af116a1","VSORRES","integer","True","BiomedicalConceptProperty_31"
"BiomedicalConceptProperty","VSORRESU","True","3afa209c-10d6-46df-bf0d-fc1371f31003","VSORRESU","","True","BiomedicalConceptProperty_32"
"BiomedicalConceptProperty","VSPOS","True","5318e69b-59af-49d8-a8b9-dfa373884cb3","VSPOS","","True","BiomedicalConceptProperty_33"
"BiomedicalConceptProperty","VSLOC","True","c7e905e6-6992-412d-9021-7494ac219350","VSLOC","","True","BiomedicalConceptProperty_34"
"BiomedicalConceptProperty","VSLAT","True","860785d1-488c-4fee-b904-f57ddc432c55","VSLAT","","True","BiomedicalConceptProperty_35"
"BiomedicalConceptProperty","VSTESTCD","True","2a221cef-61d6-449b-9356-57524189b367","VSTESTCD","","True","BiomedicalConceptProperty_36"
"BiomedicalConceptProperty","VSORRES","True","8d87400a-19fd-4e53-86ef-01e463680c5e","VSORRES","float","True","BiomedicalConceptProperty_37"
"BiomedicalConceptProperty","VSORRESU","True","97ab6323-5a03-4bc4-a2ab-11526fb0cfee","VSORRESU","","True","BiomedicalConceptProperty_38"
"BiomedicalConceptProperty","VSLOC","True","46fd4684-cb2f-4ec2-af1a-c0615a78c357","VSLOC","","True","BiomedicalConceptProperty_39"
"BiomedicalConceptProperty","VSTESTCD","True","dfccefd7-e1f2-4bd4-aee6-f7a27c9b7039","VSTESTCD","","True","BiomedicalConceptProperty_40"
"BiomedicalConceptProperty","VSORRES","True","5c768bdb-ed30-4796-8836-2fb3f449a300","VSORRES","float","True","BiomedicalConceptProperty_41"
"BiomedicalConceptProperty","VSORRESU","True","4f436477-603f-483f-8a04-a34717bf0947","VSORRESU","","True","BiomedicalConceptProperty_42"
"BiomedicalConceptProperty","VSTESTCD","True","e36c0eda-0ce6-4387-83b0-45559a83d67b","VSTESTCD","","True","BiomedicalConceptProperty_43"
"BiomedicalConceptProperty","VSORRES","True","4efe5102-9df8-4cce-a43f-c9328d6c4e1c","VSORRES","float","True","BiomedicalConceptProperty_44"
"BiomedicalConceptProperty","VSORRESU","True","e016d82d-8621-498d-add9-6e7a8b928a32","VSORRESU","","True","BiomedicalConceptProperty_45"
"BiomedicalConceptProperty","LBTESTCD","True","2c2478e9-f630-435c-99f4-72981d2d3b9b","LBTESTCD","","True","BiomedicalConceptProperty_46"
"BiomedicalConceptProperty","LBORRES","True","51ac327b-ef4a-4349-abda-17fb459f6ad0","LBORRES","float","True","BiomedicalConceptProperty_47"
"BiomedicalConceptProperty","LBORRESU","True","79e4d914-06e1-4e68-a200-ee274a862a28","LBORRESU","","True","BiomedicalConceptProperty_48"
"BiomedicalConceptProperty","LBSPEC","True","f202b84d-81c5-4725-a76c-6f38ce364761","LBSPEC","","True","BiomedicalConceptProperty_49"
"BiomedicalConceptProperty","LBFAST","True","4da6b70c-b8a8-4409-9510-22f5dcac8692","LBFAST","","True","BiomedicalConceptProperty_50"
"BiomedicalConceptProperty","LBTESTCD","True","8af74d9f-97fe-4d92-81e8-c7f6259ca784","LBTESTCD","","True","BiomedicalConceptProperty_51"
"BiomedicalConceptProperty","LBORRES","True","3ab29013-1469-41c9-a01d-ca6e21908fb6","LBORRES","text","True","BiomedicalConceptProperty_52"
"BiomedicalConceptProperty","LBSPEC","True","b628ca4e-3ef9-4779-a164-90fdce9c1094","LBSPEC","","True","BiomedicalConceptProperty_53"
"BiomedicalConceptProperty","LBFAST","True","d8346eb3-173f-4602-9e3c-73736e77d4d6","LBFAST","","True","BiomedicalConceptProperty_54"
"BiomedicalConceptProperty","LBTESTCD","True","98acf77b-04b8-4a7a-9bf7-4987c4973c58","LBTESTCD","","True","BiomedicalConceptProperty_55"
"BiomedicalConceptProperty","LBORRES","True","72084849-052e-4098-8da5-5740c46c1cf9","LBORRES","float","True","BiomedicalConceptProperty_56"
"BiomedicalConceptProperty","LBORRESU","True","7e2f58d5-30c8-48a1-802d-a699ae2f1346","LBORRESU","","True","BiomedicalConceptProperty_57"
"BiomedicalConceptProperty","LBSPEC","True","1e181b05-c203-4133-a190-b545703a46c5","LBSPEC","","True","BiomedicalConceptProperty_58"
"BiomedicalConceptProperty","LBFAST","True","09681ce9-3125-4955-8c19-a715fbe4c59d","LBFAST","","True","BiomedicalConceptProperty_59"
"BiomedicalConceptProperty","LBTESTCD","True","dd434509-6cfe-4cf1-8d0b-85dbcf7e498b","LBTESTCD","","True","BiomedicalConceptProperty_60"
"BiomedicalConceptProperty","LBORRES","True","956ac185-95ad-4cd0-b768-f988487e8309","LBORRES","float","True","BiomedicalConceptProperty_61"
"BiomedicalConceptProperty","LBORRESU","True","3493ad4e-f85b-488e-addf-11f864a6b6dd","LBORRESU","","True","BiomedicalConceptProperty_62"
"BiomedicalConceptProperty","LBSPEC","True","7521c16d-315f-4963-8dd7-efb322c2014b","LBSPEC","","True","BiomedicalConceptProperty_63"
"BiomedicalConceptProperty","LBFAST","True","460e3213-554a-4cb0-8a54-9a42a801f9dd","LBFAST","","True","BiomedicalConceptProperty_64"
"BiomedicalConceptProperty","LBTESTCD","True","ccee112c-9cb5-43a2-ad89-e11cd31645e1","LBTESTCD","","True","BiomedicalConceptProperty_65"
"BiomedicalConceptProperty","LBORRES","True","bca0f1ef-2b71-4818-8335-bcda67a9be40","LBORRES","float","True","BiomedicalConceptProperty_66"
"BiomedicalConceptProperty","LBORRESU","True","a746f67b-6ef4-4e89-9f23-7f50c6acd689","LBORRESU","","True","BiomedicalConceptProperty_67"
"BiomedicalConceptProperty","LBSPEC","True","6d1d6d94-3b21-468b-bba7-a06bab5307c0","LBSPEC","","True","BiomedicalConceptProperty_68"
"BiomedicalConceptProperty","LBFAST","True","4bccbdb3-dcbc-4f1c-b473-b142c81e1759","LBFAST","","True","BiomedicalConceptProperty_69"
"BiomedicalConceptProperty","LBTESTCD","True","8920874c-0e87-4e54-bf3b-a2d79bef9163","LBTESTCD","","True","BiomedicalConceptProperty_70"
"BiomedicalConceptProperty","LBORRES","True","394a2bb8-9795-4ead-800f-2f14c5eda79e","LBORRES","float","True","BiomedicalConceptProperty_71"
"BiomedicalConceptProperty","LBORRESU","True","e8bf621a-ed49-47dd-8b5b-7db21e4d2823","LBORRESU","","True","BiomedicalConceptProperty_72"
"BiomedicalConceptProperty","LBSPEC","True","04fb4181-359e-4571-9d9d-83b37af80bb8","LBSPEC","","True","BiomedicalConceptProperty_73"
"BiomedicalConceptProperty","LBFAST","True","168e245c-251b-4ec4-9d07-5abefd429c6b","LBFAST","","True","BiomedicalConceptProperty_74"
"BiomedicalConceptProperty","LBTESTCD","True","00843c18-01b3-4be8-b9c5-fc1cb5378902","LBTESTCD","","True","BiomedicalConceptProperty_75"
"BiomedicalConceptProperty","LBORRES","True","9d694606-2a24-446d-8a76-e5db6ac4654d","LBORRES","float","True","BiomedicalConceptProperty_76"
"BiomedicalConceptProperty","LBORRESU","True","b146d0c2-1c02-436f-9127-0dce14ca4e6e","LBORRESU","","True","BiomedicalConceptProperty_77"
"BiomedicalConceptProperty","LBSPEC","True","9e823523-79a3-4f08-805b-a75d077c5824","LBSPEC","","True","BiomedicalConceptProperty_78"
"BiomedicalConceptProperty","LBFAST","True","fbc984e3-c2b6-4cc7-8959-e80436ed7f2b","LBFAST","","True","BiomedicalConceptProperty_79"
"BiomedicalConceptProperty","VSTESTCD","True","e11d69ac-b7a5-4dd5-8ed9-18208ebf939a","VSTESTCD","","True","BiomedicalConceptProperty_80"
"BiomedicalConceptProperty","VSORRES","True","29af3e09-2aaa-4d99-b867-d1e8d1b54701","VSORRES","integer","True","BiomedicalConceptProperty_81"
"BiomedicalConceptProperty","VSORRESU","True","bc464c78-0865-4ad0-8177-2922192d32eb","VSORRESU","","True","BiomedicalConceptProperty_82"
"BiomedicalConceptProperty","VSPOS","True","4fd86e7c-d457-4975-88f9-8b2dec374d85","VSPOS","","True","BiomedicalConceptProperty_83"
"BiomedicalConceptProperty","VSLOC","True","66727543-9141-4a95-b59f-ce5da596e2e0","VSLOC","","True","BiomedicalConceptProperty_84"
"BiomedicalConceptProperty","VSLAT","True","71dc5f49-edd0-499e-bdb6-0ac203ecea49","VSLAT","","True","BiomedicalConceptProperty_85"
"BiomedicalConceptProperty","VSTESTCD","True","73bf029c-7f4d-444a-b329-54926b9372cd","VSTESTCD","","True","BiomedicalConceptProperty_86"
"BiomedicalConceptProperty","VSORRES","True","e81179de-8683-4c5f-90bd-d84aadeb0e8e","VSORRES","integer","True","BiomedicalConceptProperty_87"
"BiomedicalConceptProperty","VSORRESU","True","aa8c3b7e-ca5f-43a9-a314-297a8ccb7004","VSORRESU","","True","BiomedicalConceptProperty_88"
"BiomedicalConceptProperty","VSPOS","True","bacebabe-c54e-4a34-9c1e-b7d4b2d8bde2","VSPOS","","True","BiomedicalConceptProperty_89"
"BiomedicalConceptProperty","VSLOC","True","c5baa31d-8093-4008-9412-850ef012e127","VSLOC","","True","BiomedicalConceptProperty_90"
"BiomedicalConceptProperty","VSLAT","True","85f122a2-0d1d-41f0-8395-c734f1a50979","VSLAT","","True","BiomedicalConceptProperty_91"
"BiomedicalConceptProperty","VSTESTCD","True","56a2987a-8338-4fbc-9109-69627c1e2945","VSTESTCD","","True","BiomedicalConceptProperty_92"
"BiomedicalConceptProperty","VSORRES","True","be2d030d-a3d2-465d-bfdc-721e8dccef05","VSORRES","integer","True","BiomedicalConceptProperty_93"
"BiomedicalConceptProperty","VSORRESU","True","192dd7b0-8dbd-4efe-98a7-ffbedef87a90","VSORRESU","","True","BiomedicalConceptProperty_94"
"BiomedicalConceptProperty","VSPOS","True","57840a74-b2a8-44d4-a164-ac622f4e43af","VSPOS","","True","BiomedicalConceptProperty_95"
"BiomedicalConceptProperty","VSLOC","True","72ee281c-a1ae-4abb-8e88-55550d9abaf6","VSLOC","","True","BiomedicalConceptProperty_96"
"BiomedicalConceptProperty","VSLAT","True","07f8fb23-2035-4978-b6e8-e30932e7126f","VSLAT","","True","BiomedicalConceptProperty_97"
"BiomedicalConceptProperty","VSTESTCD","True","53f39850-e37a-4ac6-ba07-ce711cc3471d","VSTESTCD","","True","BiomedicalConceptProperty_98"
"BiomedicalConceptProperty","VSORRES","True","c1bb6890-40ed-453d-9a10-474fdb3627f3","VSORRES","integer","True","BiomedicalConceptProperty_99"
"BiomedicalConceptProperty","VSORRESU","True","4c029db4-b8da-447c-90d2-b876a0fcaaf1","VSORRESU","","True","BiomedicalConceptProperty_100"
"BiomedicalConceptProperty","VSPOS","True","e4fb908e-3e79-4917-845a-823d19c76efa","VSPOS","","True","BiomedicalConceptProperty_101"
"BiomedicalConceptProperty","VSLOC","True","ecf4d446-163a-484c-a91f-8ff9d17789a6","VSLOC","","True","BiomedicalConceptProperty_102"
"BiomedicalConceptProperty","VSLAT","True","552d375d-8469-481f-ae71-d9d23bae2333","VSLAT","","True","BiomedicalConceptProperty_103"
"BiomedicalConceptProperty","VSTESTCD","True","3b9ee34d-0c18-4eb0-81f8-7742906fe2a5","VSTESTCD","","True","BiomedicalConceptProperty_104"
"BiomedicalConceptProperty","VSORRES","True","02028c4d-17e3-42a5-bb16-08fb0b8b89c0","VSORRES","integer","True","BiomedicalConceptProperty_105"
"BiomedicalConceptProperty","VSORRESU","True","4a00ffdb-ca31-476c-a076-e20e9c12b0c7","VSORRESU","","True","BiomedicalConceptProperty_106"
"BiomedicalConceptProperty","VSPOS","True","995dd071-47ea-4e4c-9d8a-ba1650caf115","VSPOS","","True","BiomedicalConceptProperty_107"
"BiomedicalConceptProperty","VSLOC","True","ca13c1c8-0f84-46ad-b9fc-86f734d88e6c","VSLOC","","True","BiomedicalConceptProperty_108"
"BiomedicalConceptProperty","VSLAT","True","fb374001-ca51-4565-b6e8-ad942c747fd0","VSLAT","","True","BiomedicalConceptProperty_109"
"BiomedicalConceptProperty","VSTESTCD","True","add540d4-2743-4067-9965-1b48562cdd63","VSTESTCD","","True","BiomedicalConceptProperty_110"
"BiomedicalConceptProperty","VSORRES","True","e8f9d0c0-3a56-4579-b708-0f659d69a1a1","VSORRES","integer","True","BiomedicalConceptProperty_111"
"BiomedicalConceptProperty","VSORRESU","True","6093a500-8bfe-4de7-b25d-c314e7a83a82","VSORRESU","","True","BiomedicalConceptProperty_112"
"BiomedicalConceptProperty","VSPOS","True","d255a3fa-5a50-4d9c-81fc-6f18703fc4d8","VSPOS","","True","BiomedicalConceptProperty_113"
"BiomedicalConceptProperty","VSLOC","True","b3ebe731-bfbc-4243-8742-56fff7046d4a","VSLOC","","True","BiomedicalConceptProperty_114"
"BiomedicalConceptProperty","VSLAT","True","1c8e0121-9c00-4bf4-b4a5-e834101e48db","VSLAT","","True","BiomedicalConceptProperty_115"
