"isRequired","datatype","id","instanceType","uuid:ID","isEnabled","label","name"
"True","text","BiomedicalConceptProperty_5","BiomedicalConceptProperty","2c11ffcb-8851-4d36-b074-fed943e87c4b","True","AESEV","AESEV"
"True","text","BiomedicalConceptProperty_6","BiomedicalConceptProperty","f636fe20-deaa-4c43-93f8-77842c782b3e","True","AESER","AESER"
"True","text","BiomedicalConceptProperty_7","BiomedicalConceptProperty","5a72fcd7-67a5-4aca-9082-9e82632ad746","True","AEACN","AEACN"
"True","text","BiomedicalConceptProperty_8","BiomedicalConceptProperty","16d37ea4-60d3-46d7-8172-16464d7435fc","True","AEACNOTH","AEACNOTH"
"True","text","BiomedicalConceptProperty_9","BiomedicalConceptProperty","1742cf6a-ef2b-4876-97f4-fc73b2a7461f","True","AEREL","AEREL"
"True","text","BiomedicalConceptProperty_10","BiomedicalConceptProperty","85ec1230-180f-4444-aa1a-f8653a0e0b6a","True","AERELNST","AERELNST"
"True","text","BiomedicalConceptProperty_11","BiomedicalConceptProperty","47c7053a-1ccd-4951-b6c9-8a5d994980be","True","AEPATT","AEPATT"
"True","text","BiomedicalConceptProperty_12","BiomedicalConceptProperty","9d88e8a2-68eb-4436-b244-60977f96885c","True","AEOUT","AEOUT"
"True","text","BiomedicalConceptProperty_13","BiomedicalConceptProperty","cfbbf17e-4f7e-4fa1-b6d7-8f90ec53cdb1","True","AESCAN","AESCAN"
"True","text","BiomedicalConceptProperty_14","BiomedicalConceptProperty","b9006b06-ee10-484f-ae7e-6be73d97c84b","True","AESCONG","AESCONG"
"True","text","BiomedicalConceptProperty_15","BiomedicalConceptProperty","a26cfb5d-ae65-4235-8d71-e10f38722273","True","AESDISAB","AESDISAB"
"True","text","BiomedicalConceptProperty_16","BiomedicalConceptProperty","5b6876c6-ce75-43cf-8c57-3402c9795e01","True","AESDTH","AESDTH"
"True","text","BiomedicalConceptProperty_17","BiomedicalConceptProperty","ff54a4f0-d1a8-4ce6-8a55-40c6200a3f95","True","AESHOSP","AESHOSP"
"True","text","BiomedicalConceptProperty_18","BiomedicalConceptProperty","a389ec7e-bfec-4c90-8b15-e7267087cd90","True","AESLIFE","AESLIFE"
"True","text","BiomedicalConceptProperty_19","BiomedicalConceptProperty","dc375e9a-2314-4d18-8699-a1b9d1b12cc0","True","AESOD","AESOD"
"True","text","BiomedicalConceptProperty_20","BiomedicalConceptProperty","a5f54414-0a92-408f-b2cd-eace76f20bdc","True","AESMIE","AESMIE"
"True","text","BiomedicalConceptProperty_21","BiomedicalConceptProperty","5229b388-abdf-4e76-a480-4810b33271e8","True","AECONTRT","AECONTRT"
"True","datetime","BiomedicalConceptProperty_22","BiomedicalConceptProperty","dd56bc13-dc23-4b80-b7fa-e2a6c09b78d9","True","AESTDTC","AESTDTC"
"True","datetime","BiomedicalConceptProperty_23","BiomedicalConceptProperty","7b4a0bf5-ede4-4b84-8a8c-55e4c4702a7f","True","AEENDTC","AEENDTC"
"True","","BiomedicalConceptProperty_24","BiomedicalConceptProperty","91a59f51-78e6-4120-8e52-77e0b4477ee6","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_25","BiomedicalConceptProperty","962101c1-7a5d-444a-bfb7-1c0604bdf857","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_26","BiomedicalConceptProperty","fffe4cde-0ea5-4a5f-9b94-f1b60b1d79a9","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_27","BiomedicalConceptProperty","55f76b14-8a09-4219-add0-24650aab1b8b","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_28","BiomedicalConceptProperty","0f08daef-a396-4658-8f1e-2e1d89eb9f61","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_29","BiomedicalConceptProperty","ed901739-5905-4de2-aa4f-48c527b42439","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_30","BiomedicalConceptProperty","e76a3a0c-3854-43b2-bbc1-732322893d55","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_31","BiomedicalConceptProperty","bdf6c260-1de9-4243-80e6-9786b4c8bbfe","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_32","BiomedicalConceptProperty","a5636bbd-094b-4da9-8c5c-4dd2aa7a0412","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_33","BiomedicalConceptProperty","d45e79cd-cb0d-42f3-90f6-a94d427059d2","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_34","BiomedicalConceptProperty","6575fb4c-2bae-44d2-aa47-8cf272e4b3a0","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_35","BiomedicalConceptProperty","6f964c7b-62d3-465e-a174-716ab332018e","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_36","BiomedicalConceptProperty","6de82a81-671b-4b68-935e-19488c9340b4","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_37","BiomedicalConceptProperty","29fab022-8a41-4336-afec-2694b66206b4","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_38","BiomedicalConceptProperty","e356dc6e-3021-4035-85fe-0dfa7d067fe3","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_39","BiomedicalConceptProperty","74d2bebe-c4b2-4785-b58d-ab630b235f34","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_40","BiomedicalConceptProperty","5562c52b-1e67-4a5b-a6fe-c5f32b8017c7","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_41","BiomedicalConceptProperty","2e49955f-198a-4108-8ea1-356460557881","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_42","BiomedicalConceptProperty","ce23b157-17c1-4d80-93dd-1a2fe833723d","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_43","BiomedicalConceptProperty","2b471412-6b40-4699-9a40-59f72d7f8dc0","True","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_44","BiomedicalConceptProperty","d8f035b0-ede0-4bb2-8ce4-1ef86796457e","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_45","BiomedicalConceptProperty","f2c90b0d-8b7b-4235-8bd8-314ed32fd2f3","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_46","BiomedicalConceptProperty","82798869-de88-4988-8f18-41b643473b24","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_47","BiomedicalConceptProperty","c44ae711-aeeb-48f8-9909-03af70de5bdc","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_48","BiomedicalConceptProperty","c1cd2324-8108-493f-9096-18fef080fb40","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_49","BiomedicalConceptProperty","5fe3a0b1-2f61-44b3-aca5-36b038dfee33","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_50","BiomedicalConceptProperty","e114fc4a-a57d-4877-a5cb-8b26eb05fd25","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_51","BiomedicalConceptProperty","de956613-a800-42f1-b748-48e0a4a785b1","True","LBTESTCD","LBTESTCD"
"True","text","BiomedicalConceptProperty_52","BiomedicalConceptProperty","8da39d21-873e-4f4c-ab70-c0ac6e0bcd6d","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_53","BiomedicalConceptProperty","d3ea0dfe-2b36-467d-99d4-ebc74611f4e5","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_54","BiomedicalConceptProperty","829e2f44-f39d-4829-a7b5-35dc354532fe","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_55","BiomedicalConceptProperty","e4a59398-0b6b-4b96-9937-a735b20e0134","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_56","BiomedicalConceptProperty","0208d263-7f05-46be-9c14-60e66bb748d2","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_57","BiomedicalConceptProperty","c19495ee-708b-4bbf-9c94-c2cfda8fd8b6","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_58","BiomedicalConceptProperty","a65ef6a3-4f8e-4698-b1c9-6cc0e5827c93","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_59","BiomedicalConceptProperty","ade244e9-1c30-44e2-b766-9eb233e95eb1","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_60","BiomedicalConceptProperty","8c0a6dbd-8cf8-46a4-a5c7-1fef74501875","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_61","BiomedicalConceptProperty","3b4a41fa-87d4-496c-811e-02767e9f7c6f","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_62","BiomedicalConceptProperty","9009194a-f436-42f5-b0a9-d8b5ca62e01e","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_63","BiomedicalConceptProperty","d2b1398c-007d-40f7-9dbb-c0562eb69408","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_64","BiomedicalConceptProperty","36e6d478-365b-4f7e-bcb3-84b11089d91a","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_65","BiomedicalConceptProperty","9e1d837c-7c8e-4ea5-bf71-9ade32c5e0fc","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_66","BiomedicalConceptProperty","e273f45f-9eb8-4c21-af51-c0ca1e8e70cf","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_67","BiomedicalConceptProperty","f1860f14-adf7-44d6-8e4c-9c5b58271bcd","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_68","BiomedicalConceptProperty","7157a42c-2aef-47b4-9050-5d38b6fc4a1a","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_69","BiomedicalConceptProperty","c5f33fb6-4c30-4e9e-aa00-a96cb956606f","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_70","BiomedicalConceptProperty","55626053-bfd7-4f01-b714-82d9cb89afdc","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_71","BiomedicalConceptProperty","a3ac38cc-c2aa-4fe0-92be-f81d24d36416","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_72","BiomedicalConceptProperty","86fae186-af60-44e6-8d2a-379347fa0c03","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_73","BiomedicalConceptProperty","45405c81-76ff-4a84-9459-44814ac56603","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_74","BiomedicalConceptProperty","540d036f-9407-4661-9196-8cea9b2769d9","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_75","BiomedicalConceptProperty","76b02c8a-0437-4c22-9e09-96ed006ba454","True","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_76","BiomedicalConceptProperty","4ace64f3-c45f-4dfc-b9e0-e4d6a41788b3","True","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_77","BiomedicalConceptProperty","5e55c8fa-3ec0-49ca-b343-cde369bfc160","True","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_78","BiomedicalConceptProperty","ed39dc1a-4d25-47c3-9752-60e55c930528","True","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_79","BiomedicalConceptProperty","ddb8ccbb-1110-48da-a284-20ed832f4d96","True","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_80","BiomedicalConceptProperty","58acfa31-dcb9-427e-970b-b9ceabe962b9","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_81","BiomedicalConceptProperty","0d8f59a3-1133-4a41-be07-07e0561e383e","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_82","BiomedicalConceptProperty","a927e36d-6141-4486-8f2c-98f3b270c155","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_83","BiomedicalConceptProperty","aebf43f7-fb00-4458-83dd-38bd49831bc5","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_84","BiomedicalConceptProperty","56fa56a1-a8c2-4147-b134-8b9a316eef16","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_85","BiomedicalConceptProperty","f4ff9343-adf2-4d9a-bb1b-87b42eafbb2a","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_86","BiomedicalConceptProperty","aaf3df11-c6d4-4c1e-a7a1-1e48d7047779","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_87","BiomedicalConceptProperty","23f916b5-bb5e-449f-ad97-15c956b56d6e","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_88","BiomedicalConceptProperty","14084162-c28d-4ecb-8b0f-a05d9a32577b","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_89","BiomedicalConceptProperty","3b91d548-581a-4321-9d4b-f1d5741224f0","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_90","BiomedicalConceptProperty","b60a45aa-a7c4-4c84-ad14-a48013edd665","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_91","BiomedicalConceptProperty","14ea79a0-586e-455e-8003-60661ca74b9b","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_92","BiomedicalConceptProperty","307c7fce-f509-4143-9403-f3dfe27bf682","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_93","BiomedicalConceptProperty","8111d483-1e46-40f5-a251-ab05ef503dfb","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_94","BiomedicalConceptProperty","ee402396-512d-41e6-a5d7-a5384d7bc9b3","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_95","BiomedicalConceptProperty","c4d071e4-1718-4dab-8439-a63b48790380","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_96","BiomedicalConceptProperty","633e60c3-33b0-464c-941b-a0c6f9b434a2","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_97","BiomedicalConceptProperty","48d67bb5-3c3c-4011-b4cb-2c2d948c0825","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_98","BiomedicalConceptProperty","cb3f66da-0db0-427a-811f-c5c7d71918ba","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_99","BiomedicalConceptProperty","dc744095-961d-451e-a44b-9cb039834a5f","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_100","BiomedicalConceptProperty","19da7931-0896-449e-a37f-6b335d2a9c56","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_101","BiomedicalConceptProperty","256dc090-3bb2-4c40-9dc5-838a7e75cfbc","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_102","BiomedicalConceptProperty","1b230221-8cab-4b44-a9de-42b07fb9c516","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_103","BiomedicalConceptProperty","dc4a2bb6-e5e6-4765-b6e7-4ff0b7c82fb7","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_104","BiomedicalConceptProperty","fbc8bb1b-2cd1-47c7-b5ce-5c209594e749","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_105","BiomedicalConceptProperty","62068947-29eb-43e5-afbf-33791f1f57d9","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_106","BiomedicalConceptProperty","ca01b346-fd4c-4848-a31f-6a188c284432","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_107","BiomedicalConceptProperty","ca410026-831d-4440-8de3-6d88797774d9","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_108","BiomedicalConceptProperty","58888a98-e87c-446d-afc7-751e08ef78bb","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_109","BiomedicalConceptProperty","3c0f2939-5aca-4bd5-baa5-ca16512ae877","True","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_110","BiomedicalConceptProperty","1441ba8e-e256-4b8f-9c45-f3fb199e0bb4","True","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_111","BiomedicalConceptProperty","23d50773-7754-4881-824a-abe3d44fa230","True","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_112","BiomedicalConceptProperty","c6bf10a2-832b-44b3-a174-fabdd25746c2","True","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_113","BiomedicalConceptProperty","1c8d380b-32a8-4e2f-88cc-35f60587adb8","True","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_114","BiomedicalConceptProperty","9451523f-ad30-489d-9e9f-7b3f4ad7d9f3","True","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_115","BiomedicalConceptProperty","ff9b1e63-19ba-4161-a17c-854dbc1f20e4","True","VSLAT","VSLAT"
