"instanceType","datatype","uuid:ID","isEnabled","label","name","isRequired","id"
"BiomedicalConceptProperty","float","f32f4faa-db15-4052-b7df-dff86f5a5b5e","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_129"
"BiomedicalConceptProperty","","204edeff-1b09-46c3-984d-02d404b45839","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_130"
"BiomedicalConceptProperty","","87e6f1ea-92c6-40e2-af13-8163ab6b61f8","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_131"
"BiomedicalConceptProperty","float","83fd4cac-f6a2-487d-87c6-89ec0c6df2f3","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_132"
"BiomedicalConceptProperty","","f006be74-2951-4548-b46f-78ded40db005","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_133"
"BiomedicalConceptProperty","","de767554-a6fc-4c28-be54-e8c9c1dde97c","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_134"
"BiomedicalConceptProperty","","5bb289e0-fbed-4400-b797-29afa8a588cf","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_135"
"BiomedicalConceptProperty","","92b68e80-7664-45e7-8c34-492f86b0a849","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_136"
"BiomedicalConceptProperty","text","3a6894d8-17b9-4bd4-9269-92e2b7134127","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_137"
"BiomedicalConceptProperty","","f889acd4-0399-462e-be61-b566ab444ae5","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_138"
"BiomedicalConceptProperty","","28fdd3cb-1d62-41bb-a929-a3d4c7122f68","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_139"
"BiomedicalConceptProperty","","03661006-7fcb-4774-b4d1-960caf4dd95a","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_140"
"BiomedicalConceptProperty","float","1baf666a-98ac-40cb-b4c7-bc246ca533dd","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_141"
"BiomedicalConceptProperty","","a1fed95b-ab45-485e-911a-4c18ace97fe8","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_142"
"BiomedicalConceptProperty","","1bf8a25e-2410-4b2b-ae7a-d179b948bff1","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_143"
"BiomedicalConceptProperty","","a514f501-8656-4abb-b0b8-d1699c669c03","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_144"
"BiomedicalConceptProperty","","6fa80647-df16-4637-b4de-cb441e91ae7c","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_145"
"BiomedicalConceptProperty","float","f4f57687-1932-4ef3-b72c-6ca76e9b65cd","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_146"
"BiomedicalConceptProperty","","1ff40c6e-6347-4368-b473-edddf36ff54f","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_147"
"BiomedicalConceptProperty","","5c581981-002a-461f-a468-a06091c62130","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_148"
"BiomedicalConceptProperty","","23150581-1ffa-44e0-b031-74c7aa554342","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_149"
"BiomedicalConceptProperty","","2c41c14d-7ebe-4d12-8575-ab6894b4b280","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_150"
"BiomedicalConceptProperty","float","1d16b863-d9b1-4718-aff3-2a843efab7fc","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_151"
"BiomedicalConceptProperty","","a3b23704-3655-4682-9663-62921120d552","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_152"
"BiomedicalConceptProperty","","aafe42e2-438d-4305-8b8c-ca756031193f","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_153"
"BiomedicalConceptProperty","","3bc20cd6-96bd-484a-8ffe-89d7da9a3f02","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_154"
"BiomedicalConceptProperty","","2306463d-de60-47db-ba7b-329e2b96e328","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_155"
"BiomedicalConceptProperty","float","a0ef71bd-1dab-4f7c-9936-079bdf864860","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_156"
"BiomedicalConceptProperty","","49ee8d3c-d9da-4141-9ad5-5f6f843c9bf2","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_157"
"BiomedicalConceptProperty","","a74693b4-9145-4afa-9771-8c4b6763288e","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_158"
"BiomedicalConceptProperty","","0f75d3e9-088e-49cc-8853-18f0abce507a","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_159"
"BiomedicalConceptProperty","","c41cdd6c-e222-4007-9db7-dfca852abd5d","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_160"
"BiomedicalConceptProperty","float","554dfa8a-687d-4d3d-acc8-91fcb121589d","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_161"
"BiomedicalConceptProperty","","68fb4b9c-9b45-42b4-ae70-e1ff66f505a8","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_162"
"BiomedicalConceptProperty","","94ec6099-38a0-4812-aff5-522cdc864365","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_163"
"BiomedicalConceptProperty","","8f25bddf-08e7-4052-965c-27e8f398bc7a","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_164"
"BiomedicalConceptProperty","","36797ea9-ceb2-4c2a-9edc-5d4e399041f8","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_165"
"BiomedicalConceptProperty","float","9de88b64-beae-4d52-b102-48f837f784ed","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_166"
"BiomedicalConceptProperty","","f7db3343-742c-4d93-8de1-495e661276f6","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_167"
"BiomedicalConceptProperty","","523c6962-5224-4cab-880c-93794d8aec63","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_168"
"BiomedicalConceptProperty","","7a88a815-ec30-4dca-87c8-7a59918ff4c5","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_169"
"BiomedicalConceptProperty","text","a77950ec-3684-4d89-b6e8-d084c2f72339","True","AETERM","AETERM","True","BiomedicalConceptProperty_1"
"BiomedicalConceptProperty","text","f1205aa0-5605-49bb-8246-37eb27e238b7","True","AEDECOD","AEDECOD","True","BiomedicalConceptProperty_2"
"BiomedicalConceptProperty","text","bbb4f4c7-7b41-4d92-94a3-79272d50bdb4","True","AEPRESP","AEPRESP","True","BiomedicalConceptProperty_3"
"BiomedicalConceptProperty","text","76ee5bcc-e7a0-4ab1-abbc-d9c19b1e2884","True","AELOC","AELOC","True","BiomedicalConceptProperty_4"
"BiomedicalConceptProperty","text","89d59a8d-1d07-4ad1-ae84-e056ad567814","True","AESEV","AESEV","True","BiomedicalConceptProperty_5"
"BiomedicalConceptProperty","text","f1a0eee7-88e7-46a8-a8ba-58fa6560e46f","True","AESER","AESER","True","BiomedicalConceptProperty_6"
"BiomedicalConceptProperty","text","d94ac7ab-7c70-406e-83b0-c82a2b2adde4","True","AEACN","AEACN","True","BiomedicalConceptProperty_7"
"BiomedicalConceptProperty","text","be788f61-470c-42cc-a1bc-52170a4ef553","True","AEACNOTH","AEACNOTH","True","BiomedicalConceptProperty_8"
"BiomedicalConceptProperty","text","787a5692-85fd-4aaf-bc99-03c00928f398","True","AEREL","AEREL","True","BiomedicalConceptProperty_9"
"BiomedicalConceptProperty","text","aec23abf-d9c8-4990-a355-3990c0da9da4","True","AERELNST","AERELNST","True","BiomedicalConceptProperty_10"
"BiomedicalConceptProperty","text","20ea3754-2d41-4308-bc6c-c2dfa2e9934c","True","AEPATT","AEPATT","True","BiomedicalConceptProperty_11"
"BiomedicalConceptProperty","text","055fa3b5-4245-402e-b613-b2c66568d06d","True","AEOUT","AEOUT","True","BiomedicalConceptProperty_12"
"BiomedicalConceptProperty","text","65e5db8a-a462-4898-98c3-f5a282e66082","True","AESCAN","AESCAN","True","BiomedicalConceptProperty_13"
"BiomedicalConceptProperty","text","8fbf93fc-13c1-409b-9c6e-48bf4e3f02bd","True","AESCONG","AESCONG","True","BiomedicalConceptProperty_14"
"BiomedicalConceptProperty","text","608a21d9-6656-4c12-9b2a-de6f5b480e8a","True","AESDISAB","AESDISAB","True","BiomedicalConceptProperty_15"
"BiomedicalConceptProperty","text","476e5343-ddf8-4b28-a53a-24a7f731e7ba","True","AESDTH","AESDTH","True","BiomedicalConceptProperty_16"
"BiomedicalConceptProperty","text","414bac2d-779a-4cb5-91e9-b6b476406b98","True","AESHOSP","AESHOSP","True","BiomedicalConceptProperty_17"
"BiomedicalConceptProperty","text","37cf3bb6-b173-4899-ba21-8094a8c64620","True","AESLIFE","AESLIFE","True","BiomedicalConceptProperty_18"
"BiomedicalConceptProperty","text","ea60c77d-b83a-46a7-a7d6-2ec8bd7286a8","True","AESOD","AESOD","True","BiomedicalConceptProperty_19"
"BiomedicalConceptProperty","text","a6868305-ba57-41ee-835f-646b77795643","True","AESMIE","AESMIE","True","BiomedicalConceptProperty_20"
"BiomedicalConceptProperty","text","c2c8ef3d-cddd-4287-93a3-65e48b0eebbf","True","AECONTRT","AECONTRT","True","BiomedicalConceptProperty_21"
"BiomedicalConceptProperty","datetime","debb6dbf-e55a-4056-9c6d-16355e08538f","True","AESTDTC","AESTDTC","True","BiomedicalConceptProperty_22"
"BiomedicalConceptProperty","datetime","2c77bbad-def1-4cc3-9ebc-31f4a808e539","True","AEENDTC","AEENDTC","True","BiomedicalConceptProperty_23"
"BiomedicalConceptProperty","","6b04591f-2ea6-4e49-ac3e-5795eb442175","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_24"
"BiomedicalConceptProperty","integer","8c1cf962-d321-4e1e-8a09-9130cfe8aa08","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_25"
"BiomedicalConceptProperty","","43de20a0-04f3-4f4d-8e8f-8c4201c184d2","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_26"
"BiomedicalConceptProperty","","c17cb2af-98cb-45aa-bacc-87e6473ac8cb","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_27"
"BiomedicalConceptProperty","","37aad5ca-6fe0-477f-b5e2-44bf7289511f","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_28"
"BiomedicalConceptProperty","","47a1e8dd-91ac-4c9a-b8af-1f51a99e62a2","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_29"
"BiomedicalConceptProperty","","0eec790e-75b5-4e42-9864-9d9476ec7b75","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_30"
"BiomedicalConceptProperty","integer","0ff86b9f-80ea-4c56-a52d-7536beeb7cbb","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_31"
"BiomedicalConceptProperty","","850a5992-e3f7-44d9-b4bc-980ed1e82641","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_32"
"BiomedicalConceptProperty","","3187139e-a11b-42a5-a08f-690bc0143c99","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_33"
"BiomedicalConceptProperty","","4dfa971e-a947-4236-b27d-707a3c8f692c","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_34"
"BiomedicalConceptProperty","","ab1e877b-2aa6-4037-b154-02edfde916ea","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_35"
"BiomedicalConceptProperty","","9af7d4cf-4de1-481e-83ef-42a563592afe","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_36"
"BiomedicalConceptProperty","float","668ac5da-248d-4eaa-bd2c-dcaa812eb4a2","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_37"
"BiomedicalConceptProperty","","3ddf3de4-5eb2-4428-bbda-e62c83a8419c","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_38"
"BiomedicalConceptProperty","","fcc936ee-c306-420f-8c55-040693d736b3","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_39"
"BiomedicalConceptProperty","","a3acec61-2638-4723-9224-bebfd13e8eff","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_40"
"BiomedicalConceptProperty","float","8f8f769a-786a-4fb7-b58f-8ec7630fc3bb","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_41"
"BiomedicalConceptProperty","","72bef28e-ee74-4548-945b-006d9a4320e4","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_42"
"BiomedicalConceptProperty","","34b5d03b-8230-4a7e-bbe5-ee63da67f0f2","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_43"
"BiomedicalConceptProperty","float","ab8a08f3-c954-4a6c-914e-78b1eee57557","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_44"
"BiomedicalConceptProperty","","411d24ef-0e6a-485f-886d-551ecc808a1b","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_45"
"BiomedicalConceptProperty","","eed92330-6cf2-4dc7-8075-38f4a297239f","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_46"
"BiomedicalConceptProperty","float","5856dab5-99b7-460d-b36b-6913a23493e4","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_47"
"BiomedicalConceptProperty","","a246cd8f-3fe4-44a8-a31c-fafe01eb2a08","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_48"
"BiomedicalConceptProperty","","123ed267-660a-4314-8ed4-59b34f2b680f","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_49"
"BiomedicalConceptProperty","","2de624df-3225-44ac-ac6a-584755363b9c","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_50"
"BiomedicalConceptProperty","","b8bf9022-9e45-45f2-8dc4-58406a4d415e","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_51"
"BiomedicalConceptProperty","text","5671219c-d87d-4901-a61f-83ea1a244a49","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_52"
"BiomedicalConceptProperty","","320fe379-42c5-4f43-8e0b-81447887ff70","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_53"
"BiomedicalConceptProperty","","abf31002-aaba-4100-b8f7-1543bbc9455a","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_54"
"BiomedicalConceptProperty","","e64ac7c4-d9c3-42ca-8665-8ddea392a315","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_55"
"BiomedicalConceptProperty","float","ae87975e-4c3e-4949-b9ac-31784bda1771","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_56"
"BiomedicalConceptProperty","","8edb0b05-af65-47e5-ac35-360932d06e72","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_57"
"BiomedicalConceptProperty","","03eccfa9-ccdb-4bbe-a770-c8cc86516b03","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_58"
"BiomedicalConceptProperty","","bfefdc39-c0f4-4cb5-827b-d3f16670b423","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_59"
"BiomedicalConceptProperty","","2a1b2eb2-a29d-42b0-8cf5-5347cda96ec2","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_60"
"BiomedicalConceptProperty","float","f7f05a84-4ed9-4a9d-9a27-ab268b06a8f0","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_61"
"BiomedicalConceptProperty","","040c7abd-9cb1-41cc-ae92-bd52ee0a957b","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_62"
"BiomedicalConceptProperty","","05d70344-9225-4b08-85a6-1b99268a1f8c","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_63"
"BiomedicalConceptProperty","","1296af41-7947-43ce-a1b5-b960d0080bdd","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_64"
"BiomedicalConceptProperty","","cf14a832-d574-49ac-bb55-c72165b8b880","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_65"
"BiomedicalConceptProperty","float","50d9d151-500f-45a3-ad41-f779135e8e3d","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_66"
"BiomedicalConceptProperty","","a38f704e-42ca-4fd7-acf4-5049ce209b02","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_67"
"BiomedicalConceptProperty","","2ecce0f5-d403-41b2-8d13-e5a3080baa51","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_68"
"BiomedicalConceptProperty","","4a14e663-f5e0-45c0-aeff-c77cf0ca497c","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_69"
"BiomedicalConceptProperty","","c6d72f13-51d3-488a-80dd-e1a601e77620","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_70"
"BiomedicalConceptProperty","float","c4a595ea-b318-44bc-86eb-0fba5f293477","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_71"
"BiomedicalConceptProperty","","40cdc38e-f5e5-44bf-b794-fde69f5c70a7","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_72"
"BiomedicalConceptProperty","","7857b0af-a38a-47af-aa36-e5e0474af8a0","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_73"
"BiomedicalConceptProperty","","7bfc9231-4229-4633-86c2-60f6cbafd8d5","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_74"
"BiomedicalConceptProperty","","a4ea993f-7547-480f-a508-04597cda7eac","True","LBTESTCD","LBTESTCD","True","BiomedicalConceptProperty_75"
"BiomedicalConceptProperty","float","73ddc0e1-bd78-486f-8bc8-39a9740de1ba","True","LBORRES","LBORRES","True","BiomedicalConceptProperty_76"
"BiomedicalConceptProperty","","2144f189-3d0f-49d6-8a55-5b9269cd1edc","True","LBORRESU","LBORRESU","True","BiomedicalConceptProperty_77"
"BiomedicalConceptProperty","","cff95b01-15f3-4dba-9b50-119df47552c4","True","LBSPEC","LBSPEC","True","BiomedicalConceptProperty_78"
"BiomedicalConceptProperty","","cf9b44e0-1df0-46df-9264-41170d08162b","True","LBFAST","LBFAST","True","BiomedicalConceptProperty_79"
"BiomedicalConceptProperty","","bf2e463b-4daf-4f8a-b5f6-2ed765710b73","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_80"
"BiomedicalConceptProperty","integer","13149b9c-263d-4a28-9bfb-e2cb8babf699","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_81"
"BiomedicalConceptProperty","","744b5e06-96a4-4668-be4c-44403e1a75ea","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_82"
"BiomedicalConceptProperty","","fe6be8f0-4470-4130-8b37-7cb6f3f26010","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_83"
"BiomedicalConceptProperty","","42a5f026-8e42-42bb-abfc-5551c8b54bcb","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_84"
"BiomedicalConceptProperty","","e2c2a149-1592-42ce-afb3-264bd8f6daec","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_85"
"BiomedicalConceptProperty","","05c3d92c-5253-452b-9811-14ed5b6c4d35","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_86"
"BiomedicalConceptProperty","integer","679848db-bfed-46d4-92c7-0c9b923eec48","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_87"
"BiomedicalConceptProperty","","ee1b8229-0754-4be3-b23a-904b09c9d197","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_88"
"BiomedicalConceptProperty","","5071809a-8bda-41d8-a761-d3319a27681b","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_89"
"BiomedicalConceptProperty","","9adafa44-c27b-4dbc-96df-0e1af1ef2704","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_90"
"BiomedicalConceptProperty","","f0c9732c-521f-4803-a723-07882540e086","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_91"
"BiomedicalConceptProperty","","c0db2a86-81f2-4e83-b250-8a9441e53a46","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_92"
"BiomedicalConceptProperty","integer","47e902f5-167d-4cfb-a0c8-f38180567e80","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_93"
"BiomedicalConceptProperty","","0dff535d-e17d-4e23-9477-efab7b155cbe","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_94"
"BiomedicalConceptProperty","","55def9c6-c7d6-49d6-8598-731938a2c2f5","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_95"
"BiomedicalConceptProperty","","1397d585-70e5-4df4-b8a7-e96180fbe5f0","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_96"
"BiomedicalConceptProperty","","848363ba-514d-435f-b35e-e975e0e01dd3","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_97"
"BiomedicalConceptProperty","","a42f292d-2a68-4e2f-a972-b7b86270f8a0","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_98"
"BiomedicalConceptProperty","integer","4ffd1da1-b677-4457-a4ac-ae1d3f0ffc91","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_99"
"BiomedicalConceptProperty","","f097ae87-176c-499e-bc0f-40f1349fe484","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_100"
"BiomedicalConceptProperty","","e642ecc6-a806-4b0a-8c56-83721f634d6d","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_101"
"BiomedicalConceptProperty","","6872fce2-9233-40e4-95aa-10edb385f682","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_102"
"BiomedicalConceptProperty","","d7ee66bd-8076-431c-8eea-6af66d6b699b","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_103"
"BiomedicalConceptProperty","","7f4fe0d5-44f6-4848-96cf-f458ba43aefe","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_104"
"BiomedicalConceptProperty","integer","c642881e-4d83-4840-ab8b-46404ead280c","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_105"
"BiomedicalConceptProperty","","fab40e00-8c43-4a05-a34f-a2729033477b","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_106"
"BiomedicalConceptProperty","","3401a12b-1a37-4a15-8191-8887fb2fbf9c","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_107"
"BiomedicalConceptProperty","","31387466-8638-423d-92d6-d3e099a93036","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_108"
"BiomedicalConceptProperty","","bb6dd4c9-cd7d-4b67-97b5-8f607bb21fd1","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_109"
"BiomedicalConceptProperty","","1b505a27-f641-4e12-bdb6-0eeb280d0258","True","VSTESTCD","VSTESTCD","True","BiomedicalConceptProperty_110"
"BiomedicalConceptProperty","integer","ae71620d-ac11-4cce-abc0-2e554cb27a45","True","VSORRES","VSORRES","True","BiomedicalConceptProperty_111"
"BiomedicalConceptProperty","","a925310e-738b-4bc0-a1b2-acc72e342e2b","True","VSORRESU","VSORRESU","True","BiomedicalConceptProperty_112"
"BiomedicalConceptProperty","","91bea7e1-ede8-44c5-a477-99ee7cfca155","True","VSPOS","VSPOS","True","BiomedicalConceptProperty_113"
"BiomedicalConceptProperty","","28ce75e9-02e5-4cd4-be92-12c67a0d4f44","True","VSLOC","VSLOC","True","BiomedicalConceptProperty_114"
"BiomedicalConceptProperty","","fe18f0ac-e671-48f4-89b1-0c3cc0ea46ed","True","VSLAT","VSLAT","True","BiomedicalConceptProperty_115"
