"label","uuid:ID","isEnabled","isRequired","instanceType","name","id","datatype"
"LBSPEC","a05e4b89-5405-4c78-96f3-2354c07571bf","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_134",""
"LBFAST","712ae613-2707-4b31-a20a-fa7eb79986f4","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_135",""
"LBTESTCD","b85ad1f4-2d61-4fc8-932e-c78e3d453dba","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_136",""
"LBORRES","1f5b6f96-572a-4f28-9d86-400bd1f74da9","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_137","text"
"LBSPEC","a506066c-160e-44ad-95ca-dd0de241b8b1","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_138",""
"LBFAST","e1f294c4-7068-4539-92d1-fc0255f648dd","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_139",""
"LBTESTCD","1501d2d1-60e9-47f4-b574-990c0685e203","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_140",""
"LBORRES","056da56b-1687-4601-b892-2baf784fb4c3","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_141","float"
"LBORRESU","3a1d6db2-e381-4048-97b6-260c5328d9bd","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_142",""
"LBSPEC","f99083fd-fdf8-4b05-ae38-bcfa913e37a7","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_143",""
"LBFAST","fe27fa8c-b963-4e25-b838-d993286d213f","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_144",""
"LBTESTCD","ddf38d1a-3948-4ac3-905a-fe8c6537f199","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_145",""
"LBORRES","3d64d9aa-101e-43e3-9efd-e4494ee163ab","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_146","float"
"LBORRESU","32e5c97b-5d94-491b-b2d5-f501b577f435","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_147",""
"LBSPEC","6c33ab6a-1475-4232-95c8-5b454abf015e","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_148",""
"LBFAST","d176b1bf-79f1-4e72-9c30-db46420032c8","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_149",""
"LBTESTCD","3a2779c6-3091-49ae-a8c6-9d76b557282b","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_150",""
"LBORRES","5805a605-c594-4a1a-82a7-a002182f8a47","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_151","float"
"LBORRESU","c318c8d5-d03e-4767-8745-c18f9feffde4","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_152",""
"LBSPEC","7cea9091-31d5-4124-b0e3-403f8b883843","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_153",""
"LBFAST","96237405-4891-4c28-bf90-09a16038b148","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_154",""
"LBTESTCD","5e3db8ac-520d-4fdc-b9da-6d24533b331c","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_155",""
"LBORRES","debeda63-190f-41a9-863d-e91cae4d3463","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_156","float"
"LBORRESU","a06a9bda-d5d1-44f8-aec0-9a51cf308f9d","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_157",""
"LBSPEC","f638af5a-2551-4936-bef3-1bda52d2b9ae","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_158",""
"LBFAST","81a264c2-e8b5-49a7-be72-fdf3aba0d89d","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_159",""
"LBTESTCD","b7089e3d-a973-402d-8cab-fe222616c778","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_160",""
"LBORRES","fabc65d3-887a-4cbe-8292-b51c1da551b4","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_161","float"
"LBORRESU","bd48d8e7-c4fe-4c33-b222-91735e12f1f0","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_162",""
"LBSPEC","65139e43-c62e-4d30-8bfd-5e782e08d126","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_163",""
"LBFAST","af4df05f-372b-423a-890c-3efd904b874f","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_164",""
"LBTESTCD","15534117-3d80-4b11-b87b-4f4de3ce4034","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_165",""
"LBORRES","134ce618-bde1-4ef4-a834-6aefa2eca00c","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_166","float"
"LBORRESU","c1070354-cf94-4f82-aab2-1329383344d5","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_167",""
"LBSPEC","b51771c9-1a73-4699-a62c-27d52349348c","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_168",""
"LBFAST","65583fd9-9000-4f2c-b10f-d6195c7600bb","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_169",""
"AETERM","fab3303e-6d2c-4ce7-92d9-7a21ac401fc8","True","True","BiomedicalConceptProperty","AETERM","BiomedicalConceptProperty_1","text"
"AEDECOD","14be130f-c5d7-46b0-b750-dd4bed3eaee0","True","True","BiomedicalConceptProperty","AEDECOD","BiomedicalConceptProperty_2","text"
"AEPRESP","77f604c8-cdd3-49d9-a8c7-e64c233a9093","True","True","BiomedicalConceptProperty","AEPRESP","BiomedicalConceptProperty_3","text"
"AELOC","b01ac434-a9c1-4478-b181-7f565a894afb","True","True","BiomedicalConceptProperty","AELOC","BiomedicalConceptProperty_4","text"
"AESEV","bb9d7110-9658-4685-944f-02387248880d","True","True","BiomedicalConceptProperty","AESEV","BiomedicalConceptProperty_5","text"
"AESER","c0139106-1485-430f-9c83-587378b666ab","True","True","BiomedicalConceptProperty","AESER","BiomedicalConceptProperty_6","text"
"AEACN","da2182a0-5b09-4057-afe2-9e6d37ec1606","True","True","BiomedicalConceptProperty","AEACN","BiomedicalConceptProperty_7","text"
"AEACNOTH","f7802f33-b86c-4a63-ab43-1b1b3ac966e0","True","True","BiomedicalConceptProperty","AEACNOTH","BiomedicalConceptProperty_8","text"
"AEREL","4efdb0e9-def3-437e-94fd-900af58a0d8c","True","True","BiomedicalConceptProperty","AEREL","BiomedicalConceptProperty_9","text"
"AERELNST","aed173c3-f1cb-4ed8-acb1-9341f79085cc","True","True","BiomedicalConceptProperty","AERELNST","BiomedicalConceptProperty_10","text"
"AEPATT","4f41bb6e-4c72-419f-9fe1-439ea791fadf","True","True","BiomedicalConceptProperty","AEPATT","BiomedicalConceptProperty_11","text"
"AEOUT","b4cc0f07-e2b0-4cb4-98ed-e0d28d315e62","True","True","BiomedicalConceptProperty","AEOUT","BiomedicalConceptProperty_12","text"
"AESCAN","582a00a4-5101-4ba6-b81d-8c0277b4bc29","True","True","BiomedicalConceptProperty","AESCAN","BiomedicalConceptProperty_13","text"
"AESCONG","9a523ac8-03d0-493f-b3cd-43398bdea9cd","True","True","BiomedicalConceptProperty","AESCONG","BiomedicalConceptProperty_14","text"
"AESDISAB","214691e1-6000-46a5-b663-aba5005a2dd3","True","True","BiomedicalConceptProperty","AESDISAB","BiomedicalConceptProperty_15","text"
"AESDTH","6554d4a9-9733-4d96-8ecd-d8764d857229","True","True","BiomedicalConceptProperty","AESDTH","BiomedicalConceptProperty_16","text"
"AESHOSP","05727ee8-ca2a-47d3-bdfc-fe740991bb1b","True","True","BiomedicalConceptProperty","AESHOSP","BiomedicalConceptProperty_17","text"
"AESLIFE","6e54db64-da25-483a-8aa4-8a8c36a467f2","True","True","BiomedicalConceptProperty","AESLIFE","BiomedicalConceptProperty_18","text"
"AESOD","dfc04900-79c8-4eea-969b-253c3533f2b0","True","True","BiomedicalConceptProperty","AESOD","BiomedicalConceptProperty_19","text"
"AESMIE","0fd3336e-9036-4efc-b74a-d5aab91a6f00","True","True","BiomedicalConceptProperty","AESMIE","BiomedicalConceptProperty_20","text"
"AECONTRT","4963c7a4-a67b-46c3-a9c0-847f9e663a4b","True","True","BiomedicalConceptProperty","AECONTRT","BiomedicalConceptProperty_21","text"
"AESTDTC","cf04e941-2b16-4cf3-8796-86352513fc4f","True","True","BiomedicalConceptProperty","AESTDTC","BiomedicalConceptProperty_22","datetime"
"AEENDTC","dfec1077-2a34-4f51-9226-20092291c971","True","True","BiomedicalConceptProperty","AEENDTC","BiomedicalConceptProperty_23","datetime"
"VSTESTCD","67f3ab2b-fc31-4f61-8e76-5e1195a319a1","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_24",""
"VSORRES","4b837e6c-ddcf-4056-888e-9cc72bbdfa90","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_25","integer"
"VSORRESU","132897a3-fc45-41e3-b23b-73cef4b947f9","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_26",""
"VSPOS","34440b87-b4b0-4c67-843f-349426d9b144","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_27",""
"VSLOC","1c40038c-208b-4a25-9f0f-044c7feaf656","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_28",""
"VSLAT","a94cdae9-7ba4-412f-a219-6235444d0481","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_29",""
"VSTESTCD","dd8e1332-4363-4c2f-97e6-3b7047f14b11","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_30",""
"VSORRES","2039b8e7-4338-4ba6-889e-96987036e3f3","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_31","integer"
"VSORRESU","9a87efe3-48fc-45bf-a71c-f8a6663655fa","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_32",""
"VSPOS","e889d59b-48fb-44c9-a8ca-34d487dd70ad","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_33",""
"VSLOC","5f5b9435-a629-417a-ba03-1173656a856b","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_34",""
"VSLAT","c2e8e109-e19f-4622-b9ef-43b0ebc212bc","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_35",""
"VSTESTCD","43e1f390-359a-4d6a-b698-9750cbce79e3","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_36",""
"VSORRES","5eea5913-0032-4a97-8d25-7350694580d4","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_37","float"
"VSORRESU","b236bb0c-eacd-4b4b-93e5-c9d833807957","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_38",""
"VSLOC","16799433-47ec-40fd-a37b-b8c33d6e5818","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_39",""
"VSTESTCD","0513fbe2-4a67-42b9-b44f-982c5726911c","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_40",""
"VSORRES","e67c9a59-db34-46dc-8675-8422e4c8f2e5","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_41","float"
"VSORRESU","1d70d437-602b-476c-8fea-4cd633788c5c","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_42",""
"VSTESTCD","729b1bfa-1391-40d4-8b63-4a95638d77a6","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_43",""
"VSORRES","3cae7124-ab95-4544-a55d-3304b10526db","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_44","float"
"VSORRESU","30fe55c7-3f72-4fb5-87cd-3bff6dc46e8e","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_45",""
"LBTESTCD","6a0fb700-7db7-479c-b867-9e9a79cf25c6","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_46",""
"LBORRES","b72dc525-4702-4455-85b5-7f864db0a522","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_47","float"
"LBORRESU","e4abdb12-1174-4589-8813-a9f348eed429","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_48",""
"LBSPEC","2bba8eab-2cd1-4b9c-895b-db548e2f2d80","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_49",""
"LBFAST","ea2d4023-bc3e-44fa-a375-eab61aa6cb59","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_50",""
"LBTESTCD","5f54aa88-4d8c-4365-91e6-d46399c76782","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_51",""
"LBORRES","21ba4e86-969e-44ca-85c6-d23475d763f9","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_52","text"
"LBSPEC","bcf26343-8206-459a-a5b9-063587d7b240","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_53",""
"LBFAST","5d00734e-b220-4108-bc52-e705ae21411f","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_54",""
"LBTESTCD","91e08658-4098-4123-b020-297d035c6e9a","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_55",""
"LBORRES","65282b04-fd3b-49eb-8ffc-775bbd80a9d1","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_56","float"
"LBORRESU","dd61eb4e-ed40-44b0-9b72-90d697eec1da","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_57",""
"LBSPEC","6d4defca-4c48-483a-a9ed-f5a9ac671824","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_58",""
"LBFAST","83c4baf1-dabe-405c-a0f6-5a208b54b8c9","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_59",""
"LBTESTCD","92dda192-6b80-4f3f-882c-1f25606b1aaf","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_60",""
"LBORRES","5f3c04a9-d4c4-4c7c-901a-ae85498526ac","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_61","float"
"LBORRESU","2b6ee5d4-fdfd-4371-a969-ebea816588c8","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_62",""
"LBSPEC","a8864a53-4410-4e07-9c11-bc05adee9896","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_63",""
"LBFAST","63953d53-8d8f-47c2-bdc7-5a5302f64e0e","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_64",""
"LBTESTCD","184228f5-c72e-48b2-be34-cf3c3f94cfa3","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_65",""
"LBORRES","7df9d81c-91b1-4bef-8dde-c19d39cd4a42","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_66","float"
"LBORRESU","e9443f8e-6ef1-4b67-8fd7-3e3ea7546e53","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_67",""
"LBSPEC","a2239944-5f84-4e0d-82ba-16eac05cc067","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_68",""
"LBFAST","ef22b174-b10b-486a-ab88-1da59944b1d9","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_69",""
"LBTESTCD","c617d533-0499-4aec-be3e-20a0d2c1cb12","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_70",""
"LBORRES","ab903696-7e40-4526-82f7-9ac65b5b8237","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_71","float"
"LBORRESU","1ce77ddf-9ee9-46ec-ad99-127f03b6d5c7","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_72",""
"LBSPEC","4af7644a-eb7b-4fd0-9480-4a55fa60c4ab","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_73",""
"LBFAST","290ad117-daa0-4fea-a0e0-901bbb910794","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_74",""
"LBTESTCD","e2158dc7-3137-4f6e-b6fe-7863d42affc8","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_75",""
"LBORRES","62a3e152-4c09-46a4-bdc3-b4816a511f75","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_76","float"
"LBORRESU","1498dc84-469d-4049-871f-a6b8897ed566","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_77",""
"LBSPEC","697a508d-5301-4d5c-aee6-533726627d88","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_78",""
"LBFAST","27d25ca9-674b-4b7b-82da-47bab7c462e1","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_79",""
"VSTESTCD","d0358064-f606-471c-869f-486ce5057b6d","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_80",""
"VSORRES","b8aaa041-9d54-4a9e-984b-517b0f4d65b9","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_81","integer"
"VSORRESU","0fa43d92-c010-49b6-863b-62c3060815f0","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_82",""
"VSPOS","d779a7b0-ecab-4c3f-9572-177c57a178de","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_83",""
"VSLOC","21a311d7-e71f-491f-b081-85a7c0289456","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_84",""
"VSLAT","960d2e6f-c522-41b9-a0c0-c45e3e7ba510","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_85",""
"VSTESTCD","2bb6a110-e3c3-43bc-8cfd-34b172408b13","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_86",""
"VSORRES","f3d20695-6870-429c-81bb-ef04cf9b2c16","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_87","integer"
"VSORRESU","49c22fdc-da0f-4161-a48b-df9d023ac9d0","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_88",""
"VSPOS","c7ca5d63-1120-41f4-9d3d-e94602f327b8","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_89",""
"VSLOC","52c6573a-ece3-445c-bd4a-18513a4d7e43","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_90",""
"VSLAT","d5d8a354-0984-40e6-93c2-5a839f53ebb9","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_91",""
"VSTESTCD","848cc516-6cf2-469a-9510-7a1eeedea805","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_92",""
"VSORRES","9f7c7da2-5f86-4dfc-9f92-d7b0355c7240","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_93","integer"
"VSORRESU","b846f4e5-1b73-44c2-96fc-496bdc2f4232","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_94",""
"VSPOS","0c83aa3d-19e5-4f7b-bdf6-2a501162eab3","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_95",""
"VSLOC","5135dc09-b795-4e83-a1f7-38f4e5414cd1","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_96",""
"VSLAT","7185cc76-89fa-44c9-9ae9-af39d791aaa4","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_97",""
"VSTESTCD","9c165432-726a-428e-a9ff-6897e6039be3","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_98",""
"VSORRES","3db6f0ff-e845-4755-b31f-da212572b950","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_99","integer"
"VSORRESU","f68e9f23-715b-4e6e-b508-aadb5957cc6b","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_100",""
"VSPOS","0585db30-91cc-41b5-a1c5-49c361a33271","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_101",""
"VSLOC","43a121f7-fa5a-42b7-a4d9-4a3c0878c25f","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_102",""
"VSLAT","5605326b-79ee-43ae-b163-cf696c6837a4","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_103",""
"VSTESTCD","1637dc80-6f8a-429d-8ff7-c3029998ad84","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_104",""
"VSORRES","3643d12f-548f-416e-8419-bae7e8fa8a45","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_105","integer"
"VSORRESU","f62bba2d-3c7d-4abf-9a8e-1f050abec089","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_106",""
"VSPOS","709c99b8-a485-4c1c-b1ce-f2182d234cba","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_107",""
"VSLOC","7573319f-8023-4547-8e44-2aa930cff154","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_108",""
"VSLAT","28de2a7e-ff54-4363-b3d6-88c3a583ac59","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_109",""
"VSTESTCD","a2f8456c-bf5f-4b56-bdc4-047744ae4613","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_110",""
"VSORRES","949a2c95-a25b-4917-8340-13f04ba649ec","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_111","integer"
"VSORRESU","2fcc1e7c-44bf-4c6f-a064-2e4de335c537","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_112",""
"VSPOS","70958be3-e47a-4ef3-9be9-9dd4bb710aa7","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_113",""
"VSLOC","61d36761-5d65-4da9-baa5-efb539f9745d","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_114",""
"VSLAT","3ecf9eff-2e12-4c16-8cea-d6dcb8f0d542","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_115",""
