"label","datatype","id","name","instanceType","isEnabled","isRequired","uuid:ID"
"LBORRES","float","BiomedicalConceptProperty_146","LBORRES","BiomedicalConceptProperty","True","True","4e725830-02e6-4185-83e4-e2bf4ee804e4"
"LBORRESU","","BiomedicalConceptProperty_147","LBORRESU","BiomedicalConceptProperty","True","True","46840a4b-df1f-4242-a2f3-0fa1726646f2"
"LBSPEC","","BiomedicalConceptProperty_148","LBSPEC","BiomedicalConceptProperty","True","True","f0f888de-ae5e-4cdb-a82e-e0f162a82922"
"LBFAST","","BiomedicalConceptProperty_149","LBFAST","BiomedicalConceptProperty","True","True","6dc37163-016c-4028-a581-b508642ad5a3"
"LBTESTCD","","BiomedicalConceptProperty_150","LBTESTCD","BiomedicalConceptProperty","True","True","0c559614-7f16-4a18-9194-ed0db7aca759"
"LBORRES","float","BiomedicalConceptProperty_151","LBORRES","BiomedicalConceptProperty","True","True","ced9ef92-0ebe-4a94-9fe6-b327af042299"
"LBORRESU","","BiomedicalConceptProperty_152","LBORRESU","BiomedicalConceptProperty","True","True","643374b4-7f65-4159-a2e1-29a38cef6748"
"LBSPEC","","BiomedicalConceptProperty_153","LBSPEC","BiomedicalConceptProperty","True","True","97fc2480-78a5-4767-a888-3ec143038771"
"LBFAST","","BiomedicalConceptProperty_154","LBFAST","BiomedicalConceptProperty","True","True","99dce786-eb6b-4eca-a1c0-fa46ab8dd770"
"LBTESTCD","","BiomedicalConceptProperty_155","LBTESTCD","BiomedicalConceptProperty","True","True","529d8359-77bd-48b4-b3ef-fc742928d437"
"LBORRES","float","BiomedicalConceptProperty_156","LBORRES","BiomedicalConceptProperty","True","True","6028bca0-6162-48d5-af94-a168a5614a12"
"LBORRESU","","BiomedicalConceptProperty_157","LBORRESU","BiomedicalConceptProperty","True","True","22977235-84c2-4e89-9625-d9b9d5ced93c"
"LBSPEC","","BiomedicalConceptProperty_158","LBSPEC","BiomedicalConceptProperty","True","True","6d0e6128-11e9-4782-8d88-1edbc4a80415"
"LBFAST","","BiomedicalConceptProperty_159","LBFAST","BiomedicalConceptProperty","True","True","02e4feef-548d-41e8-9f61-134449206e98"
"LBTESTCD","","BiomedicalConceptProperty_160","LBTESTCD","BiomedicalConceptProperty","True","True","c3b7d13e-8d9a-4045-ba8f-f7c561bf34e6"
"LBORRES","float","BiomedicalConceptProperty_161","LBORRES","BiomedicalConceptProperty","True","True","d3b0c627-1fb9-421b-a0db-8a41c7ae476c"
"LBORRESU","","BiomedicalConceptProperty_162","LBORRESU","BiomedicalConceptProperty","True","True","a6758cdc-47ba-4551-bcbe-87dcdfdc629c"
"LBSPEC","","BiomedicalConceptProperty_163","LBSPEC","BiomedicalConceptProperty","True","True","9dd701a9-d7dd-4c05-b73d-47b0e9b7e4a3"
"LBFAST","","BiomedicalConceptProperty_164","LBFAST","BiomedicalConceptProperty","True","True","8a35f1ec-5b17-4e55-b440-fb84e6b8b80f"
"LBTESTCD","","BiomedicalConceptProperty_165","LBTESTCD","BiomedicalConceptProperty","True","True","0870443c-e13f-4cc6-bfab-e808306cd056"
"LBORRES","float","BiomedicalConceptProperty_166","LBORRES","BiomedicalConceptProperty","True","True","de2f5ecc-fe6c-4ede-a4ac-ff1f3e6e7882"
"LBORRESU","","BiomedicalConceptProperty_167","LBORRESU","BiomedicalConceptProperty","True","True","ef72287d-3ed1-4d3a-bb3a-d3537150015c"
"LBSPEC","","BiomedicalConceptProperty_168","LBSPEC","BiomedicalConceptProperty","True","True","ca07b4e5-3de4-436a-95c3-d669af98ae5f"
"LBFAST","","BiomedicalConceptProperty_169","LBFAST","BiomedicalConceptProperty","True","True","75afc81a-afab-4b28-ba4d-25e6d44855c6"
"AETERM","text","BiomedicalConceptProperty_1","AETERM","BiomedicalConceptProperty","True","True","3ff7cafc-f9ef-4a5e-bfb1-77e8da24cb4d"
"AEDECOD","text","BiomedicalConceptProperty_2","AEDECOD","BiomedicalConceptProperty","True","True","aed72aff-92c9-45af-b12b-32782f7bfda0"
"AEPRESP","text","BiomedicalConceptProperty_3","AEPRESP","BiomedicalConceptProperty","True","True","004a4684-5846-4f5d-b673-dc260903554a"
"AELOC","text","BiomedicalConceptProperty_4","AELOC","BiomedicalConceptProperty","True","True","f4c82246-f4df-4dcc-8a91-7822e2c8791a"
"AESEV","text","BiomedicalConceptProperty_5","AESEV","BiomedicalConceptProperty","True","True","34c1277a-b564-4aa3-85c4-bb09e1260cbb"
"AESER","text","BiomedicalConceptProperty_6","AESER","BiomedicalConceptProperty","True","True","c9d248ec-cbf5-42be-a0df-000cd1ab1c8c"
"AEACN","text","BiomedicalConceptProperty_7","AEACN","BiomedicalConceptProperty","True","True","1dd4fc22-f16c-437d-9e09-2175bc49915f"
"AEACNOTH","text","BiomedicalConceptProperty_8","AEACNOTH","BiomedicalConceptProperty","True","True","551328ea-2f19-40d8-a211-67a8f529bda9"
"AEREL","text","BiomedicalConceptProperty_9","AEREL","BiomedicalConceptProperty","True","True","e71bc71b-43e3-4887-9030-b217a7ca17d5"
"AERELNST","text","BiomedicalConceptProperty_10","AERELNST","BiomedicalConceptProperty","True","True","94345719-51ad-4340-88a2-3cc5a99e0243"
"AEPATT","text","BiomedicalConceptProperty_11","AEPATT","BiomedicalConceptProperty","True","True","4d05964d-156f-4660-835b-6b7417602dd7"
"AEOUT","text","BiomedicalConceptProperty_12","AEOUT","BiomedicalConceptProperty","True","True","f245b82c-4c82-4564-aea7-c0385ca353e8"
"AESCAN","text","BiomedicalConceptProperty_13","AESCAN","BiomedicalConceptProperty","True","True","db5046d9-8ee3-439e-aa83-6eaad6b279ba"
"AESCONG","text","BiomedicalConceptProperty_14","AESCONG","BiomedicalConceptProperty","True","True","84c6d9ab-5e97-4ece-aa67-73ed0f4b3d4c"
"AESDISAB","text","BiomedicalConceptProperty_15","AESDISAB","BiomedicalConceptProperty","True","True","72029d76-a776-416d-93f7-714d0c4456ba"
"AESDTH","text","BiomedicalConceptProperty_16","AESDTH","BiomedicalConceptProperty","True","True","437ab04f-6449-430e-a796-66fff5175350"
"AESHOSP","text","BiomedicalConceptProperty_17","AESHOSP","BiomedicalConceptProperty","True","True","7df39912-c770-4fd3-9b2b-f72925b0589d"
"AESLIFE","text","BiomedicalConceptProperty_18","AESLIFE","BiomedicalConceptProperty","True","True","3c8d0c13-2d6d-4fd4-bc55-e1b9e8d73e53"
"AESOD","text","BiomedicalConceptProperty_19","AESOD","BiomedicalConceptProperty","True","True","89c28dee-f48f-4cbc-a845-3b8398c3e4c0"
"AESMIE","text","BiomedicalConceptProperty_20","AESMIE","BiomedicalConceptProperty","True","True","f6bfa3c3-37f5-49b0-ade3-2748a19df093"
"AECONTRT","text","BiomedicalConceptProperty_21","AECONTRT","BiomedicalConceptProperty","True","True","e5d9aeb7-00fd-43d3-a25f-9479ca2d51be"
"AESTDTC","datetime","BiomedicalConceptProperty_22","AESTDTC","BiomedicalConceptProperty","True","True","8f8e8808-5510-47a7-ac31-dc154f896c27"
"AEENDTC","datetime","BiomedicalConceptProperty_23","AEENDTC","BiomedicalConceptProperty","True","True","a460d891-65dd-462e-8083-4256283c5598"
"VSTESTCD","","BiomedicalConceptProperty_24","VSTESTCD","BiomedicalConceptProperty","True","True","d6e05892-10ce-489f-90f1-8acfacfec504"
"VSORRES","integer","BiomedicalConceptProperty_25","VSORRES","BiomedicalConceptProperty","True","True","a81c82df-859c-4b76-a0e0-0cd1f1ea1285"
"VSORRESU","","BiomedicalConceptProperty_26","VSORRESU","BiomedicalConceptProperty","True","True","c83e1b72-a757-47c2-9908-4ba68639bef4"
"VSPOS","","BiomedicalConceptProperty_27","VSPOS","BiomedicalConceptProperty","True","True","07ddc003-fb41-4aad-a15c-2a37fa801c90"
"VSLOC","","BiomedicalConceptProperty_28","VSLOC","BiomedicalConceptProperty","True","True","0252b829-afaf-45f2-9e1e-656b95136cd1"
"VSLAT","","BiomedicalConceptProperty_29","VSLAT","BiomedicalConceptProperty","True","True","dae0efc0-746b-4d38-acc5-1f2d081801de"
"VSTESTCD","","BiomedicalConceptProperty_30","VSTESTCD","BiomedicalConceptProperty","True","True","6b5b5787-9b5d-4874-89b2-df9bbc85bdbd"
"VSORRES","integer","BiomedicalConceptProperty_31","VSORRES","BiomedicalConceptProperty","True","True","b99b006b-8db9-4cfa-bc36-442c988ac1a8"
"VSORRESU","","BiomedicalConceptProperty_32","VSORRESU","BiomedicalConceptProperty","True","True","42104707-4315-4a9f-bf9e-597cc08c8acd"
"VSPOS","","BiomedicalConceptProperty_33","VSPOS","BiomedicalConceptProperty","True","True","e3fbc8e7-6c77-4002-9dd4-4b4cf93b2dd3"
"VSLOC","","BiomedicalConceptProperty_34","VSLOC","BiomedicalConceptProperty","True","True","af7288e3-0c74-4929-af5c-c64568af35aa"
"VSLAT","","BiomedicalConceptProperty_35","VSLAT","BiomedicalConceptProperty","True","True","b6c203a6-ff11-45c8-81a7-8d1db6f786c4"
"VSTESTCD","","BiomedicalConceptProperty_36","VSTESTCD","BiomedicalConceptProperty","True","True","30522765-0cbc-4924-b304-d734f9237604"
"VSORRES","float","BiomedicalConceptProperty_37","VSORRES","BiomedicalConceptProperty","True","True","b8237302-0c60-42f1-a302-afd73bef63c7"
"VSORRESU","","BiomedicalConceptProperty_38","VSORRESU","BiomedicalConceptProperty","True","True","c619f5bc-3526-4193-9570-e6b3938ea0ca"
"VSLOC","","BiomedicalConceptProperty_39","VSLOC","BiomedicalConceptProperty","True","True","1386e69f-4e9b-49fc-80fb-bdd652ee078e"
"VSTESTCD","","BiomedicalConceptProperty_40","VSTESTCD","BiomedicalConceptProperty","True","True","2f4ecda3-f338-42e4-873e-4d0937150667"
"VSORRES","float","BiomedicalConceptProperty_41","VSORRES","BiomedicalConceptProperty","True","True","529ccb08-3d12-404b-9fb9-4473124c1016"
"VSORRESU","","BiomedicalConceptProperty_42","VSORRESU","BiomedicalConceptProperty","True","True","6873bc0f-9c5f-4fc1-b704-18142d476376"
"VSTESTCD","","BiomedicalConceptProperty_43","VSTESTCD","BiomedicalConceptProperty","True","True","1ea6a390-c16d-406b-a707-de188eb4c5fc"
"VSORRES","float","BiomedicalConceptProperty_44","VSORRES","BiomedicalConceptProperty","True","True","23e37d47-16db-4e76-8d6e-fe775a698157"
"VSORRESU","","BiomedicalConceptProperty_45","VSORRESU","BiomedicalConceptProperty","True","True","1714dfe9-3f84-4e3f-a77f-3210647facd4"
"LBTESTCD","","BiomedicalConceptProperty_46","LBTESTCD","BiomedicalConceptProperty","True","True","ff5febe0-92dd-4900-9204-ac7edc7d4e95"
"LBORRES","float","BiomedicalConceptProperty_47","LBORRES","BiomedicalConceptProperty","True","True","38eecc99-cc96-4424-aea0-80a657a1a081"
"LBORRESU","","BiomedicalConceptProperty_48","LBORRESU","BiomedicalConceptProperty","True","True","78d52bf6-6a7f-4832-9cf0-bb6ec667e1c6"
"LBSPEC","","BiomedicalConceptProperty_49","LBSPEC","BiomedicalConceptProperty","True","True","24a9694b-43c8-47eb-8951-36e1dd5ddeaf"
"LBFAST","","BiomedicalConceptProperty_50","LBFAST","BiomedicalConceptProperty","True","True","9e9a8c04-a442-4521-ae01-c6c5366ab942"
"LBTESTCD","","BiomedicalConceptProperty_51","LBTESTCD","BiomedicalConceptProperty","True","True","e6c8f31e-22c4-44a8-9a62-13d4cda394fd"
"LBORRES","text","BiomedicalConceptProperty_52","LBORRES","BiomedicalConceptProperty","True","True","c05d9f8a-89df-47f9-9673-a11d610dd0f0"
"LBSPEC","","BiomedicalConceptProperty_53","LBSPEC","BiomedicalConceptProperty","True","True","a6069006-cee7-46bc-b81d-b83ad2d8e686"
"LBFAST","","BiomedicalConceptProperty_54","LBFAST","BiomedicalConceptProperty","True","True","9394adca-7587-40a5-a3a7-bda7e4e89f9c"
"LBTESTCD","","BiomedicalConceptProperty_55","LBTESTCD","BiomedicalConceptProperty","True","True","1807814a-9d54-4735-a9a6-b99445220c8d"
"LBORRES","float","BiomedicalConceptProperty_56","LBORRES","BiomedicalConceptProperty","True","True","43010623-46e6-44a7-9a14-4185b2c87eb2"
"LBORRESU","","BiomedicalConceptProperty_57","LBORRESU","BiomedicalConceptProperty","True","True","deaed2f9-6007-4add-add3-415dbeb56c62"
"LBSPEC","","BiomedicalConceptProperty_58","LBSPEC","BiomedicalConceptProperty","True","True","7963c2e0-7849-45fb-894e-bbfd1f4a6f42"
"LBFAST","","BiomedicalConceptProperty_59","LBFAST","BiomedicalConceptProperty","True","True","1d87d012-4b33-4806-8f55-71e3a5af703a"
"LBTESTCD","","BiomedicalConceptProperty_60","LBTESTCD","BiomedicalConceptProperty","True","True","01143b48-5cd6-44c1-a451-526e470be8f5"
"LBORRES","float","BiomedicalConceptProperty_61","LBORRES","BiomedicalConceptProperty","True","True","b963f519-ba5a-4534-a319-5e8808ddb5b2"
"LBORRESU","","BiomedicalConceptProperty_62","LBORRESU","BiomedicalConceptProperty","True","True","5f785142-d161-4f37-b020-0e86c4d60a59"
"LBSPEC","","BiomedicalConceptProperty_63","LBSPEC","BiomedicalConceptProperty","True","True","548c6208-e57d-4ac6-ae2d-763d4ddab09e"
"LBFAST","","BiomedicalConceptProperty_64","LBFAST","BiomedicalConceptProperty","True","True","86d34af2-d4ce-4659-a591-8319c90612f6"
"LBTESTCD","","BiomedicalConceptProperty_65","LBTESTCD","BiomedicalConceptProperty","True","True","7cf52ff3-5fe8-4d5c-a552-8ef9c49a483e"
"LBORRES","float","BiomedicalConceptProperty_66","LBORRES","BiomedicalConceptProperty","True","True","5a3ec321-144e-43ce-b51e-62e9112dcb0f"
"LBORRESU","","BiomedicalConceptProperty_67","LBORRESU","BiomedicalConceptProperty","True","True","71b19762-4d88-4d4d-8f3b-5c6e2bc45769"
"LBSPEC","","BiomedicalConceptProperty_68","LBSPEC","BiomedicalConceptProperty","True","True","545ae4fa-593f-4ba7-bb2e-d226a5048064"
"LBFAST","","BiomedicalConceptProperty_69","LBFAST","BiomedicalConceptProperty","True","True","3388cc9f-6cfb-446f-b5ed-1023a9d97d9f"
"LBTESTCD","","BiomedicalConceptProperty_70","LBTESTCD","BiomedicalConceptProperty","True","True","ed72e6ae-256d-4ccc-a7cd-0c008d887dce"
"LBORRES","float","BiomedicalConceptProperty_71","LBORRES","BiomedicalConceptProperty","True","True","2456b7e5-06eb-4c4e-8aa3-40b43baa185d"
"LBORRESU","","BiomedicalConceptProperty_72","LBORRESU","BiomedicalConceptProperty","True","True","ab1ff7fe-1d1b-4a14-9d90-1af4dff72265"
"LBSPEC","","BiomedicalConceptProperty_73","LBSPEC","BiomedicalConceptProperty","True","True","1520b8b2-7488-4014-a783-ce3fd6783b0f"
"LBFAST","","BiomedicalConceptProperty_74","LBFAST","BiomedicalConceptProperty","True","True","377e8490-a123-42c0-8697-ad2c2578995d"
"LBTESTCD","","BiomedicalConceptProperty_75","LBTESTCD","BiomedicalConceptProperty","True","True","ae9cc0b1-02a3-448d-ae28-450edd7875ca"
"LBORRES","float","BiomedicalConceptProperty_76","LBORRES","BiomedicalConceptProperty","True","True","7b84f214-1d9b-423d-875e-840a165cc228"
"LBORRESU","","BiomedicalConceptProperty_77","LBORRESU","BiomedicalConceptProperty","True","True","d5b8291d-410b-4c07-93a6-26350412f901"
"LBSPEC","","BiomedicalConceptProperty_78","LBSPEC","BiomedicalConceptProperty","True","True","b742bb9b-393a-416d-89dd-fffba056fa55"
"LBFAST","","BiomedicalConceptProperty_79","LBFAST","BiomedicalConceptProperty","True","True","03c7b466-0f15-4519-821b-a88651d3595b"
"VSTESTCD","","BiomedicalConceptProperty_80","VSTESTCD","BiomedicalConceptProperty","True","True","acf62a44-f021-401a-ba1d-c96e1a798091"
"VSORRES","integer","BiomedicalConceptProperty_81","VSORRES","BiomedicalConceptProperty","True","True","ba4e2d9c-ad77-4fbd-afdb-fa04fb0e7e66"
"VSORRESU","","BiomedicalConceptProperty_82","VSORRESU","BiomedicalConceptProperty","True","True","a89031aa-3260-43a7-85ca-307547c94718"
"VSPOS","","BiomedicalConceptProperty_83","VSPOS","BiomedicalConceptProperty","True","True","f3553108-b322-49fa-ae72-29219ae50fa5"
"VSLOC","","BiomedicalConceptProperty_84","VSLOC","BiomedicalConceptProperty","True","True","8d069cc0-ed4d-4ea6-a0b5-a8ea6f027afd"
"VSLAT","","BiomedicalConceptProperty_85","VSLAT","BiomedicalConceptProperty","True","True","52be019b-c017-4f08-b79c-8b81a3ed9aeb"
"VSTESTCD","","BiomedicalConceptProperty_86","VSTESTCD","BiomedicalConceptProperty","True","True","aeaacc0e-9959-4919-b57d-e5a67eb1dd99"
"VSORRES","integer","BiomedicalConceptProperty_87","VSORRES","BiomedicalConceptProperty","True","True","9261d2af-7444-4dbf-9f30-2cacc864bc37"
"VSORRESU","","BiomedicalConceptProperty_88","VSORRESU","BiomedicalConceptProperty","True","True","1dc440e0-fe98-48c5-b266-8b3b2e01cab5"
"VSPOS","","BiomedicalConceptProperty_89","VSPOS","BiomedicalConceptProperty","True","True","d360df52-e315-407f-9c3e-8e562032b06e"
"VSLOC","","BiomedicalConceptProperty_90","VSLOC","BiomedicalConceptProperty","True","True","2895309a-6a82-46ef-a73e-77117dc24138"
"VSLAT","","BiomedicalConceptProperty_91","VSLAT","BiomedicalConceptProperty","True","True","7837f6b4-3e35-4759-98d7-23f460cbf5d0"
"VSTESTCD","","BiomedicalConceptProperty_92","VSTESTCD","BiomedicalConceptProperty","True","True","b184aac7-1a78-40bc-b047-053f08a4e34d"
"VSORRES","integer","BiomedicalConceptProperty_93","VSORRES","BiomedicalConceptProperty","True","True","28213b8c-c3a8-4a51-8ce6-c576059f5c13"
"VSORRESU","","BiomedicalConceptProperty_94","VSORRESU","BiomedicalConceptProperty","True","True","ac1d251d-b505-498e-8dca-8bc0bde8c649"
"VSPOS","","BiomedicalConceptProperty_95","VSPOS","BiomedicalConceptProperty","True","True","4f95ac8b-d4a0-49ff-b9da-66e92f6ed046"
"VSLOC","","BiomedicalConceptProperty_96","VSLOC","BiomedicalConceptProperty","True","True","a0aef7c9-ef1c-44e1-bce9-cd58a9c6c964"
"VSLAT","","BiomedicalConceptProperty_97","VSLAT","BiomedicalConceptProperty","True","True","4665b841-cb9c-4214-bd5f-61d728e42b8c"
"VSTESTCD","","BiomedicalConceptProperty_98","VSTESTCD","BiomedicalConceptProperty","True","True","f6115de0-dc16-4c9e-9ace-2a3a6e777c8f"
"VSORRES","integer","BiomedicalConceptProperty_99","VSORRES","BiomedicalConceptProperty","True","True","8a1dd794-8bf2-4687-8b18-3086b17ce431"
"VSORRESU","","BiomedicalConceptProperty_100","VSORRESU","BiomedicalConceptProperty","True","True","23fe2313-947f-44fa-9aab-be6f4bcf806d"
"VSPOS","","BiomedicalConceptProperty_101","VSPOS","BiomedicalConceptProperty","True","True","cbc9d070-56f3-4dd3-b453-4df9b88780e9"
"VSLOC","","BiomedicalConceptProperty_102","VSLOC","BiomedicalConceptProperty","True","True","4ee485f5-ce76-4572-9e49-7a8741fa2709"
"VSLAT","","BiomedicalConceptProperty_103","VSLAT","BiomedicalConceptProperty","True","True","d176bdbc-f879-484c-9bc4-a29efe6c3c6b"
"VSTESTCD","","BiomedicalConceptProperty_104","VSTESTCD","BiomedicalConceptProperty","True","True","beb898a4-fcb5-4a51-b281-f5d0d97793d4"
"VSORRES","integer","BiomedicalConceptProperty_105","VSORRES","BiomedicalConceptProperty","True","True","1de9add2-c125-4f03-8304-ca0d03176435"
"VSORRESU","","BiomedicalConceptProperty_106","VSORRESU","BiomedicalConceptProperty","True","True","c36041ea-2c73-48d8-b1ca-551829a2cab2"
"VSPOS","","BiomedicalConceptProperty_107","VSPOS","BiomedicalConceptProperty","True","True","257fc563-95d4-4bfc-8ba6-84a1adbba3b3"
"VSLOC","","BiomedicalConceptProperty_108","VSLOC","BiomedicalConceptProperty","True","True","01606763-2f31-4ac1-98f2-9d32830a4d86"
"VSLAT","","BiomedicalConceptProperty_109","VSLAT","BiomedicalConceptProperty","True","True","c27294b2-106f-4b86-aede-a33293fdd0d4"
"VSTESTCD","","BiomedicalConceptProperty_110","VSTESTCD","BiomedicalConceptProperty","True","True","5aeb7e79-edd3-4ab0-8619-8b1177071e37"
"VSORRES","integer","BiomedicalConceptProperty_111","VSORRES","BiomedicalConceptProperty","True","True","e287c7dc-5295-417a-b343-64e7ff0db8c9"
"VSORRESU","","BiomedicalConceptProperty_112","VSORRESU","BiomedicalConceptProperty","True","True","d0b09e04-a8a9-4b80-922c-1a4893994c06"
"VSPOS","","BiomedicalConceptProperty_113","VSPOS","BiomedicalConceptProperty","True","True","d04552d8-957b-42c6-ad34-2cf6d384e5ac"
"VSLOC","","BiomedicalConceptProperty_114","VSLOC","BiomedicalConceptProperty","True","True","a37a64f7-4403-47ec-a735-1cd25b2d9d36"
"VSLAT","","BiomedicalConceptProperty_115","VSLAT","BiomedicalConceptProperty","True","True","ed756d1b-e88b-4ffc-afcc-bb474658b5eb"
