"id","datatype","label","isEnabled","instanceType","name","isRequired","uuid:ID"
"BiomedicalConceptProperty_21","text","AECONTRT","True","BiomedicalConceptProperty","AECONTRT","True","ec6d9e92-7c97-4c07-a3bf-2ee9d14d2231"
"BiomedicalConceptProperty_22","datetime","AESTDTC","True","BiomedicalConceptProperty","AESTDTC","True","e5046fb9-2fe4-4840-a457-ed832ee72b95"
"BiomedicalConceptProperty_23","datetime","AEENDTC","True","BiomedicalConceptProperty","AEENDTC","True","28346440-fd8e-410e-a5ab-1267c21da1f5"
"BiomedicalConceptProperty_24","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","a932b24a-df05-41ec-be9f-a9832e4e9c61"
"BiomedicalConceptProperty_25","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","687e4944-0bb5-40d1-b679-60f97e9af9ee"
"BiomedicalConceptProperty_26","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","6992cbe4-8ffa-4370-97b1-6e0940b67d93"
"BiomedicalConceptProperty_27","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","d86993b8-7170-4b7a-bbb1-b73d3eeef77e"
"BiomedicalConceptProperty_28","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","c303814d-766a-4fe6-9d66-29dcdebe358a"
"BiomedicalConceptProperty_29","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","417a7588-a175-4fdf-a4b4-684dc8b8f367"
"BiomedicalConceptProperty_30","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","06f0eb7f-0c13-4780-88d1-4b788c72ba23"
"BiomedicalConceptProperty_31","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","4aba6f23-9f02-42f8-b859-85b7cfff25bc"
"BiomedicalConceptProperty_32","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","b5a9c89b-1bd6-460d-82b8-c8f43e5ee5c7"
"BiomedicalConceptProperty_33","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","ac6e3fd5-69dc-4954-82e3-9080ccfdbc36"
"BiomedicalConceptProperty_34","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","da6d406b-ac57-4a1b-838f-246d857050de"
"BiomedicalConceptProperty_35","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","74325841-ba29-43db-8e60-d29159822767"
"BiomedicalConceptProperty_36","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","cfcf474a-dce6-47e4-a0f6-5f1e992eea89"
"BiomedicalConceptProperty_37","float","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","59a294ad-0d1a-47e4-b3d3-779a8e615581"
"BiomedicalConceptProperty_38","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","dc909c23-e098-4c4b-ae26-f84493decae0"
"BiomedicalConceptProperty_39","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","5a17b2d0-eb2c-4ffd-9163-dc6e3a907f7f"
"BiomedicalConceptProperty_40","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","cda7a551-73c0-43f5-9f70-59479c49769d"
"BiomedicalConceptProperty_41","float","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","671ae19f-c161-416a-b2a3-aeed2a54e803"
"BiomedicalConceptProperty_42","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","9e799655-c7e9-4d92-bf6c-2c4269b08f31"
"BiomedicalConceptProperty_43","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","b63b2dbd-504d-4026-8110-1a2e73c8a2df"
"BiomedicalConceptProperty_44","float","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","26a67581-40f3-45f5-93e2-e18a1c4f8318"
"BiomedicalConceptProperty_45","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","8f31af43-c283-40c6-8a20-6ffce281ac80"
"BiomedicalConceptProperty_46","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","2c33e71f-db19-46cd-bbfa-f0fb78f0bf6d"
"BiomedicalConceptProperty_47","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","4654fa63-b982-4c1d-a47b-411cceb2fb6b"
"BiomedicalConceptProperty_48","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","89ef2c49-a064-46a8-a65d-3588a562e832"
"BiomedicalConceptProperty_49","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","5f3c3d21-ac15-4174-98d5-dfaf3c47dc1a"
"BiomedicalConceptProperty_50","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","c6ed6704-c0c0-4eee-97d4-55354be15fe4"
"BiomedicalConceptProperty_51","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","36191467-d0a4-4d33-8cdd-c756e072fb38"
"BiomedicalConceptProperty_52","text","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","e7409e08-8fbf-479b-b73f-8a2b789cdc08"
"BiomedicalConceptProperty_53","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","62e5f1c6-3523-47d3-ab60-8920335a081f"
"BiomedicalConceptProperty_54","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","0db15254-00cb-4640-bf90-7caf84805f66"
"BiomedicalConceptProperty_55","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","6f7bc232-64a9-4995-b517-eecc1683e7ea"
"BiomedicalConceptProperty_56","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","bc4131d4-60ad-4797-b189-ec522de0be29"
"BiomedicalConceptProperty_57","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","3911f32f-e722-4627-acd9-4351a1ac4410"
"BiomedicalConceptProperty_58","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","a6007306-68a0-484f-8824-bb0dbcaee4e6"
"BiomedicalConceptProperty_59","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","18f55b65-dfe8-4fa8-a72f-66c5397b3f81"
"BiomedicalConceptProperty_60","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","676c4e5b-bad0-4920-9098-4621b5f64050"
"BiomedicalConceptProperty_61","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","cdec73c1-2b88-4cbb-a993-e90deb64cd0c"
"BiomedicalConceptProperty_62","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","63a15aa9-59ff-4e3a-8a31-4210b7070347"
"BiomedicalConceptProperty_63","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","ef241b22-24b5-472d-9825-ec95b1919c85"
"BiomedicalConceptProperty_64","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","39588f12-6437-4533-9f4f-6745101c708d"
"BiomedicalConceptProperty_65","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","b4efa441-9b43-44dd-87de-b26bdbf5cddb"
"BiomedicalConceptProperty_66","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","a1332bc6-a94e-40f0-801d-292dc854d539"
"BiomedicalConceptProperty_67","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","03c0f7ca-54ba-4fa9-afc6-a929ef7f3333"
"BiomedicalConceptProperty_68","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","551cc9da-8d00-4742-be0a-c51fff82d08b"
"BiomedicalConceptProperty_69","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","9f4d0d31-26b2-4f98-96be-fa9c7823f03e"
"BiomedicalConceptProperty_70","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","3326eb9b-bb54-42a4-ad6c-d89b99d05d39"
"BiomedicalConceptProperty_71","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","5df1c9aa-ec75-4ae4-9a43-56fe17bc534b"
"BiomedicalConceptProperty_72","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","63999b2a-7ebd-4d86-8966-8d615ba38ce1"
"BiomedicalConceptProperty_73","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","2c98a4d1-4195-4816-9824-cf4fd2444556"
"BiomedicalConceptProperty_74","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","397a4dc7-3101-4b8d-bd7e-2aeb611d0159"
"BiomedicalConceptProperty_75","","LBTESTCD","True","BiomedicalConceptProperty","LBTESTCD","True","f236ca23-73cf-4c73-a299-ea0b191806ab"
"BiomedicalConceptProperty_76","float","LBORRES","True","BiomedicalConceptProperty","LBORRES","True","1d4136e6-325d-4968-94bc-327e72d13732"
"BiomedicalConceptProperty_77","","LBORRESU","True","BiomedicalConceptProperty","LBORRESU","True","a6344048-14bb-40fb-aba4-c043b57870ed"
"BiomedicalConceptProperty_78","","LBSPEC","True","BiomedicalConceptProperty","LBSPEC","True","24eeaa9e-44c8-43cb-ac17-e4a33763c5c1"
"BiomedicalConceptProperty_79","","LBFAST","True","BiomedicalConceptProperty","LBFAST","True","8f02c50b-40bf-4196-b13d-4830538d5d80"
"BiomedicalConceptProperty_80","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","86502247-b3ef-49f8-a604-d8f237167954"
"BiomedicalConceptProperty_81","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","ce069e91-303f-45cd-a5a8-ac51e418609e"
"BiomedicalConceptProperty_82","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","8266a7ac-c0e6-4af0-a407-f599bf0a6d98"
"BiomedicalConceptProperty_83","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","e17a9c4c-cdbc-499d-963b-c1dc26dd91b0"
"BiomedicalConceptProperty_84","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","6df8c174-65d7-438d-bf67-35786ae94ee4"
"BiomedicalConceptProperty_85","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","0c683f87-63d0-4de7-90c9-6d95d2302b64"
"BiomedicalConceptProperty_86","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","2de6c5ea-0cf3-41a2-bd91-60b131e2ffb6"
"BiomedicalConceptProperty_87","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","d5eff326-3fc7-4dea-952c-4d5a8eb7b669"
"BiomedicalConceptProperty_88","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","17c0e6e0-f1ec-4c77-aff6-7a2f2d611c87"
"BiomedicalConceptProperty_89","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","08c8f564-64c9-4b3a-86d8-2be48dee80b1"
"BiomedicalConceptProperty_90","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","359e8030-efbe-4834-935a-f7b60f344ed9"
"BiomedicalConceptProperty_91","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","5c00f0a3-7e4b-4663-83a9-196bb9dd9971"
"BiomedicalConceptProperty_92","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","f30567a3-5575-4944-9e64-64d17ba4c2cc"
"BiomedicalConceptProperty_93","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","0710d382-d28e-496b-a1dd-25b9c4e97bb4"
"BiomedicalConceptProperty_94","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","4e2b4eef-a76f-4856-821f-c7cab609274f"
"BiomedicalConceptProperty_95","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","cea5ea71-0c3d-412a-8385-a3a6b9138c05"
"BiomedicalConceptProperty_96","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","eee0c2fb-e12f-4904-8c2b-e4390f50322e"
"BiomedicalConceptProperty_97","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","080e986d-885c-45f0-a45f-84dcc41515d8"
"BiomedicalConceptProperty_98","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","7efeb143-6367-494e-bda1-96df4482af11"
"BiomedicalConceptProperty_99","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","4cf7e166-673f-45a9-b373-237a8399a493"
"BiomedicalConceptProperty_100","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","7e20282d-3a0e-480e-8985-ae03fa96aa70"
"BiomedicalConceptProperty_101","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","137101e6-3ce4-442b-82de-a737fd861dbd"
"BiomedicalConceptProperty_102","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","2babc74f-6d41-4aef-be15-a3ba398b2567"
"BiomedicalConceptProperty_103","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","087cc7cd-4216-441a-9745-7a2538dacee6"
"BiomedicalConceptProperty_104","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","1120b6de-b007-457d-9ae1-bbb151fa8b96"
"BiomedicalConceptProperty_105","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","c70426cb-cf07-4f3f-9566-ed7da9ddb144"
"BiomedicalConceptProperty_106","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","2410462f-f98a-4c06-9319-33572b969b90"
"BiomedicalConceptProperty_107","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","94b27ec3-fa4c-41b8-9b92-34570bae8d82"
"BiomedicalConceptProperty_108","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","bb73b481-8f29-4f27-ae31-f10d8c48c97d"
"BiomedicalConceptProperty_109","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","5fc9f445-077a-427f-9a23-cb01e0f378cd"
"BiomedicalConceptProperty_110","","VSTESTCD","True","BiomedicalConceptProperty","VSTESTCD","True","17f49604-8c5d-4476-a07b-51a7affc15e7"
"BiomedicalConceptProperty_111","integer","VSORRES","True","BiomedicalConceptProperty","VSORRES","True","5b40b9c3-5c0c-454c-b7d1-c871cb38241b"
"BiomedicalConceptProperty_112","","VSORRESU","True","BiomedicalConceptProperty","VSORRESU","True","dbabe69b-def6-4270-a4bf-5095cbae56d0"
"BiomedicalConceptProperty_113","","VSPOS","True","BiomedicalConceptProperty","VSPOS","True","f190336f-08c5-4b5a-a366-fed832bcc4db"
"BiomedicalConceptProperty_114","","VSLOC","True","BiomedicalConceptProperty","VSLOC","True","18907f0c-d1c8-4ee3-baf4-0fb8baffd74e"
"BiomedicalConceptProperty_115","","VSLAT","True","BiomedicalConceptProperty","VSLAT","True","31170314-cdf6-47ee-938e-e690718fac0d"
