"label","uuid:ID","isEnabled","isRequired","instanceType","name","id","datatype"
"VSTESTCD","82ad55d9-884a-46df-a78e-19d80dd61997","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_43",""
"VSORRES","7a5a3229-283f-4477-ad85-45e877ec0bba","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_44","float"
"VSORRESU","6a9279bb-c7ec-4de4-9a49-859ed67dc34b","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_45",""
"LBTESTCD","476bbe95-c8bf-4e6a-bb17-7d96f2e645bc","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_46",""
"LBORRES","ea0a8fdb-d439-41af-bf0d-9e8ea01ffb51","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_47","float"
"LBORRESU","3426918f-6d8c-4a3f-85c5-a5d2a2ab7c2e","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_48",""
"LBSPEC","51c77283-cde6-49cb-866c-0c9caa692666","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_49",""
"LBFAST","163e2b72-657d-4ac3-931b-ac05b9722fc5","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_50",""
"LBTESTCD","890eab42-00da-4392-a654-d33fb27dc21c","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_51",""
"LBORRES","f1893cd3-ac3f-4179-b5c5-d5c8baebdfa2","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_52","text"
"LBSPEC","38db8339-e962-4ee1-836f-6ebc0126ff89","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_53",""
"LBFAST","dd90d0fc-95c7-4130-af27-d75645e72bbf","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_54",""
"LBTESTCD","4ea43f6d-daea-402d-9e73-a120e577a8ae","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_55",""
"LBORRES","66ca8e39-e3e6-4027-baa7-81f48588cd2e","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_56","float"
"LBORRESU","93a1efde-d858-434b-b426-121f2be96e90","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_57",""
"LBSPEC","054342fb-4ad8-4c4a-91fd-fe33d5d57529","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_58",""
"LBFAST","a5ebad1a-0f0a-4eeb-ba89-43cb728736c6","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_59",""
"LBTESTCD","1cbf6845-5840-4f54-aeac-307b08db5039","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_60",""
"LBORRES","889770e2-137f-4f82-bb37-dc6aea9172bc","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_61","float"
"LBORRESU","cc95192b-be75-4d23-9eda-1ab826e124d0","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_62",""
"LBSPEC","c2f68d59-c407-47dd-9ed9-a2b6159f54cb","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_63",""
"LBFAST","b9a3ca33-e8da-4f97-b84a-4c99b7e40793","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_64",""
"LBTESTCD","ed9c2d9a-bb25-4270-8072-af5e7c8df11b","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_65",""
"LBORRES","6e0a7ded-8174-401f-b835-a45a87ca3a0e","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_66","float"
"LBORRESU","42c164ac-cf38-470e-a674-4c1276b90b6d","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_67",""
"LBSPEC","fa546e94-63b9-41a8-bab1-8213fa4b2bcd","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_68",""
"LBFAST","0460f7ed-ed92-4e2f-9e80-718e1401e68f","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_69",""
"LBTESTCD","3766acb3-b443-42d5-8d17-adb5acfac3f5","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_70",""
"LBORRES","975b6528-da80-45ff-a5a5-e1c962864a1d","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_71","float"
"LBORRESU","a18b1b55-e997-4a2f-8a51-896d92de35c2","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_72",""
"LBSPEC","17160d9c-6b78-4f98-ac08-bd969b36342f","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_73",""
"LBFAST","f7df1e9e-6e66-47bf-8e7d-6fd1204ae257","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_74",""
"LBTESTCD","e0f6b39d-1bd1-4dc7-a3e4-594a6896d9b4","True","True","BiomedicalConceptProperty","LBTESTCD","BiomedicalConceptProperty_75",""
"LBORRES","ca498362-818c-4a45-80f6-fc0c4937f861","True","True","BiomedicalConceptProperty","LBORRES","BiomedicalConceptProperty_76","float"
"LBORRESU","0780a4a3-cb11-454d-b547-cdd641444f2c","True","True","BiomedicalConceptProperty","LBORRESU","BiomedicalConceptProperty_77",""
"LBSPEC","8071d6d6-5027-4aa0-8441-19c70a49aac9","True","True","BiomedicalConceptProperty","LBSPEC","BiomedicalConceptProperty_78",""
"LBFAST","3b82a437-8abc-4942-b8f2-8659a4fb88a5","True","True","BiomedicalConceptProperty","LBFAST","BiomedicalConceptProperty_79",""
"VSTESTCD","fc815e18-d911-4942-adb4-b135dd9f8e2a","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_80",""
"VSORRES","7449c137-8920-47e3-a877-a7b71f75950c","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_81","integer"
"VSORRESU","c6a4a4ad-b26a-4b68-8105-ba957275a267","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_82",""
"VSPOS","5aea87c7-f5cc-435e-a79c-4ab3a9968c71","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_83",""
"VSLOC","0248fa07-d0a1-420a-8936-e54a86493706","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_84",""
"VSLAT","b5685917-cdb0-4b8e-a39e-e4808dd33f66","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_85",""
"VSTESTCD","d7096f94-f795-41b5-95ce-b99ae024c4df","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_86",""
"VSORRES","35365891-6bba-4d9e-bad7-da49737e4a4c","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_87","integer"
"VSORRESU","fbc93b06-02dc-460e-bbcf-154382b10f62","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_88",""
"VSPOS","8d43b1a9-6210-4f5d-bfef-589d561f443d","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_89",""
"VSLOC","984fe5d1-a79a-4a0d-b65b-eaf49538dc7d","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_90",""
"VSLAT","7837eaa4-5984-407a-a0b8-9afbfae17dbf","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_91",""
"VSTESTCD","3e388f66-6b02-4ca5-bb8b-6ef243d726ca","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_92",""
"VSORRES","9d6ed8a3-9e85-4a03-857c-cb2afcf9daf1","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_93","integer"
"VSORRESU","c5d2f518-62cd-4ebb-9575-a7b70246cbd9","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_94",""
"VSPOS","4e687e89-c529-4dd2-97ff-b79335fc49d9","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_95",""
"VSLOC","5970338d-c962-4e65-9674-fdc9610a6516","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_96",""
"VSLAT","47f608b2-789f-43c6-8928-25e5f56ee418","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_97",""
"VSTESTCD","db3bced6-95ae-4801-b7dc-d55255861a1d","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_98",""
"VSORRES","52acff0c-0ca3-46d9-9434-d6fd569a48f0","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_99","integer"
"VSORRESU","d1046154-054f-4777-b780-17872257860f","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_100",""
"VSPOS","06c4506e-3144-4838-9eb2-5f84c413e331","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_101",""
"VSLOC","b8a184b9-01ee-4ea9-b34f-2a233e11ab31","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_102",""
"VSLAT","511f2369-1a2c-498f-948b-23a39d23fe10","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_103",""
"VSTESTCD","c5ef665c-dfe1-4da2-b076-bf78185bebbe","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_104",""
"VSORRES","dd2ab593-9c6b-4ea7-9edd-69f152c98750","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_105","integer"
"VSORRESU","a3708984-62c8-4847-b14a-533fec258d6a","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_106",""
"VSPOS","8a41c853-1ada-4503-852b-1cc5d87c2444","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_107",""
"VSLOC","5e1c2338-318f-4e65-a917-5668c3cff722","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_108",""
"VSLAT","4fa085e0-cbe7-47a0-ab73-264e97fc0832","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_109",""
"VSTESTCD","37b9d343-ba72-4bcb-8ac6-89a76cd18586","True","True","BiomedicalConceptProperty","VSTESTCD","BiomedicalConceptProperty_110",""
"VSORRES","a8a92cca-4181-4d03-ba21-68df2916ae17","True","True","BiomedicalConceptProperty","VSORRES","BiomedicalConceptProperty_111","integer"
"VSORRESU","7a1dec23-da61-45ee-8f13-188d474ee86f","True","True","BiomedicalConceptProperty","VSORRESU","BiomedicalConceptProperty_112",""
"VSPOS","30828fe8-afb7-4fea-a02a-3eaab31adb79","True","True","BiomedicalConceptProperty","VSPOS","BiomedicalConceptProperty_113",""
"VSLOC","2c34d23e-b02c-437b-9853-109ee912cb5a","True","True","BiomedicalConceptProperty","VSLOC","BiomedicalConceptProperty_114",""
"VSLAT","ab062591-9ae7-4ddb-8e04-19c32ffa86d3","True","True","BiomedicalConceptProperty","VSLAT","BiomedicalConceptProperty_115",""
