"isRequired","id","uuid:ID","label","isEnabled","name","datatype","instanceType"
"True","BiomedicalConceptProperty_134","f87679fb-8fd9-4394-a880-19f2cbedf81e","LBORRES","True","LBORRES","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_135","f5c6af91-1b73-44fa-b1e0-1c445350fca9","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_136","b3220592-e8b6-42d1-9904-6600ccb54ca1","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_137","e705213f-703b-4ea3-97ec-6dc84229cb6b","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_138","9c3e8c9d-3a5e-4776-a78b-9d52925004ff","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_139","e967e430-67a7-456e-9351-c581166b0b8c","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_140","80b08b2b-63cc-4d28-a317-93e64d22b747","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_141","07cb27eb-807f-4c77-9409-e903cc1e0f73","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_142","efa69fd6-ac86-4487-8adf-ba23b307fd3a","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_143","150b136f-30d7-403a-9baa-b85de7f26d0d","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_144","3c3007a4-48fb-4e6c-89a3-16e6a31d150c","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_145","0456fc14-ffe3-472d-a08a-945700bf673d","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_146","b207d60e-4ae5-4a9e-af0e-9602f59d95a2","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_147","84651f16-94a1-40fa-bafd-5aa653315182","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_148","994780e8-a6a0-44ad-a91d-d97571d2e4ed","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_149","4c734e8f-c924-435d-bce6-b71a64842962","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_150","7724e2cd-e10e-4169-b103-4364fe67199d","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_151","ad1efc58-b07e-4ac5-be4b-93b08f86d1a7","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_152","528213d4-5ed8-455d-8faa-624dc08733d8","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_153","289cd6fc-c6fd-4359-8bd1-9f8db6b979c9","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_154","19f711f1-0d52-4a79-a2c9-3b80ef1d7a4f","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_155","050fec56-2098-4cda-9b7d-f0327489d293","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_156","9b78f56d-ea8e-404c-bcac-664e5362e8c9","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_157","1755541c-7e8b-4cf2-a2ab-1ec527f493d4","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_158","19097595-0ec0-4862-a551-0a26f7a26853","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_159","aa14a33d-1ecd-42ca-b1a9-4933f6064a46","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_160","ef63d3e4-95ec-4640-bbab-3b5fe5289d74","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_161","df86c947-78cf-4486-93e9-1e21f5f1b02a","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_162","b6b37f51-768b-46d2-aa1e-35bf59f1e5e8","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_163","0a492b57-9e48-4ff5-ad6d-c38751af4e8b","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_164","33b49c48-a95c-42f4-9dcc-150af3cf4bc9","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_165","17eb2d9a-db87-40e1-ad6c-c135122ebe12","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_166","5534a307-d012-4446-8dc0-89aa7ae1889a","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_1","d72c751f-2129-4ff3-85f6-ffc92560885e","AETERM","True","AETERM","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_2","92696105-ee9b-4733-bb30-5066618cd31d","AEDECOD","True","AEDECOD","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_3","36b95c3c-995c-40de-8cfe-77617c20bb11","AEPRESP","True","AEPRESP","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_4","33cde906-2563-44f9-8033-6b7a807b4322","AELOC","True","AELOC","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_5","fa27e2ef-07d7-4b99-b60a-a714cbaff0a1","AESEV","True","AESEV","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_6","d7c47fd3-0721-4b0b-b798-1b04598da5f8","AESER","True","AESER","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_7","268d3614-869e-4486-972d-f03565b97887","AEACN","True","AEACN","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_8","3d6c848b-25fa-420f-b0be-a766a506cc38","AEACNOTH","True","AEACNOTH","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_9","6d3329c5-4e8c-4963-951d-f044ea0e4439","AEREL","True","AEREL","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_10","0bce65f5-439a-4c83-9609-96782298c038","AERELNST","True","AERELNST","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_11","702b5249-1ac3-4e1e-ae39-46ebcdef1282","AEPATT","True","AEPATT","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_12","7a0c8f93-1606-4541-aa7d-3f02f02ceb13","AEOUT","True","AEOUT","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_13","1cbf5ab6-98f7-40a8-bc22-41c36f13eb32","AESCAN","True","AESCAN","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_14","a3379c48-f98a-4b18-8889-0ae250880202","AESCONG","True","AESCONG","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_15","1a3d3ae5-e942-4acb-9d5f-6f767f8dc4d6","AESDISAB","True","AESDISAB","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_16","75fbbd70-67d6-4800-a272-3160abe2a839","AESDTH","True","AESDTH","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_17","bee569ac-41ef-47a3-9de0-ee14a55af3d4","AESHOSP","True","AESHOSP","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_18","49e8e207-31f7-47a2-bb5e-7f59eaad4dff","AESLIFE","True","AESLIFE","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_19","b0989fde-7d74-4568-a12c-1aee495bbe08","AESOD","True","AESOD","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_20","d6736d81-e2a8-40b2-908f-bfffa2fb1c2a","AESMIE","True","AESMIE","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_21","d5bc76f7-5361-4d87-a34e-4dfb97ec392d","AECONTRT","True","AECONTRT","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_22","d733b35a-3dd5-40cf-add8-7255415ee6bd","AESTDTC","True","AESTDTC","datetime","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_23","307a3b50-cdbc-49aa-bffb-460f51d31c33","AEENDTC","True","AEENDTC","datetime","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_24","a3cc2c89-7532-428c-8cff-6f489c03185f","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_25","7b63ab58-7002-40d7-92be-f605208539f0","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_26","45395414-9078-4dc6-87f8-8d665c6bac78","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_27","74925e7b-dd56-4c19-8a2b-c82f271d6bdd","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_28","eb2cc640-7d63-4e73-9a64-bf58c70a09d6","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_29","aefd1637-c75d-4262-80db-55cfec7f6062","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_30","1bf34426-b097-4461-8469-c916dc61a12e","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_31","e0ddc312-4ad7-4893-8b1c-ce15e1804667","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_32","e2ec546d-932e-4dab-a006-2b2420ffd711","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_33","10828fc4-e14c-43e4-8e60-4f9ae7ffa15e","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_34","106422fd-517e-49e4-8f04-5ceee4ddccee","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_35","263838da-d9b1-4539-af47-64dcd95e602b","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_36","90596f32-38ff-4ae4-a328-9f1c44ecccd7","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_37","65129cd4-56ab-4297-9989-47aa1a0c001f","VSORRES","True","VSORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_38","4587c899-510a-4b88-b60f-77dbe2422200","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_39","470e15e3-9145-40f4-82ee-7a3f5f0ecdcc","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_40","fa2a9f98-f2f5-4f2d-9aeb-bee77aff11a1","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_41","0205b043-6f5a-4404-a0e4-da1f9fba05fc","VSORRES","True","VSORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_42","c9d5df63-18ae-419a-bc28-24e5bfd784c5","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_43","6a838c2b-b46c-454a-90d4-2e51691a8ecb","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_44","fb0e60b0-745e-4d51-9601-21a635183601","VSORRES","True","VSORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_45","c6b2bb9a-6f86-49a3-b2a5-484fa75c00bb","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_46","d1adfb15-c65a-4b5f-a3ad-09aaa25acc7d","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_47","003376e4-aa08-4212-ab03-6f658dad3596","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_48","81a99fe4-c46f-44ec-8a4a-928a90b6869a","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_49","f56b03d4-c10c-4432-b837-472e15b66ddb","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_50","948c0b68-f8a2-4928-8677-c5b407584e99","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_51","e12ad421-20c2-413e-a0ff-1a70140df016","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_52","0ffc7740-eb79-4fd8-9f60-2d0553717f83","LBORRES","True","LBORRES","text","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_53","c4eebac3-cbe0-4f8d-bc5a-b993d6584c3d","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_54","730b6d12-aba1-44d5-baeb-ebd67190f7be","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_55","f6c8128c-c1d5-4c5b-9172-f611b9d5c535","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_56","35cd2f47-05ad-4900-a302-2c934aa5be61","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_57","627efff7-6865-47bf-ad02-7f8daf32ed94","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_58","65b4ec61-38bb-48b8-bb79-2b07c9500970","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_59","443754e4-a658-4b0d-ad9c-2b4a03da54f7","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_60","2f62fdfb-6161-4b79-9750-4e535299c978","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_61","19e1f337-5228-463b-9f80-2977d37b0bd5","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_62","db6c643b-52dd-4166-bb87-46b7d3092b4d","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_63","28916fbf-6ff1-4bf9-8a2b-b045571b681e","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_64","af6c3ba7-f9c0-44e7-8c85-b53e37fa8795","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_65","fbff8c21-4556-4470-85aa-4afaec5eed0b","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_66","f8f0f2fa-b7ff-4ce2-adac-9a2deeb87dd7","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_67","a3c1fb45-6cb2-4a9a-8cf1-ed441f698660","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_68","7e92263a-6e90-4819-9c2d-b3dc2a7aad13","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_69","521a7a24-dbb4-4ee5-b096-80f91eb6c7de","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_70","99dc63bf-8be9-4d59-bb34-1f5d71890ba5","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_71","8e6db1b8-28c3-45aa-8add-75005df1ff77","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_72","27e35316-72be-4375-aee3-4112d98ffdc4","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_73","daec9cc6-394e-4317-9ba4-e6237b4dfdd5","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_74","57adf660-79af-4244-9d63-8c1c86af9324","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_75","d749639f-0e10-4bc2-94d2-aeeeccc985f6","LBTESTCD","True","LBTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_76","3e97c8f9-4103-4f4f-84da-8a11757eb18b","LBORRES","True","LBORRES","float","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_77","e82f97b6-ed9b-4f91-b875-740a45579166","LBORRESU","True","LBORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_78","4ab43a8b-9969-49cf-b978-9e167802a939","LBSPEC","True","LBSPEC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_79","01049ce6-f78c-4115-a45c-e9f147d23ffb","LBFAST","True","LBFAST","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_80","3c6c3e69-8d52-409f-be23-d22f354cd5a9","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_81","440dcdaa-8196-4162-a72f-e9ef4796d290","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_82","2900efa7-68cd-4cb9-a0cd-ca8ee4494c23","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_83","b2100ae2-88a6-4a4c-92aa-e6fbdee49442","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_84","7cb8cd35-2a7c-42fb-a96d-6afe32fcf295","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_85","5b6e90b8-a3ed-4020-bc1b-dcfd5e95d61d","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_86","ade9a6af-77b5-4c80-8cc7-fda0797b54ea","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_87","86b7acf9-7677-43ff-8876-2d63b5d89811","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_88","58bce152-89c6-4ff8-b733-89022436b146","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_89","11788e06-d493-47ce-bffc-0d89f1fce1d8","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_90","f78a7c58-e6b8-4824-acda-78e747a5a3b6","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_91","c761d97a-e3b4-4bd9-bdbc-2125b000889c","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_92","6a66764d-28f2-439b-8f86-5b5261c7b3d7","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_93","f5165b4d-4823-40fb-8e42-5f6745072c2f","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_94","03643662-bd9c-42f2-9236-fd457e2abf38","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_95","788bf617-b4cd-40ca-8431-6840eaf24808","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_96","c18144aa-b7b2-4569-8fe0-ec000ab8da24","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_97","ba1fb08b-b909-4d24-bdb3-a1c04b70df88","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_98","fd3c9843-25f7-434d-817a-36c8908af8d7","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_99","018029e2-bee2-46db-be86-6992d2c837a4","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_100","98e2d7a1-5d7f-4a01-afcd-90555d521456","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_101","4ec6a4b9-b185-4736-bd26-5c829b9c4b40","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_102","0a3df3fe-a4c4-4a32-ac5e-b8771f0c4554","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_103","72f56391-ec52-4755-bbae-b0cea8b54667","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_104","7a8674cb-746f-468a-ba72-911024d8178e","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_105","592c2138-cd52-425e-9046-c9fc302d5002","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_106","538a7602-f139-4832-8242-1439bdc030a3","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_107","de72355a-c47e-43b2-9a88-89a38ad030bb","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_108","af81c81e-5e54-4c08-9ff2-2bd2b8ad9172","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_109","d305e2b7-92cd-4057-9995-82293d0e920b","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_110","28422521-82e4-4c62-a955-bebab06bf5d0","VSTESTCD","True","VSTESTCD","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_111","7336fe7d-7278-4146-9a7a-1f349b585c17","VSORRES","True","VSORRES","integer","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_112","72647eb7-7c35-48df-bc11-8da423196f5a","VSORRESU","True","VSORRESU","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_113","e735c54b-0ba7-4a97-a899-45c8414a99d5","VSPOS","True","VSPOS","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_114","52f3c89b-73f0-4977-a9c0-9d5c574b51b9","VSLOC","True","VSLOC","","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_115","98bf4532-531b-4d4d-8362-2dcb0e8f1e1e","VSLAT","True","VSLAT","","BiomedicalConceptProperty"
