"id:ID","id","standardCodeAliases","uuid"
"385","AliasCode_30","[]","ef85c5f8-7332-4daf-b0a7-814a85174ff0"
"386","AliasCode_31","[]","276d8c4e-2a9d-4260-96f0-8fc1dc45f52d"
"387","AliasCode_32","[]","6357073c-9d58-49ed-a62d-de1c7e3e125f"
"388","AliasCode_33","[]","c38285fe-aadd-4f9a-ba87-51d9c2dc1744"
"389","AliasCode_34","[]","cd563914-8d75-4a59-a4f8-86e2878b0b84"
"390","AliasCode_28","[]","206c5a50-2928-416a-bd55-709933cf85f0"
"391","AliasCode_36","[]","6c72da39-ff1f-498c-a680-354da00e1330"
"392","AliasCode_37","[]","93c1926b-e6bc-435f-a982-beee8ba671b0"
"393","AliasCode_38","[]","78eb55af-0b9d-4c1e-a5f0-ef9a61c81e1d"
"394","AliasCode_35","[]","ff6fafdd-ebc0-47b8-a441-a56e6a7ac70c"
"395","AliasCode_40","[]","d209aff4-5053-421e-bf5c-45f76b888181"
"396","AliasCode_41","[]","e47da474-015c-4dfd-b28a-048439eafbda"
"397","AliasCode_39","[]","3a672067-5915-4593-b630-b0eed97f73ad"
"398","AliasCode_43","[]","c9ac9790-ad06-4bfb-88b2-76b73d683e3e"
"399","AliasCode_44","[]","56e5b8bd-7b74-49f9-956a-b0e10d21e358"
"400","AliasCode_42","[]","24f38547-f8e1-45b2-b549-93c6c3819457"
"401","AliasCode_46","[]","c5cd8b20-bfe8-40ba-bc50-0daaffc8b07b"
"402","AliasCode_47","[]","08a678ea-158d-485f-b94a-761668d602cc"
"403","AliasCode_48","[]","e90d11b7-a738-4883-8f33-6eac9abfc839"
"404","AliasCode_49","[]","16c24f9d-1d14-4867-8460-7b750a27f56e"
"405","AliasCode_45","[]","1b6c4da9-a18e-4ea8-8f7f-44d681b7c5cd"
"406","AliasCode_51","[]","e42c0f79-4417-450c-8012-9a99f1eba8aa"
"407","AliasCode_52","[]","b7084424-ff91-4a6e-858f-64b8d314fbd9"
"408","AliasCode_53","[]","b16af052-d609-47a5-86bd-a460567fcfe2"
"409","AliasCode_54","[]","cf314b36-f417-4951-95d8-20d65caacd5d"
"410","AliasCode_50","[]","2a66d4ab-6acf-4196-b8e1-46e01a842629"
"411","AliasCode_56","[]","299d1a76-2f63-499c-9597-6a517ffe6b0a"
"412","AliasCode_57","[]","02d17f7a-31d1-4c13-ab76-f5d3a9a0e5b5"
"413","AliasCode_58","[]","2bb5a2d5-c2f2-4de2-ac83-b34be660f2ae"
"414","AliasCode_59","[]","dc2a7946-38b4-4421-b9c7-f3128b5d503d"
"415","AliasCode_55","[]","1b51c6ec-99ec-4b7f-8145-65160eaec8c7"
"416","AliasCode_61","[]","718b444d-c1bc-481a-bd03-733c527e15c0"
"417","AliasCode_62","[]","09d2a57d-9911-48a7-ab57-628c0e212ac5"
"418","AliasCode_63","[]","9dc54810-5d28-4ab8-8078-6a596f9a3d19"
"419","AliasCode_64","[]","a20b1f29-0520-46a4-b1ba-bea68a575e09"
"420","AliasCode_60","[]","64f86838-4561-4b64-8568-8344de5d8270"
"421","AliasCode_66","[]","39029f17-ee97-4d41-9dc5-831c62249b18"
"422","AliasCode_67","[]","d56b9337-4b94-4603-be19-88d4fdb948fe"
"423","AliasCode_68","[]","e2dbe010-0b47-4e55-a386-3a226a9ec055"
"424","AliasCode_69","[]","f5902043-038d-40bd-acc3-0f094ec7af2a"
"425","AliasCode_65","[]","828efc3d-c7af-4a2c-9833-7cc5452f3fd9"
"426","AliasCode_71","[]","2a86b87f-9475-4ede-9023-262f287f49ca"
"427","AliasCode_72","[]","300634a6-e3fc-4ca1-bcc4-1cc682c17e8d"
"428","AliasCode_73","[]","0f56d667-2fe2-4817-9794-b5003a6ee077"
"429","AliasCode_74","[]","99ff4f57-c6e8-41bf-983d-756c9055cfce"
"430","AliasCode_70","[]","259f289a-6994-4ada-83c3-72d09943e4eb"
"431","AliasCode_76","[]","04fa6f67-a31a-4445-a06a-e42f1ab5a56e"
"432","AliasCode_77","[]","7d35dfdd-bff5-4f9d-b8f9-ca81bd7ee88a"
"433","AliasCode_78","[]","36029830-65ba-407b-be20-2ed709a4850c"
"434","AliasCode_79","[]","11ecfd04-1ac5-4397-9942-fe9422b058a8"
"435","AliasCode_75","[]","6e621f30-f99d-470a-8511-7ef4360ab768"
"436","AliasCode_81","[]","b3a74e90-2e2b-4b30-96d8-13144cb20b25"
"437","AliasCode_82","[]","4d2e6770-b6d0-41f6-afa4-318d414b610c"
"438","AliasCode_83","[]","f312c57e-11e6-403e-8836-9180f2d705d7"
"439","AliasCode_84","[]","62d087d7-ac17-40a4-a2a2-254ff1c9c5f5"
"440","AliasCode_85","[]","4f61b8c7-b108-4b7b-a522-e24dec106e6d"
"441","AliasCode_86","[]","2bf039ab-876f-4577-8468-c552af4d6ff9"
"442","AliasCode_80","[]","c4d2750a-5d55-4817-8678-4125eb030a33"
"443","AliasCode_88","[]","2b1f21e7-41e8-4602-8122-e037c7d6de9e"
"444","AliasCode_89","[]","b03cb36a-4779-400e-b819-1a71df8cebfc"
"445","AliasCode_90","[]","b5b3a3d4-370d-485f-832d-315e6a8d97a1"
"446","AliasCode_91","[]","443d81e3-152f-40b5-8999-273b6d369848"
"447","AliasCode_92","[]","414f0d1f-e81c-412f-9f79-7126d9149920"
"448","AliasCode_93","[]","0e3790cd-0e45-46f4-8f20-d79c1f9f47be"
"449","AliasCode_87","[]","f32e2c99-2e50-4ff7-8850-14647d5521c0"
"450","AliasCode_95","[]","016c1f1e-2079-4be5-a29a-b20b34abd175"
"451","AliasCode_96","[]","b722c53c-c629-4325-92da-b0670b83f456"
"452","AliasCode_97","[]","a84be851-ee4e-4361-9473-4a3b39dd9b4d"
"453","AliasCode_98","[]","fd327f28-b972-4ce9-945b-8a2e93ae93d5"
"454","AliasCode_99","[]","c3be7cb0-b2b0-4cb4-81d3-62da89afa97a"
"455","AliasCode_100","[]","e5ae8cdf-e6e3-4c37-a8ec-feb87d46c986"
"456","AliasCode_94","[]","5145a138-6692-419a-bb60-f2d0c90389cf"
"457","AliasCode_102","[]","a1ddcf6b-3c80-4677-9355-d63472628e73"
"458","AliasCode_103","[]","7b6133cc-a2cd-4552-922d-5dc13c5724bd"
"459","AliasCode_104","[]","7753edf5-660a-4633-9161-c4f1b6113c2b"
"460","AliasCode_105","[]","ea4e99d9-000c-4f6e-9a2e-7bb63f0fc8db"
"461","AliasCode_106","[]","3c6508d4-a676-4ab8-ad33-7c04bc025224"
"462","AliasCode_107","[]","a67a4eac-55a0-4ac2-aaad-77bb58a529bc"
"463","AliasCode_101","[]","adab43d1-a7aa-488e-bbf3-6385b142dd15"
"464","AliasCode_5","[]","38c4f566-49bd-4c11-9a67-532a1006cd3f"
"465","AliasCode_2","[]","40bf5a3c-39d0-478c-9b65-da0831d03843"
