"id","label","uuid:ID","instanceType","name","isEnabled","isRequired","datatype"
"BiomedicalConceptProperty_150","LBTESTCD","0478426e-5abe-4515-a705-b4f2fde8d86c","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_151","LBORRES","4c4bab85-96bb-48a4-a9db-11cb3c4b5250","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_152","LBORRESU","5344d420-45b3-4295-b11f-e0f1f792e711","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_153","LBSPEC","fbd5a89e-d025-4f9a-a93c-4064fec2e05f","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_154","LBFAST","8b82d384-93b8-4b75-ba24-f68b8ea901da","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_155","LBTESTCD","58e113ed-52e0-4b5d-943f-bee6e80fce52","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_156","LBORRES","4d78326b-201f-41a0-a0d9-155fe5b4ece3","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_157","LBORRESU","bd383374-7c1b-4058-99f9-50f85099b47e","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_158","LBSPEC","03bfd885-8c35-4126-bfe9-d499a97ae315","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_159","LBFAST","c3b493da-b252-48b4-94bd-eba55c136705","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_160","LBTESTCD","5d2107b2-c269-4cd3-8609-1451c036b2c2","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_161","LBORRES","f577af38-bddd-4631-b8da-2d512d4406bb","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_162","LBORRESU","d2f74591-0454-4da5-8dac-74a648b82221","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_163","LBSPEC","35bf22a6-9e24-4ea0-b74b-f59e5eb6147d","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_164","LBFAST","e325ade6-fb02-4773-825a-5d362c95ece5","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_165","LBTESTCD","20703c9b-0a0b-4902-b6f5-e5605c141a35","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_166","LBORRES","779a4bc4-b4e7-4f3b-9759-d19703b2abf0","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_167","LBORRESU","60390e24-0e23-42ad-b013-57c6bb4894b2","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_168","LBSPEC","7980f881-4544-4d66-88b2-f933b956c26e","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_169","LBFAST","f5d693d8-1f16-460e-a85a-53d4311d52af","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_1","AETERM","68753959-f500-4207-b951-5df3664bbd93","BiomedicalConceptProperty","AETERM","True","True","text"
"BiomedicalConceptProperty_2","AEDECOD","08c694ca-da7a-477c-a0b1-43252f5a2505","BiomedicalConceptProperty","AEDECOD","True","True","text"
"BiomedicalConceptProperty_3","AEPRESP","6355e99a-9940-4be9-a7f6-a32a370e5832","BiomedicalConceptProperty","AEPRESP","True","True","text"
"BiomedicalConceptProperty_4","AELOC","33e8a6bc-8127-42d7-a8bb-a0de63302ced","BiomedicalConceptProperty","AELOC","True","True","text"
"BiomedicalConceptProperty_5","AESEV","26dd782f-435d-49d7-a1b9-17c8998ae17b","BiomedicalConceptProperty","AESEV","True","True","text"
"BiomedicalConceptProperty_6","AESER","d1c90de1-5127-4c4f-bf9e-11166bb961b9","BiomedicalConceptProperty","AESER","True","True","text"
"BiomedicalConceptProperty_7","AEACN","8ee0b179-f1d7-44ea-8db3-d6cf0df428cf","BiomedicalConceptProperty","AEACN","True","True","text"
"BiomedicalConceptProperty_8","AEACNOTH","de79772a-7f2b-4c30-a2cd-ae05e658b64e","BiomedicalConceptProperty","AEACNOTH","True","True","text"
"BiomedicalConceptProperty_9","AEREL","8a37f98f-fd0e-46c5-ac3d-cfb56750e5fe","BiomedicalConceptProperty","AEREL","True","True","text"
"BiomedicalConceptProperty_10","AERELNST","b8c40f3e-a6d6-4421-8806-f50956bd232d","BiomedicalConceptProperty","AERELNST","True","True","text"
"BiomedicalConceptProperty_11","AEPATT","4c8b7360-ff50-4f02-97a1-b5132ae95bdc","BiomedicalConceptProperty","AEPATT","True","True","text"
"BiomedicalConceptProperty_12","AEOUT","4db911cb-aa6e-43a3-be7d-936a2b546986","BiomedicalConceptProperty","AEOUT","True","True","text"
"BiomedicalConceptProperty_13","AESCAN","736cab3e-bcac-4cf4-9bb8-4f8be5dc89cc","BiomedicalConceptProperty","AESCAN","True","True","text"
"BiomedicalConceptProperty_14","AESCONG","f928baa1-9152-480a-8787-7baff4c927ed","BiomedicalConceptProperty","AESCONG","True","True","text"
"BiomedicalConceptProperty_15","AESDISAB","7c8bf373-ae05-434e-9cdd-f9df647bfbb6","BiomedicalConceptProperty","AESDISAB","True","True","text"
"BiomedicalConceptProperty_16","AESDTH","ce4ca7b6-1852-4b2e-ae88-c9fcffaaccb3","BiomedicalConceptProperty","AESDTH","True","True","text"
"BiomedicalConceptProperty_17","AESHOSP","e9d72ad4-09f5-4b7f-a9fd-5f6b320be89f","BiomedicalConceptProperty","AESHOSP","True","True","text"
"BiomedicalConceptProperty_18","AESLIFE","539f5d7e-a2db-4a2d-a38b-8957a5065e82","BiomedicalConceptProperty","AESLIFE","True","True","text"
"BiomedicalConceptProperty_19","AESOD","052a733d-6433-4e26-b135-1362952aba99","BiomedicalConceptProperty","AESOD","True","True","text"
"BiomedicalConceptProperty_20","AESMIE","7877322f-3b68-4714-b25a-183a5a081a63","BiomedicalConceptProperty","AESMIE","True","True","text"
"BiomedicalConceptProperty_21","AECONTRT","f09738cc-1fb3-4b59-9464-d625b5d5cf16","BiomedicalConceptProperty","AECONTRT","True","True","text"
"BiomedicalConceptProperty_22","AESTDTC","b24640fb-60b5-4d17-af71-a764567d8f43","BiomedicalConceptProperty","AESTDTC","True","True","datetime"
"BiomedicalConceptProperty_23","AEENDTC","75335b16-2f77-4cf8-9ec5-b8dc4d53c3ae","BiomedicalConceptProperty","AEENDTC","True","True","datetime"
"BiomedicalConceptProperty_24","VSTESTCD","51d3ed68-ce0b-4e81-9caa-58260a7e2e7c","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_25","VSORRES","df640149-bc9b-454a-875d-5262e328a17f","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_26","VSORRESU","6da45eca-0bea-4254-bfc4-d01db56a224d","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_27","VSPOS","a99550cf-68d4-4756-bfb9-96060c38e995","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_28","VSLOC","b4e0bde4-852f-43e6-8ff9-d3577bd74ac5","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_29","VSLAT","1c42ce58-3a0d-4655-8b59-2f7e23910439","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_30","VSTESTCD","75e499a8-9ab2-431d-82ed-8df17928977c","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_31","VSORRES","841d597d-0074-4a35-afdb-c05decb45b59","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_32","VSORRESU","1fb2ea3c-cf5d-4acb-a1a9-6a6e3f26a77b","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_33","VSPOS","a832e53d-033a-44e1-b76e-7d0672d9c448","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_34","VSLOC","a1ec0f2d-216c-477e-aa1c-fd2bf98a51f5","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_35","VSLAT","cdb82b7c-5a16-4777-8e80-7c67851df9de","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_36","VSTESTCD","18aaf5e0-639d-4eb0-b1dc-12ee77aa572a","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_37","VSORRES","13c320a1-c0f1-4098-8a90-a8d61c6770ef","BiomedicalConceptProperty","VSORRES","True","True","float"
"BiomedicalConceptProperty_38","VSORRESU","b7a787a9-8a9d-4a0a-860d-2f34c3ceb1c0","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_39","VSLOC","fcd7c865-f8fe-41d5-ac06-47cb13b457cb","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_40","VSTESTCD","fce5e35f-1565-4614-9aaf-41c04911fa05","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_41","VSORRES","48363582-bde5-4ebb-b020-c03233a2db81","BiomedicalConceptProperty","VSORRES","True","True","float"
"BiomedicalConceptProperty_42","VSORRESU","1fa7a2af-6998-4517-abbc-65882a0c72fb","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_43","VSTESTCD","61a5f2e1-8176-4d08-9129-878a2f20acef","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_44","VSORRES","5f36e9a2-6688-464d-b45a-fe64d71eea15","BiomedicalConceptProperty","VSORRES","True","True","float"
"BiomedicalConceptProperty_45","VSORRESU","46afa25d-0d18-47f9-aa1c-2103ff5217d2","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_46","LBTESTCD","ea2f310d-9b4c-4488-bcc7-86ecd1116b4b","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_47","LBORRES","d0b61352-126c-4488-bf3a-9a3c6463394e","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_48","LBORRESU","c6020798-cbde-4479-bf45-7ac4245157b5","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_49","LBSPEC","a2b9a7ee-1913-427e-8517-bf16b5e07459","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_50","LBFAST","1edc86d9-4e05-437e-a150-54276d9ea967","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_51","LBTESTCD","25ed9837-10a7-40a9-a56e-ae8a33fa1086","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_52","LBORRES","7f7fa4ae-ec6e-43d4-b854-43f73e2affda","BiomedicalConceptProperty","LBORRES","True","True","text"
"BiomedicalConceptProperty_53","LBSPEC","169ebb7a-5ff3-4208-8d7c-ddd004a4de28","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_54","LBFAST","1902b660-6d5a-48fc-b349-60737933cb27","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_55","LBTESTCD","595ce2ec-3e1b-44ac-bdf4-3aba8c1c8957","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_56","LBORRES","ea25887b-01e3-4465-8d45-f011ed8dc779","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_57","LBORRESU","e6fb8015-3ca6-42b4-a76f-0b994245d61b","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_58","LBSPEC","496b7666-66b9-4d21-a38b-9eecc548d7d2","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_59","LBFAST","a7f603ad-4f4e-459d-b451-e6a9cb236e30","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_60","LBTESTCD","ac3f172f-fd91-49c0-b361-486940ac2e1d","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_61","LBORRES","5c707828-d690-4516-9f23-c3250ace2ee6","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_62","LBORRESU","44f1d77a-4497-46df-8093-aa6ce3a4a2e8","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_63","LBSPEC","08247668-c98f-40b4-8b53-cfd8daf9f503","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_64","LBFAST","483cffc0-a0f1-4888-ba91-e4ae49240867","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_65","LBTESTCD","e6ad116a-614d-4413-9e1f-b919952e103e","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_66","LBORRES","a832a318-387e-4879-89a1-527bb3743da4","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_67","LBORRESU","328d62c6-4651-4326-9f7c-a8f9a723defe","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_68","LBSPEC","82d593ca-c2c5-4da3-a3b7-ffde75735519","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_69","LBFAST","54df0f2e-6b76-420d-9de6-a1ac378ae424","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_70","LBTESTCD","3fea0487-4ed7-4def-b337-3fb72bfe77d3","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_71","LBORRES","d8c190db-ef38-499e-a608-72d0de0a7f7c","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_72","LBORRESU","b0b0a293-def2-4ecb-a649-44c3b37a18f1","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_73","LBSPEC","b3cdf637-d65e-4c8b-9a5c-fd34293bb149","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_74","LBFAST","7e231236-2dd0-4f84-9fec-bb8d4c92b9a2","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_75","LBTESTCD","2e610b69-feaa-42b5-a981-92cb604df941","BiomedicalConceptProperty","LBTESTCD","True","True",""
"BiomedicalConceptProperty_76","LBORRES","9f5c438b-90fc-4254-84be-949007bc7b98","BiomedicalConceptProperty","LBORRES","True","True","float"
"BiomedicalConceptProperty_77","LBORRESU","566d4250-2d7d-48fc-9a42-67666e1932f5","BiomedicalConceptProperty","LBORRESU","True","True",""
"BiomedicalConceptProperty_78","LBSPEC","45c2abe7-d3c1-4232-8ffb-21f6c28fc338","BiomedicalConceptProperty","LBSPEC","True","True",""
"BiomedicalConceptProperty_79","LBFAST","71273f59-90ab-4a23-9e55-242b124e901b","BiomedicalConceptProperty","LBFAST","True","True",""
"BiomedicalConceptProperty_80","VSTESTCD","c55a6ee2-82a1-4ece-8ab3-7d16369349bd","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_81","VSORRES","640dbeec-9efb-41f3-89c8-0537dbede7ee","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_82","VSORRESU","4b464648-000e-4596-a697-dda2008cc442","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_83","VSPOS","4807f0da-47af-495e-9117-d7061e92a7bd","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_84","VSLOC","f2dbfe3c-8f38-43c5-907b-fcf8d4863dae","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_85","VSLAT","5e5275f6-33e9-42bd-b151-8975485707d8","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_86","VSTESTCD","68e2f130-b1aa-42a6-a58a-532d8a3b619f","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_87","VSORRES","9ab62bb8-2d0e-41db-8b5f-68206dbe342c","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_88","VSORRESU","67a7d7a9-64ab-4e23-b95f-7a638c1e1d95","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_89","VSPOS","2d25dcbb-f30d-459e-bb06-48549e824148","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_90","VSLOC","3aa9f9fe-4db2-41f7-b9fe-2db806693005","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_91","VSLAT","3aedf1b8-6c00-4345-b230-2883da541d70","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_92","VSTESTCD","d8596f5f-32ab-411a-8de2-2a7d7d2cf3da","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_93","VSORRES","e0d5288b-90e4-4f93-80f6-d9bf43a5dd65","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_94","VSORRESU","93448e39-26f2-4601-91d0-d89dc7eaefe3","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_95","VSPOS","0f5c2aff-141d-42f3-8b84-6c6021c2578f","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_96","VSLOC","20c56a70-54e1-41af-80f2-58949ed9cf74","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_97","VSLAT","b2127dca-cd2c-42a1-a047-7428d1d7ae9f","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_98","VSTESTCD","f2657b34-eede-45de-adb0-fb91038e68f5","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_99","VSORRES","01a663c2-2a29-4eeb-a9fc-67e21290c3fb","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_100","VSORRESU","c90ca0c4-ecd7-4dbc-a6e9-86bdc5c75b69","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_101","VSPOS","4d6ff7f9-4b7b-46ca-94d4-6c2b53387143","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_102","VSLOC","52276bce-5460-49b8-8bb8-f58b560d1de4","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_103","VSLAT","b5f00ecf-13db-4cd1-bbc1-f806db181e4c","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_104","VSTESTCD","9ee97135-e676-4051-8131-b90cf321e37c","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_105","VSORRES","7e93e1c3-6294-4777-97de-4b8169499653","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_106","VSORRESU","01e046fe-ef65-4c8b-bbbd-edd064ffe9f2","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_107","VSPOS","5d32e122-e466-49b4-8f0e-87acb8089d6a","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_108","VSLOC","501d1cfc-0864-4fb5-9451-87ed0d847863","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_109","VSLAT","50694a74-322c-4ee4-8f37-83dac6cbd6a5","BiomedicalConceptProperty","VSLAT","True","True",""
"BiomedicalConceptProperty_110","VSTESTCD","3350890d-f871-406a-9871-86b6bf89caa0","BiomedicalConceptProperty","VSTESTCD","True","True",""
"BiomedicalConceptProperty_111","VSORRES","c460df60-bbce-4eb0-a10f-b7ba88e0ab7f","BiomedicalConceptProperty","VSORRES","True","True","integer"
"BiomedicalConceptProperty_112","VSORRESU","52da424f-40cb-4f53-b60a-38fa16a8bfff","BiomedicalConceptProperty","VSORRESU","True","True",""
"BiomedicalConceptProperty_113","VSPOS","c96c3974-1d86-46fb-be1e-23279c4b475d","BiomedicalConceptProperty","VSPOS","True","True",""
"BiomedicalConceptProperty_114","VSLOC","d5213971-567c-4e15-ad33-7b37f968db42","BiomedicalConceptProperty","VSLOC","True","True",""
"BiomedicalConceptProperty_115","VSLAT","039a47ce-e8f7-4554-b1d7-ce09d560a86c","BiomedicalConceptProperty","VSLAT","True","True",""
