"id:ID","standardCodeAliases","id","uuid"
"420","[]","AliasCode_60","0a74b5e9-ebae-4817-97c7-bccf75fbe1eb"
"421","[]","AliasCode_66","578dc58c-5a95-47a8-9edb-7e27e6f15967"
"422","[]","AliasCode_67","e13eb6b8-32ae-451d-af4d-e878d985b915"
"423","[]","AliasCode_68","6506ed57-4fe5-4368-9df1-4fe3794f9669"
"424","[]","AliasCode_69","5e99daa5-892c-4b14-8352-66bf570258e8"
"425","[]","AliasCode_65","24b2c086-0e4e-4137-ac3e-1282a989a660"
"426","[]","AliasCode_71","c24f3917-93b6-48eb-853a-ea5e8351677e"
"427","[]","AliasCode_72","573822f0-3f1d-4080-a930-a0d5563955ad"
"428","[]","AliasCode_73","1f7e3096-c6a5-4501-9dfb-0609d53e7e52"
"429","[]","AliasCode_74","9606ea76-8bf3-49d1-bf51-34255853afeb"
"430","[]","AliasCode_70","c9739f66-f657-4a3a-9ea1-341e748e2ee5"
"431","[]","AliasCode_76","3a50446d-8d84-485b-9810-182af65cf355"
"432","[]","AliasCode_77","bc2a04c8-aafb-4c59-aad8-36f64c749bf8"
"433","[]","AliasCode_78","8a913a98-10a0-4899-8824-bc0e25ac346b"
"434","[]","AliasCode_79","d9dd1bd4-b71d-44cc-a42a-a0dc456311a6"
"435","[]","AliasCode_75","ccb918b0-6379-4123-bbdb-12a2f22a2cbb"
"436","[]","AliasCode_81","8b22ea98-2242-438c-a226-f77a4ba8b5cf"
"437","[]","AliasCode_82","878d927a-cbe8-4494-ba5b-66766a415570"
"438","[]","AliasCode_83","fc559723-8e27-4ae9-8104-1d4da9e48449"
"439","[]","AliasCode_84","b78f981b-e5a8-4c6c-aaca-7ec4cf0244f5"
"440","[]","AliasCode_85","fd512519-a1e0-4e7b-b1a9-274005441616"
"441","[]","AliasCode_86","c345a5c3-c168-4c8b-a42c-07558d8571ea"
"442","[]","AliasCode_80","90f462da-3d90-47da-a18b-151f9158e035"
"443","[]","AliasCode_88","5992d323-0450-4f49-a9d8-d3b67717897f"
"444","[]","AliasCode_89","2c3d8e56-519c-4c93-8ef7-035ffb60bf1d"
"445","[]","AliasCode_90","2d847db4-08f2-4638-9a14-1608258aa97b"
"446","[]","AliasCode_91","88cf620b-1609-489f-addf-e947cdaf0abf"
"447","[]","AliasCode_92","1b88a95f-585e-4c37-919e-255705c8e783"
"448","[]","AliasCode_93","2fcc131e-e5ca-48e0-be10-ad4b8514aa84"
"449","[]","AliasCode_87","0cf02b97-aa6f-45fb-a463-05bb758f6416"
"450","[]","AliasCode_95","d3015e2e-be4c-4671-89ba-80c867ca86d2"
"451","[]","AliasCode_96","e05df678-cc39-4760-999e-91e4d49ef216"
"452","[]","AliasCode_97","4068f691-11d2-45b3-996f-8f459c3471f6"
"453","[]","AliasCode_98","484831c6-b0ac-4a0d-8d34-767b7e99d191"
"454","[]","AliasCode_99","9c957a19-7eab-4dea-8738-9677b324a782"
"455","[]","AliasCode_100","9d631d8d-485b-45f6-8f62-fc765d0f5c15"
"456","[]","AliasCode_94","eebb5ae1-ea61-407f-a094-8a860ef63465"
"457","[]","AliasCode_102","b7f5d935-5e50-4685-9dac-fd3bfcc34645"
"458","[]","AliasCode_103","269489da-ac81-4063-b79c-9c17dec8cb51"
"459","[]","AliasCode_104","ca4dbc54-443c-4e67-b73c-695732de7518"
"460","[]","AliasCode_105","4cf3cb59-bf0f-4566-81b0-39bd8a884465"
"461","[]","AliasCode_106","95d154e4-d9f4-4c23-a30a-6b7eb4ab81c3"
"462","[]","AliasCode_107","b15a7a2e-a28b-42c9-804f-7a2b612d84a0"
"463","[]","AliasCode_101","41f6c837-69d1-4626-88a9-d1226b51c365"
"464","[]","AliasCode_5","27fab021-aaa2-46c4-94c5-41d634767e65"
"465","[]","AliasCode_2","b32ba24b-b7a1-4bce-b059-7d2801b90dd8"
