"id:ID","id","standardCodeAliases","uuid"
"439","AliasCode_84","[]","c7833d32-ef41-4d05-a70c-04f10a08d52b"
"440","AliasCode_85","[]","e1379952-bf95-4f22-bf2f-e59640b75b97"
"441","AliasCode_86","[]","0088f1cd-7816-44a3-8569-a9e8e31bb4c6"
"442","AliasCode_80","[]","70fd3fae-ded3-40a3-b476-a0fa8f290f21"
"443","AliasCode_88","[]","d03a6537-90ec-4429-a4ed-ec158f916585"
"444","AliasCode_89","[]","45b603e2-5fad-46eb-a363-b104974a3d17"
"445","AliasCode_90","[]","3b866f7b-05f5-42ff-842b-aadb092d52fc"
"446","AliasCode_91","[]","46e5ff68-c3c2-4870-97db-e015ca51c8b3"
"447","AliasCode_92","[]","ff4a9af0-61c0-4e56-ba37-21ddd1ce3579"
"448","AliasCode_93","[]","68a08590-4647-442e-9487-2f0cfd5f77c0"
"449","AliasCode_87","[]","539a61f7-e589-4bfc-bdc6-298e0b1d218e"
"450","AliasCode_95","[]","d1989aa7-1d66-4d16-afe8-6b8e0596b0ad"
"451","AliasCode_96","[]","c2c19c9d-276e-4c3b-847f-9adcc2ba7fc6"
"452","AliasCode_97","[]","6ed5c636-6884-4493-9763-9d3b788739cc"
"453","AliasCode_98","[]","0b2df410-8223-46c4-8780-a50a682ce4ed"
"454","AliasCode_99","[]","4393e8ec-2f9d-412e-ba2c-1a1251afb829"
"455","AliasCode_100","[]","9a5cd5e9-33fd-4ee1-a084-e3036183a507"
"456","AliasCode_94","[]","01756f9e-9346-4daa-abf0-0a9d7a48e163"
"457","AliasCode_102","[]","790b4078-6e83-4310-98a3-7e1e1d39929a"
"458","AliasCode_103","[]","6d84ed7f-47e9-4416-a71e-67021c01d324"
"459","AliasCode_104","[]","28d1562f-2af5-4740-8c1e-9e04ba5d49c2"
"460","AliasCode_105","[]","f0f6ceea-11c6-4bef-96ce-913cc777c6b3"
"461","AliasCode_106","[]","e26982b5-3224-44db-a32d-0928ce97259c"
"462","AliasCode_107","[]","51557c13-7cd5-4718-83c8-2679c1f18e48"
"463","AliasCode_101","[]","8cea5710-710e-42f4-9c04-b6cb7f40a73c"
"464","AliasCode_5","[]","09a341f5-bcf2-403a-b26c-bf2ab68715ca"
"465","AliasCode_2","[]","1a9003c0-4a78-4dd5-a010-e6d75716bb5a"
