"id:ID","uuid","id","standardCodeAliases"
"351","71b40bae-4365-4ca5-ba69-201cda8ea627","AliasCode_138","[]"
"352","19f61854-962f-41bc-9d86-bdc6867dc574","AliasCode_144","[]"
"353","d3d0c87d-7c5f-4c86-ba3d-529eaee03105","AliasCode_145","[]"
"354","82485e4c-8757-4e27-a727-893917793934","AliasCode_146","[]"
"355","3c2a0f64-9637-455e-a4f1-cda685f9a380","AliasCode_147","[]"
"356","fca66e03-1447-495c-b551-b729e33ad5b2","AliasCode_143","[]"
"357","45bdbc2a-9424-4739-8643-24fd4c389f0d","AliasCode_149","[]"
"358","d5a3e9bc-6f37-432f-befe-230fa163ba95","AliasCode_150","[]"
"359","fd23a719-8e94-402d-aba0-6fa387c41836","AliasCode_151","[]"
"360","8d14c5b0-0067-4657-98b1-6a09465d17c6","AliasCode_152","[]"
"361","da97d81f-68f9-4b4b-a179-6ba071d325c6","AliasCode_148","[]"
"362","5d159bd0-bf92-4b4c-8529-48f3cc1a6843","AliasCode_7","[]"
"363","3b2b53e8-073f-4998-b48d-66d4800485fe","AliasCode_8","[]"
"364","240866fc-df97-411b-941f-93fede00a67a","AliasCode_9","[]"
"365","1df7cba5-ba67-4c45-8dfc-9e4d80f9b45b","AliasCode_10","[]"
"366","54c77611-12ca-4ae0-b313-199a12662bb2","AliasCode_11","[]"
"367","17ccc382-386a-4d27-8b9a-63d98097e2f5","AliasCode_12","[]"
"368","86ed34cc-012a-4f2f-bda6-ed64aa96e4a6","AliasCode_13","[]"
"369","07fdb7a7-3350-4c88-b0f8-7577197bebb6","AliasCode_14","[]"
"370","e3a0d2ac-3786-47a9-a4ac-d4eb40b60137","AliasCode_15","[]"
"371","8a5647cd-41a6-46f1-91ef-05ef44e7645a","AliasCode_16","[]"
"372","d3e6d707-d180-4fae-b061-f5efd7309a62","AliasCode_17","[]"
"373","71e0ea9f-8751-46f5-bbf7-dea86c90cef4","AliasCode_18","[]"
"374","0d0851a3-0568-4ba0-9e0d-710213bcc871","AliasCode_19","[]"
"375","0b4bcb06-8659-43ec-8d5c-cbca77b907d6","AliasCode_20","[]"
"376","a9578061-f8c5-4c72-b820-19ae25fe3e36","AliasCode_6","[]"
"377","82f82a6f-adc0-41b2-b6b6-9542d33836ab","AliasCode_22","[]"
"378","63441cdb-4daa-436d-af19-166fdd8cd122","AliasCode_23","[]"
"379","ae617150-f15b-4ac3-b5df-73ad99583c63","AliasCode_24","[]"
"380","af2f0a10-6866-4ce9-ad26-f841b253d848","AliasCode_25","[]"
"381","9e69a145-1ba8-41e5-a287-91ebcf69c7d2","AliasCode_26","[]"
"382","22cd09c4-b993-4f06-a968-3775077dc410","AliasCode_27","[]"
"383","b0fe870f-b001-4cf8-b461-08fd1f346bf7","AliasCode_21","[]"
"384","768a2255-22ae-4909-a001-ed1c3885e459","AliasCode_29","[]"
"385","913e8d08-c17b-4544-989e-615db38489f5","AliasCode_30","[]"
"386","44412d85-688a-4935-bb0f-e6433b3b1435","AliasCode_31","[]"
"387","d35ee758-b9db-4f9f-8ab7-7d722464ac33","AliasCode_32","[]"
"388","6d7cde3d-3108-460f-b344-657fa10a700a","AliasCode_33","[]"
"389","5aa974b2-ef08-40f1-aa78-b28832b4398b","AliasCode_34","[]"
"390","e4dff11a-0364-412e-a164-088b10ed518a","AliasCode_28","[]"
"391","f5ef969c-c6b7-492d-bbbe-ba8ea103870e","AliasCode_36","[]"
"392","470393b5-dabb-4931-bbe0-f4a4b22a618f","AliasCode_37","[]"
"393","e457cfd0-79a1-46d9-8d76-e48d777e90c3","AliasCode_38","[]"
"394","c73df6ce-89ad-4191-8e0f-8686c0a3b7d4","AliasCode_35","[]"
"395","ced66883-d29b-4425-bae0-58656cecadb5","AliasCode_40","[]"
"396","40a83637-07a3-4ce3-ba30-6aa01a3e0c5b","AliasCode_41","[]"
"397","813c1b7e-405b-4526-b1ef-f4e2b41a29b0","AliasCode_39","[]"
"398","05e96885-a863-4597-a881-23107bdeef83","AliasCode_43","[]"
"399","a2e81b75-8bc9-48e9-8db9-ecd93cad6c09","AliasCode_44","[]"
"400","590f94bb-76f6-4deb-b4d7-a596c59c59a2","AliasCode_42","[]"
"401","f25de06c-d73e-4365-94e4-83e0f1e3e5f2","AliasCode_46","[]"
"402","db7db12e-0fba-4509-8204-3caa47ba40c7","AliasCode_47","[]"
"403","d665d5bb-171d-447c-842c-1cb8713ebcc8","AliasCode_48","[]"
"404","f5af7408-44e9-4004-aeef-467d842aac82","AliasCode_49","[]"
"405","47cd1044-9afc-46d5-8ae2-de035a409403","AliasCode_45","[]"
"406","5485503f-a707-457b-89ff-5c13f794d1ca","AliasCode_51","[]"
"407","33b9711e-5530-4f75-8aed-a84bfa1a4d35","AliasCode_52","[]"
"408","6c468c30-efef-4d45-88e8-fca28b6d7207","AliasCode_53","[]"
"409","0e777177-bce9-4233-9d4b-bddd194749a2","AliasCode_54","[]"
"410","75006f63-9ec5-46c2-ad12-8f9c5b55e46a","AliasCode_50","[]"
"411","53849f6c-61c5-4104-9b80-4152250e55e0","AliasCode_56","[]"
"412","c033ae20-bf8f-4ea2-96ea-6baab5b9e52c","AliasCode_57","[]"
"413","4300856f-38a6-407c-a481-93a462e2afea","AliasCode_58","[]"
"414","342e39e1-913e-44d7-8ee5-270a5a7f5c33","AliasCode_59","[]"
"415","eb76e094-76c8-45b6-b43e-d0b1f16ea978","AliasCode_55","[]"
"416","b38fa7da-fc73-47c5-86b9-d72404c64a46","AliasCode_61","[]"
"417","93e988b4-f52b-4f7f-a0fd-07acce01e8b2","AliasCode_62","[]"
"418","4bcf1c20-365f-4ffb-84c8-95bc50bd5133","AliasCode_63","[]"
"419","fb53daeb-1476-46d8-be03-67454c50f812","AliasCode_64","[]"
"420","b4360238-6569-4eef-8ebc-1fa7a036ef5f","AliasCode_60","[]"
"421","6727070e-41c6-4cd6-af7a-b135d31f5832","AliasCode_66","[]"
"422","3994afd0-7159-40f0-9d11-5f58e5aa03b7","AliasCode_67","[]"
"423","0682e318-c929-403b-b9ef-afdccf227c5f","AliasCode_68","[]"
"424","42c7dfe7-8827-45af-bf63-5a6207208ee9","AliasCode_69","[]"
"425","b9e895b0-18a3-41b2-a951-23bbbda52913","AliasCode_65","[]"
"426","8556fd50-fb77-4c30-a96e-3691ad0addca","AliasCode_71","[]"
"427","69e11bbc-fe3d-42fc-8e66-a8489f514980","AliasCode_72","[]"
"428","33568a2b-c0ae-4fcd-abcc-8f3bbed92cb5","AliasCode_73","[]"
"429","365a8986-6ca3-49c4-8d31-5f7d0eeef3f5","AliasCode_74","[]"
"430","a446ef4f-0c21-4cb8-bc2d-48ac5a988e37","AliasCode_70","[]"
"431","2c04ce5e-c60e-4f38-a3e6-1584c1962cee","AliasCode_76","[]"
"432","23766f2f-69cb-49ed-9b6f-9245585f9e65","AliasCode_77","[]"
"433","58b0db44-71fa-469a-adb8-54f96f01f460","AliasCode_78","[]"
"434","1dce6d0e-90fe-44a8-b0b4-8540ddb0bd0d","AliasCode_79","[]"
"435","3925eb71-a54f-469e-950c-48152e8fe05c","AliasCode_75","[]"
"436","9be131fe-7c41-47ee-9fc4-a5b1cc849dc4","AliasCode_81","[]"
"437","ba6b2ee9-83b5-499e-8e35-99a7c65a6759","AliasCode_82","[]"
"438","ed787582-1542-47fe-9158-df357ad73161","AliasCode_83","[]"
"439","f098395b-a58a-43a3-9e67-02858bd1ffd2","AliasCode_84","[]"
"440","fa4d1718-368c-4a8d-973e-05ab77c1beab","AliasCode_85","[]"
"441","70b8d2be-3c8e-461b-b974-2f6897d61f0e","AliasCode_86","[]"
"442","8437bc4b-5776-4728-b104-06255cbd9b80","AliasCode_80","[]"
"443","f50ae8f8-c378-4cec-b984-d36789aa0541","AliasCode_88","[]"
"444","a10c6d5f-4cbf-4931-be94-13d3a45deb62","AliasCode_89","[]"
"445","0a9abc30-e4ae-44a2-a406-9baadae4528d","AliasCode_90","[]"
"446","88d0f7e8-4053-443e-a35c-3d24d811abc3","AliasCode_91","[]"
"447","af7a1d5b-d3d5-41af-bca1-b785fd769c10","AliasCode_92","[]"
"448","6868ac7b-d9fb-4477-8da6-27960418fb60","AliasCode_93","[]"
"449","61cb47cf-5e29-4198-b3ad-e4e3adb87aa7","AliasCode_87","[]"
"450","71ee4c4e-5dec-48cb-b68e-2a41acfc3cff","AliasCode_95","[]"
"451","a7f2e3ea-a014-47a9-971a-781befd5b653","AliasCode_96","[]"
"452","d6f8472c-ff88-4c39-b478-ab8189291d6a","AliasCode_97","[]"
"453","c7be40e9-75e6-47e9-94cc-62f393559197","AliasCode_98","[]"
"454","7fdd5f72-8e43-4176-a2d9-a23866f1dd37","AliasCode_99","[]"
"455","7e2a552f-8b0d-4ae6-a3cd-798937600533","AliasCode_100","[]"
"456","ae9f2741-1214-4fb7-b114-e73944881f83","AliasCode_94","[]"
"457","15730387-38fb-4e26-bb3d-5f329a545f3b","AliasCode_102","[]"
"458","cd666188-a284-4e38-a272-ef2f4768347f","AliasCode_103","[]"
"459","87aec775-c943-4c54-8c0a-f5762e0917e1","AliasCode_104","[]"
"460","7b3bfcca-e251-454b-a163-8ad9efd25849","AliasCode_105","[]"
"461","7e3cd1cf-f8cc-4fcf-81f4-64209b2aed60","AliasCode_106","[]"
"462","1bf832d7-6bf2-40e0-affc-d2675e5bbee5","AliasCode_107","[]"
"463","2727152f-7ddf-4f48-bf67-a21427183561","AliasCode_101","[]"
"464","655bc358-1a23-414f-9165-da5802cc2afe","AliasCode_5","[]"
"465","daa8e067-3f39-4697-a3c2-d71d44b9e9f5","AliasCode_2","[]"
