"isEnabled","datatype","id","isRequired","instanceType","uuid:ID","name","label"
"True","","BiomedicalConceptProperty_134","True","BiomedicalConceptProperty","8ad556fe-1e14-4e31-8b29-fa38f9a3d120","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_135","True","BiomedicalConceptProperty","c7750a47-2dcb-498b-8b68-7a63d2abe480","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_136","True","BiomedicalConceptProperty","d29e2a47-d218-4bf2-9595-352e82cc38dd","LBTESTCD","LBTESTCD"
"True","text","BiomedicalConceptProperty_137","True","BiomedicalConceptProperty","b352d035-b8d4-417f-9145-34edf1abcd69","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_138","True","BiomedicalConceptProperty","8cc2a5c0-c775-4409-88ee-3220931f4df7","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_139","True","BiomedicalConceptProperty","b5a94a91-4154-428e-9cb8-635281b518a7","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_140","True","BiomedicalConceptProperty","dc898f93-3921-48f7-8dc4-71add3c7c261","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_141","True","BiomedicalConceptProperty","d2b4a168-1e7b-48e8-9b0b-d8152ce0253d","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_142","True","BiomedicalConceptProperty","38ab8322-206d-4d77-b7ef-a24c42cd3a0c","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_143","True","BiomedicalConceptProperty","ef4b546f-e547-493e-82a8-33d0b40bd2f6","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_144","True","BiomedicalConceptProperty","57cc1cd1-7500-4e52-8f32-577415348e1f","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_145","True","BiomedicalConceptProperty","2ac4c6bb-43ce-4e81-a950-050eb1feb2fc","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_146","True","BiomedicalConceptProperty","0f0d66e9-431f-4026-89dd-72418e441ce9","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_147","True","BiomedicalConceptProperty","f0483889-1927-4f1a-8a00-1ae8a2b7a93e","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_148","True","BiomedicalConceptProperty","ae55a321-6db5-42e3-aa98-d31a27f7189a","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_149","True","BiomedicalConceptProperty","49c4ae57-01bc-408d-84b3-d2496a5da952","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_150","True","BiomedicalConceptProperty","8a8fdb7c-012e-449e-9db7-7843976ed163","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_151","True","BiomedicalConceptProperty","57a94ae8-d912-489f-a319-17dfd63b3659","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_152","True","BiomedicalConceptProperty","55da319f-729b-467a-9cd9-70fb07590aa6","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_153","True","BiomedicalConceptProperty","f9c6930a-b625-41da-a3cb-d6bcb4034456","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_154","True","BiomedicalConceptProperty","cb61e586-8d60-49ff-8f15-a65983b6a229","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_155","True","BiomedicalConceptProperty","b2efe149-e992-4625-b8d1-2e31326ec7b8","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_156","True","BiomedicalConceptProperty","a221c420-23d7-40fe-8bdd-ea74f2e75c6d","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_157","True","BiomedicalConceptProperty","5bb52938-49d7-480f-94e9-204f7176239b","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_158","True","BiomedicalConceptProperty","c97a58b3-db36-4dca-91f8-513ab8776e7a","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_159","True","BiomedicalConceptProperty","80ae9983-ff3f-4ed0-a2a8-f1215d260c10","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_160","True","BiomedicalConceptProperty","8eec0c23-9804-4f6a-a683-0fafd334853f","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_161","True","BiomedicalConceptProperty","2f779cd1-7542-4e92-a3dd-8cdf014f96c6","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_162","True","BiomedicalConceptProperty","a77ccfd6-fab2-4df6-8f0a-8de7ef7caf1f","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_163","True","BiomedicalConceptProperty","ab107f7a-860c-4012-ba27-e11999f55733","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_164","True","BiomedicalConceptProperty","5ffaa1e4-bfa3-46a8-8d63-18b789c6fd56","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_165","True","BiomedicalConceptProperty","4bfcb136-d6f1-4649-a07a-49919507cb5d","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_166","True","BiomedicalConceptProperty","9b77e380-3e70-4273-9077-082023fd83bb","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_167","True","BiomedicalConceptProperty","bc5f969d-1abb-4b53-a492-8c70986f3def","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_168","True","BiomedicalConceptProperty","b1beb71d-d809-4c3e-b5cc-abae6b2f8cb0","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_169","True","BiomedicalConceptProperty","de96fca8-4cdc-4be4-8c5b-67b9e78a4787","LBFAST","LBFAST"
"True","text","BiomedicalConceptProperty_1","True","BiomedicalConceptProperty","09ae75bf-55ec-47d6-9888-c14c3d8cfefc","AETERM","AETERM"
"True","text","BiomedicalConceptProperty_2","True","BiomedicalConceptProperty","41ef2ec0-7801-426b-ae5f-64e0a8f7a1e1","AEDECOD","AEDECOD"
"True","text","BiomedicalConceptProperty_3","True","BiomedicalConceptProperty","a8b9c2f0-7e45-4b30-b6a2-9859af034d9b","AEPRESP","AEPRESP"
"True","text","BiomedicalConceptProperty_4","True","BiomedicalConceptProperty","35f27eef-4900-44f5-ac67-04e22999c0c1","AELOC","AELOC"
"True","text","BiomedicalConceptProperty_5","True","BiomedicalConceptProperty","192630d1-f805-4464-9867-9dd52b1d8ee7","AESEV","AESEV"
"True","text","BiomedicalConceptProperty_6","True","BiomedicalConceptProperty","0aa28aa0-ad36-4d26-8e40-978ad05fafb9","AESER","AESER"
"True","text","BiomedicalConceptProperty_7","True","BiomedicalConceptProperty","b85fd815-1d61-4e46-9be4-eebba255b49c","AEACN","AEACN"
"True","text","BiomedicalConceptProperty_8","True","BiomedicalConceptProperty","85bf10d6-03c6-4eea-bd21-fea80045e5a3","AEACNOTH","AEACNOTH"
"True","text","BiomedicalConceptProperty_9","True","BiomedicalConceptProperty","649cca1f-b917-47ac-a480-ff16d099840b","AEREL","AEREL"
"True","text","BiomedicalConceptProperty_10","True","BiomedicalConceptProperty","479d6fb5-d8e9-4799-8583-005f3090900e","AERELNST","AERELNST"
"True","text","BiomedicalConceptProperty_11","True","BiomedicalConceptProperty","c212eb67-57ba-4e27-8810-d5057f0a8cba","AEPATT","AEPATT"
"True","text","BiomedicalConceptProperty_12","True","BiomedicalConceptProperty","0b8fb35c-965e-4719-80b3-381f62be8cc8","AEOUT","AEOUT"
"True","text","BiomedicalConceptProperty_13","True","BiomedicalConceptProperty","b37fa720-ce68-4c4e-a2b8-f815869c4a6c","AESCAN","AESCAN"
"True","text","BiomedicalConceptProperty_14","True","BiomedicalConceptProperty","1b995d5e-a411-412c-b31a-5899a348373b","AESCONG","AESCONG"
"True","text","BiomedicalConceptProperty_15","True","BiomedicalConceptProperty","41a35220-0fd6-4892-b25a-d3102991c545","AESDISAB","AESDISAB"
"True","text","BiomedicalConceptProperty_16","True","BiomedicalConceptProperty","84f5b012-1d64-4aff-99c9-1f2d8bb4fb4d","AESDTH","AESDTH"
"True","text","BiomedicalConceptProperty_17","True","BiomedicalConceptProperty","caeb8b1a-a441-4fc7-98e5-ff2e0b51f4d8","AESHOSP","AESHOSP"
"True","text","BiomedicalConceptProperty_18","True","BiomedicalConceptProperty","89b170a7-6de9-4a29-831b-3ca773aa1600","AESLIFE","AESLIFE"
"True","text","BiomedicalConceptProperty_19","True","BiomedicalConceptProperty","dc68e226-17e8-4739-b4e4-778bef8802ef","AESOD","AESOD"
"True","text","BiomedicalConceptProperty_20","True","BiomedicalConceptProperty","656e4ff4-3854-4867-89c6-24f68f00ffd9","AESMIE","AESMIE"
"True","text","BiomedicalConceptProperty_21","True","BiomedicalConceptProperty","9afb197a-d191-46ca-96f5-b8b44c644d2c","AECONTRT","AECONTRT"
"True","datetime","BiomedicalConceptProperty_22","True","BiomedicalConceptProperty","99404036-610f-4c25-909f-ba038727edd8","AESTDTC","AESTDTC"
"True","datetime","BiomedicalConceptProperty_23","True","BiomedicalConceptProperty","eb94627a-4bd2-441d-960f-8da0d1434302","AEENDTC","AEENDTC"
"True","","BiomedicalConceptProperty_24","True","BiomedicalConceptProperty","8ae0d472-05f1-4677-85a8-a768c330dc85","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_25","True","BiomedicalConceptProperty","032c262b-eb52-4516-8449-ee9f52a07265","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_26","True","BiomedicalConceptProperty","06abfa51-1778-49b4-8495-7d9f69f2ceda","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_27","True","BiomedicalConceptProperty","6a82c79d-97a8-4ef3-909c-336212b2a277","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_28","True","BiomedicalConceptProperty","d0c9036d-dec5-4074-9605-df9a852bed55","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_29","True","BiomedicalConceptProperty","9e0d4153-6d97-4b8d-80bf-5393a7d0ce4f","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_30","True","BiomedicalConceptProperty","f9989438-dee8-4958-b2c7-3b29e2c67194","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_31","True","BiomedicalConceptProperty","ba6dc012-0060-4e2f-ad4a-6c2621053b99","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_32","True","BiomedicalConceptProperty","cd686e03-b497-49c1-9bde-eae233bb6225","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_33","True","BiomedicalConceptProperty","14ddd5e1-da56-4868-850d-acd4c3be14d8","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_34","True","BiomedicalConceptProperty","65b85cd3-aabe-4c30-b047-c069661298ae","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_35","True","BiomedicalConceptProperty","13814288-5777-4c5f-a4c5-3535f7ddd295","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_36","True","BiomedicalConceptProperty","878259e8-d91a-41ed-b287-4ab36f837c69","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_37","True","BiomedicalConceptProperty","08392d84-9473-435e-b3a8-04beae20e6a8","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_38","True","BiomedicalConceptProperty","68edea13-5026-41df-a19c-44071b514ffc","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_39","True","BiomedicalConceptProperty","468ad790-0f9a-406a-8c62-6daafb9de57b","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_40","True","BiomedicalConceptProperty","c3d74fcd-3dbe-44e1-83bd-fa16a9fe728b","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_41","True","BiomedicalConceptProperty","347a33b7-8b4f-4dd2-be62-777abd097d28","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_42","True","BiomedicalConceptProperty","afc38a5c-2c54-448c-b426-58237eda2b2f","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_43","True","BiomedicalConceptProperty","5da2f950-4eea-4e15-bff4-da051c90d484","VSTESTCD","VSTESTCD"
"True","float","BiomedicalConceptProperty_44","True","BiomedicalConceptProperty","fcce5c5f-ecf7-4030-8b33-ec889d3963bc","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_45","True","BiomedicalConceptProperty","46394856-f63e-4740-bb32-dfcef915fd56","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_46","True","BiomedicalConceptProperty","cbaeb13a-dfea-4490-94d4-2ec23e5042a2","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_47","True","BiomedicalConceptProperty","cb87a217-a526-4a0e-813a-41039eeb2dda","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_48","True","BiomedicalConceptProperty","e97802bf-7610-4335-8398-a72469b942ae","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_49","True","BiomedicalConceptProperty","3f71fc27-076f-49d9-8589-22dbc9a23a62","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_50","True","BiomedicalConceptProperty","553f6998-66cc-4983-9ff2-3465e6cb4c60","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_51","True","BiomedicalConceptProperty","e6f977ba-95f4-4354-b556-d1dea83283f1","LBTESTCD","LBTESTCD"
"True","text","BiomedicalConceptProperty_52","True","BiomedicalConceptProperty","7fe5e09d-7e9c-45f5-bb60-9e876f48ba45","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_53","True","BiomedicalConceptProperty","eddcc51f-4e5e-4a69-a2c0-ab64e96b86d3","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_54","True","BiomedicalConceptProperty","117ad1f1-5d90-473c-ab8b-8497710fba0f","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_55","True","BiomedicalConceptProperty","fb516bae-0a53-4a53-8194-83fb0eac1645","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_56","True","BiomedicalConceptProperty","d9c63936-dc6c-4372-96a3-9a24b0cd8343","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_57","True","BiomedicalConceptProperty","cd0a2f0e-d30c-42ec-aa61-c83247a0878f","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_58","True","BiomedicalConceptProperty","bac52158-113f-4fbe-a485-c7e2afbef9d8","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_59","True","BiomedicalConceptProperty","cc7c97d3-dd33-4b69-83eb-393d312301cc","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_60","True","BiomedicalConceptProperty","569d6de0-598c-46dd-a096-d85eca644f76","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_61","True","BiomedicalConceptProperty","0991bc0c-29f3-4378-9d75-5329a58002c4","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_62","True","BiomedicalConceptProperty","c993449c-a452-4bc4-aadc-8ac2059ba6de","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_63","True","BiomedicalConceptProperty","f1801600-74b5-42e8-98df-b256b07a2796","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_64","True","BiomedicalConceptProperty","42ff27e7-d311-4894-ab79-edd890fc4248","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_65","True","BiomedicalConceptProperty","794e8508-7027-4c96-8926-5983101cbea7","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_66","True","BiomedicalConceptProperty","adc9262d-2b86-48c1-922b-f69b339fde3b","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_67","True","BiomedicalConceptProperty","2deb46c7-5109-40ad-9180-ee7f619439bf","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_68","True","BiomedicalConceptProperty","05ae6eef-f3b7-4f9a-80f7-8b650155b533","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_69","True","BiomedicalConceptProperty","60e24831-bc1a-4ed2-a0a5-c0d189dcfabe","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_70","True","BiomedicalConceptProperty","b7547b6d-c478-4d33-a3c7-1eebe8276627","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_71","True","BiomedicalConceptProperty","85c07c7d-36b5-41e1-9c4f-52bfaed6cec7","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_72","True","BiomedicalConceptProperty","f5f1cfcc-f80b-4d63-b0c0-3d5ca7d16307","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_73","True","BiomedicalConceptProperty","4984d46f-8e32-4f27-b2c4-4b9f9d025902","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_74","True","BiomedicalConceptProperty","e14cbfd5-c56e-490c-82ae-b3e3484d549d","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_75","True","BiomedicalConceptProperty","a1771274-bba3-4639-a2f3-90ac674645ff","LBTESTCD","LBTESTCD"
"True","float","BiomedicalConceptProperty_76","True","BiomedicalConceptProperty","28130377-99ed-4fb5-8199-34f26bb14356","LBORRES","LBORRES"
"True","","BiomedicalConceptProperty_77","True","BiomedicalConceptProperty","5d21a04b-6593-4e16-8e54-765f60b189b9","LBORRESU","LBORRESU"
"True","","BiomedicalConceptProperty_78","True","BiomedicalConceptProperty","71a6b3fe-5670-4e73-b1fc-3a6f5e7f29c8","LBSPEC","LBSPEC"
"True","","BiomedicalConceptProperty_79","True","BiomedicalConceptProperty","0536ddc5-dc79-4b71-b442-afce73494d5f","LBFAST","LBFAST"
"True","","BiomedicalConceptProperty_80","True","BiomedicalConceptProperty","f5133773-4b31-4a45-b416-a41b848ed460","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_81","True","BiomedicalConceptProperty","39ee409e-8ed0-409b-a078-5ca2427adbc7","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_82","True","BiomedicalConceptProperty","4a780be4-d17c-458a-ba85-3e48a48ab4d1","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_83","True","BiomedicalConceptProperty","59f1fcc1-4040-4d31-9544-528092091e83","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_84","True","BiomedicalConceptProperty","285cb7a9-b6e6-42ba-a0db-c56681fec9a5","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_85","True","BiomedicalConceptProperty","d22987d5-a248-4fae-b809-22c0334f09fb","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_86","True","BiomedicalConceptProperty","7e856128-22de-45ef-92cc-ab2b0d8a639b","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_87","True","BiomedicalConceptProperty","89368005-c643-4bb8-8b94-6fd63d16a00b","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_88","True","BiomedicalConceptProperty","23999289-fa2e-4174-b1ad-d20a9e1c978d","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_89","True","BiomedicalConceptProperty","878a3141-962a-4ead-81ec-c534deb17cd6","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_90","True","BiomedicalConceptProperty","3326b0d4-0e6c-424d-98d3-7e4d393020ef","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_91","True","BiomedicalConceptProperty","dc732489-e7f2-4f0a-8f00-88b9d4a114a1","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_92","True","BiomedicalConceptProperty","c11818e6-efcb-4a4f-a6a0-c6ca24a446b7","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_93","True","BiomedicalConceptProperty","9b85ada8-69b4-4270-b57a-cb27c18c4316","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_94","True","BiomedicalConceptProperty","0a0826d9-b580-465e-b4ae-0c946145faf1","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_95","True","BiomedicalConceptProperty","2a85c78f-9d53-4674-bbb2-eb9c053e1695","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_96","True","BiomedicalConceptProperty","99f6fd8c-79e1-485a-a83f-1be1714bb905","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_97","True","BiomedicalConceptProperty","c0442cbf-3336-488a-a460-eb156f38ed87","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_98","True","BiomedicalConceptProperty","f897ee4e-3feb-4e93-ba2f-86582a4f93fe","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_99","True","BiomedicalConceptProperty","b0db22a2-3d7b-40bc-b922-9f787bb75868","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_100","True","BiomedicalConceptProperty","858650f5-531c-494d-bbcd-489148f33747","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_101","True","BiomedicalConceptProperty","bbecd037-39e6-4400-b1b3-7ecb570b1549","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_102","True","BiomedicalConceptProperty","3932ed35-d3c0-4f4a-b18a-46e81f47214e","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_103","True","BiomedicalConceptProperty","48456925-fbd1-4a5c-afc3-b9970f561c99","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_104","True","BiomedicalConceptProperty","185e395e-e868-472c-9bde-48a3b6593266","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_105","True","BiomedicalConceptProperty","9416aa6b-2082-43c6-a295-b214ecf29643","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_106","True","BiomedicalConceptProperty","a6de3740-8d4a-4a30-a821-bbff3c111471","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_107","True","BiomedicalConceptProperty","8fabdf48-ca16-4b68-ba42-dacb1f8182c0","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_108","True","BiomedicalConceptProperty","334c479d-fda4-4267-aaad-8f2a9187839e","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_109","True","BiomedicalConceptProperty","b4fc7741-80f6-4616-b8fc-0536503bffaa","VSLAT","VSLAT"
"True","","BiomedicalConceptProperty_110","True","BiomedicalConceptProperty","5eabb731-26a1-4eaa-9e2a-d56759bac7c0","VSTESTCD","VSTESTCD"
"True","integer","BiomedicalConceptProperty_111","True","BiomedicalConceptProperty","deee31db-c51f-4d3a-8e0e-c7204128dcdb","VSORRES","VSORRES"
"True","","BiomedicalConceptProperty_112","True","BiomedicalConceptProperty","eef2b717-506e-4995-b1a0-a196a0f2921f","VSORRESU","VSORRESU"
"True","","BiomedicalConceptProperty_113","True","BiomedicalConceptProperty","a58b25a0-93c4-409a-8ed1-ba6ec6c5bc0c","VSPOS","VSPOS"
"True","","BiomedicalConceptProperty_114","True","BiomedicalConceptProperty","11e2b4cf-141e-471b-91f1-fa6c67d875f9","VSLOC","VSLOC"
"True","","BiomedicalConceptProperty_115","True","BiomedicalConceptProperty","a6bd7c97-5d07-4d04-8d6a-cde03611bfdc","VSLAT","VSLAT"
